CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PVEM_MORENA_PANAL,PT_PVEM_PANAL,PT_MORENA_PANAL,PT_PVEM,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
180184B0100,18,7,1,7,1,29,9,0,6,7,3,9,1,8,10,8,2,9,8,25,13,23,4,0,11,24,5,9,1,0,7,3,15,3,1
180184C0100,18,7,0,11,1,23,13,0,12,11,1,8,0,6,15,5,0,11,19,20,7,20,11,0,2,25,6,10,0,0,3,0,15,2,1
180184C0200,18,7,0,8,0,25,9,0,10,12,2,8,2,12,11,7,1,3,18,26,6,27,4,0,7,33,10,4,0,0,4,0,18,2,1
180185B0100,18,7,1,10,2,48,11,0,15,24,3,14,0,20,9,14,2,5,8,30,8,23,6,0,6,35,9,11,0,0,8,2,28,2,0
180185C0100,18,7,1,14,1,37,16,0,12,19,2,11,3,12,13,13,0,8,19,31,11,26,6,0,10,24,5,9,0,0,7,0,27,6,1
180186B0100,18,7,1,12,3,25,11,1,12,7,4,10,0,8,8,15,1,5,20,37,14,20,9,0,14,36,5,6,1,0,6,2,15,7,0
180187B0100,18,7,0,17,2,19,8,0,6,15,0,9,0,17,10,18,1,4,19,34,12,27,6,1,10,35,7,9,1,0,6,1,17,2,3
180188B0100,18,7,0,13,1,24,9,0,6,8,0,4,0,18,8,10,1,9,8,17,4,24,3,0,6,25,9,8,0,0,3,1,13,1,0
180188C0100,18,7,0,12,2,21,5,0,14,9,1,8,0,6,7,10,1,3,11,29,10,20,5,0,7,21,5,5,0,0,8,0,19,1,2
180189B0100,18,7,1,13,0,21,6,0,8,12,0,6,1,17,9,6,1,4,12,32,12,25,5,0,5,28,5,12,0,0,8,3,18,5,1
180189C0100,18,7,1,12,1,28,6,0,13,13,1,5,0,13,9,9,0,4,14,23,7,28,7,0,12,34,9,4,0,0,9,5,12,5,0
180190B0100,18,7,1,24,2,30,15,0,11,17,1,20,0,13,8,11,1,11,13,35,15,26,7,0,5,38,8,5,0,0,7,3,28,8,2
180190C0100,18,7,0,11,2,32,10,0,17,18,1,16,1,19,10,12,1,9,12,30,16,28,10,1,8,32,8,6,0,0,10,2,19,6,1
180190C0200,18,7,1,13,2,43,13,1,17,8,0,14,1,13,18,10,1,12,16,24,8,35,4,0,10,37,6,9,0,0,6,1,26,3,1
180190E0100,18,7,0,6,1,32,14,1,10,13,0,10,1,12,10,9,2,8,10,15,10,24,7,0,7,25,6,3,0,0,11,1,34,5,0
180190S0100,18,7,1,18,2,69,20,0,21,33,2,23,1,32,23,18,5,9,33,67,22,41,11,0,16,65,17,11,1,0,12,4,21,7,1
180191B0100,18,7,2,5,0,14,3,0,1,1,1,3,0,5,2,1,0,1,5,7,4,8,5,0,1,9,2,2,0,0,4,0,4,2,3
180192B0100,18,7,1,14,0,33,15,1,18,12,0,17,0,12,10,12,0,12,13,29,16,39,11,0,5,31,11,6,0,0,10,4,22,4,2
180192C0100,18,7,1,19,1,25,6,1,13,11,4,17,0,11,12,12,1,8,10,40,13,31,10,2,6,40,10,8,0,0,11,1,13,1,0
180193B0100,18,7,0,8,1,16,6,0,4,8,2,7,0,3,4,2,0,2,8,13,2,16,3,0,3,11,3,5,0,0,1,1,12,1,1
180194B0100,18,7,0,5,1,15,5,0,5,8,0,5,0,5,2,6,0,5,3,20,9,16,7,0,3,16,3,2,0,0,6,3,11,3,0
180195B0100,18,7,0,8,2,28,4,1,10,6,0,9,0,4,5,3,0,3,11,14,5,20,5,0,5,22,4,3,1,0,5,0,13,2,2
180196B0100,18,8,2,13,2,40,10,0,15,16,1,9,0,6,12,9,2,14,17,39,14,28,13,1,9,38,3,7,0,0,8,3,30,5,0
180196C0100,18,8,0,19,1,47,8,0,16,15,1,10,2,16,9,11,1,7,13,36,10,33,6,0,8,30,14,14,0,0,8,1,27,1,1
180197B0100,18,8,1,11,1,32,5,0,10,16,4,10,0,12,10,10,1,8,16,31,8,31,5,0,16,14,9,4,0,0,4,2,15,2,1
180197C0100,18,8,0,13,0,27,10,0,11,15,0,15,1,12,10,10,0,2,15,28,11,19,8,1,7,26,5,7,0,0,9,3,19,2,1
180198B0100,18,8,0,4,0,11,9,0,7,5,2,6,0,5,4,2,0,8,5,15,4,16,5,1,5,16,2,6,0,0,2,0,8,2,0
180199B0100,18,8,0,4,0,12,3,0,4,7,1,3,1,7,5,5,0,3,7,11,4,11,1,0,5,16,4,3,0,0,2,2,8,1,1
180200B0100,18,8,0,3,2,11,5,0,3,7,0,3,1,6,1,4,0,2,7,2,4,7,2,0,2,12,4,3,0,0,1,0,8,2,0
180201B0100,18,8,0,8,0,12,1,0,8,3,0,3,0,5,8,4,0,2,7,17,1,13,4,0,2,16,4,4,0,0,4,0,7,3,1
180202B0100,18,8,3,21,3,41,15,0,17,16,0,11,2,17,10,12,0,13,18,38,10,32,6,0,9,27,8,1,0,0,10,2,22,5,0
180203B0100,18,8,0,3,0,11,7,0,5,4,1,2,0,3,5,0,0,4,8,6,1,11,1,0,2,12,0,4,0,0,4,1,8,0,0
180203E0100,18,8,1,7,0,10,5,0,2,6,1,6,0,8,3,6,2,3,10,12,4,9,1,0,2,27,6,2,0,0,1,1,7,1,2
180203E0200,18,8,1,7,0,17,4,0,2,5,0,6,0,7,7,6,1,4,4,10,4,17,5,0,3,15,3,3,0,0,2,2,9,0,0
180204B0100,18,8,0,1,0,12,3,1,5,6,0,7,0,4,1,3,0,2,3,10,3,7,4,0,3,7,0,1,0,0,2,1,5,1,1
180205B0100,18,6,1,4,2,8,7,0,3,5,0,1,1,3,5,3,0,3,4,14,2,9,0,0,4,12,1,2,0,0,2,1,8,0,0
180206B0100,18,6,0,3,0,14,3,0,8,4,0,7,0,7,4,1,0,3,6,10,5,4,4,0,2,15,0,2,0,0,4,1,8,4,1
180207B0100,18,6,0,4,0,14,13,0,9,8,0,3,1,4,4,3,2,2,6,14,5,7,5,0,4,13,5,4,0,0,3,0,9,3,3
180208B0100,18,8,0,10,0,16,9,0,12,14,0,5,1,11,8,11,1,7,7,25,7,17,4,0,6,25,4,1,0,0,6,2,14,2,0
180209B0100,18,6,0,2,0,13,2,0,4,2,2,3,1,3,5,7,1,6,8,17,3,9,2,0,0,8,1,2,0,0,5,0,5,0,1
180210B0100,18,8,0,7,2,12,8,1,10,8,1,9,0,9,9,6,1,8,12,19,7,12,4,0,5,14,5,2,1,0,5,2,14,4,0
180211B0100,18,6,0,4,0,15,3,0,6,8,0,2,0,6,4,5,0,3,12,3,5,10,5,0,2,21,2,3,0,0,3,0,7,3,2
180212B0100,18,8,0,3,1,14,6,0,8,7,1,7,0,2,3,2,0,3,4,11,4,8,3,0,4,13,1,2,0,0,2,0,7,2,0
180213B0100,18,6,0,4,0,14,4,0,12,6,1,3,1,3,7,8,0,3,6,12,7,12,4,0,1,15,3,1,0,0,2,1,8,2,0
180214B0100,18,8,1,3,1,16,10,0,9,8,0,3,1,8,3,2,0,8,7,16,5,15,0,0,3,19,5,4,1,0,3,3,14,1,1
180215B0100,18,3,1,4,1,26,7,0,13,16,1,13,0,19,13,11,0,14,11,33,11,28,11,0,4,32,8,11,0,0,0,0,24,5,0
180215C0100,18,3,0,17,1,29,15,0,9,15,2,9,1,23,13,10,1,9,17,33,7,20,5,0,5,19,15,11,0,0,8,1,25,4,0
180215C0200,18,3,0,8,0,30,12,0,15,14,1,15,1,21,8,15,0,7,6,35,11,35,10,0,6,34,5,3,0,0,7,3,24,2,0
180216B0100,18,5,0,14,3,26,11,2,19,13,1,4,0,8,4,4,1,9,10,27,11,25,6,1,5,34,5,7,0,0,5,2,18,4,0
180216C0100,18,5,1,15,0,27,6,0,13,21,1,11,1,15,8,11,1,5,10,40,7,26,4,0,8,33,9,6,0,0,5,2,17,7,2
180216C0200,18,5,1,16,2,29,7,0,15,10,1,12,1,13,11,9,1,4,13,21,10,21,13,1,5,23,8,8,0,0,4,1,23,3,1
180216C0300,18,5,0,15,1,32,9,0,14,9,5,11,1,12,4,13,2,7,10,27,10,29,5,0,6,21,7,6,0,0,12,3,18,7,1
180217B0100,18,3,2,14,0,33,10,0,8,20,1,9,0,10,8,8,2,7,10,25,8,18,8,0,8,30,8,2,0,0,6,1,19,3,2
180217C0100,18,3,1,11,1,37,9,0,12,16,2,9,0,12,11,13,1,8,11,26,5,25,8,0,7,24,4,2,0,0,6,1,22,2,3
180218B0100,18,3,3,10,1,22,6,0,13,11,1,7,1,22,17,11,0,6,15,20,12,26,7,0,11,29,7,11,1,0,9,2,26,4,2
180218C0100,18,3,1,9,0,26,8,0,13,14,2,15,1,10,13,17,2,4,11,32,12,23,8,1,5,36,6,8,0,0,5,1,22,4,0
180218C0200,18,3,0,9,0,37,14,0,11,15,0,7,2,11,13,15,0,11,19,28,14,24,3,0,11,34,4,5,0,0,6,3,17,1,1
180219B0100,18,7,0,15,2,36,9,0,7,14,1,12,0,19,5,8,1,9,18,28,5,19,5,0,5,39,5,5,0,0,5,1,20,7,3
180219C0100,18,7,0,11,0,24,8,0,15,15,2,11,1,11,13,15,1,5,10,25,19,27,5,1,5,28,5,8,1,0,9,3,22,3,1
180220B0100,18,3,0,12,0,23,13,0,9,12,0,11,0,9,7,19,1,7,7,30,11,18,7,0,7,39,4,11,1,0,2,2,19,4,0
180220C0100,18,3,2,13,0,32,7,0,11,10,2,14,0,14,13,16,1,5,14,27,8,21,8,0,7,32,9,7,1,0,1,1,21,9,1
180221B0100,18,5,0,23,2,34,12,0,15,14,4,6,1,14,9,13,0,6,14,29,18,28,3,0,12,31,8,3,0,0,10,1,19,7,2
180222B0100,18,3,1,24,1,41,14,0,15,20,0,9,0,11,9,10,1,4,18,34,15,33,7,0,7,29,7,7,0,0,6,0,26,5,4
180222S0100,18,3,4,19,0,67,31,1,22,30,7,17,2,19,22,22,1,14,27,44,22,36,12,0,18,50,20,12,1,0,8,3,30,6,1
180223B0100,18,3,2,12,0,40,6,0,8,7,1,9,1,7,8,10,1,14,13,21,8,37,7,0,6,31,7,4,1,0,5,1,18,1,0
180223C0100,18,3,0,10,0,29,10,0,7,7,0,6,1,12,17,5,1,8,11,34,10,20,2,1,7,26,8,8,0,0,8,0,24,3,0
180224B0100,18,3,0,8,1,28,11,0,8,15,2,7,1,14,10,8,0,8,13,23,6,20,4,0,4,25,8,5,0,0,2,3,18,2,2
180224C0100,18,3,2,12,1,31,9,0,11,20,2,12,0,8,8,5,0,11,16,29,12,18,1,0,10,29,6,5,0,0,7,1,26,2,3
180225B0100,18,5,1,11,3,39,10,1,17,10,1,12,1,22,9,12,1,9,11,33,8,22,10,0,5,27,4,6,0,0,10,3,23,0,0
180226B0100,18,5,2,22,2,36,21,0,11,17,1,10,0,14,12,13,0,9,21,36,8,29,4,0,8,43,6,6,0,0,9,1,23,3,1
180227B0100,18,3,1,7,1,34,12,1,14,6,3,14,1,7,4,8,1,2,10,22,8,32,4,0,6,34,7,8,0,0,7,1,14,5,1
180228B0100,18,3,1,10,0,27,12,0,15,13,3,7,2,7,6,13,1,5,13,26,9,25,7,1,5,21,6,5,0,0,6,2,14,2,3
180229B0100,18,5,2,11,2,36,12,1,11,19,1,18,0,9,11,18,1,13,24,30,12,31,5,1,14,37,5,4,1,0,7,1,20,12,0
180230B0100,18,3,1,15,1,19,12,0,9,8,0,7,2,8,15,11,0,7,13,25,7,20,1,1,6,26,8,5,0,0,2,0,17,4,0
180230C0100,18,3,0,11,0,30,11,0,10,4,0,10,1,18,11,6,1,5,14,24,13,17,7,1,7,23,4,6,0,0,3,1,18,3,2
180230C0200,18,3,0,11,0,25,11,0,15,11,2,9,1,6,4,6,0,9,11,22,8,29,5,0,5,28,7,5,0,0,7,1,17,4,1
180231B0100,18,3,0,10,1,15,2,0,12,7,0,4,0,5,7,15,0,3,11,23,1,21,3,0,7,26,2,8,0,0,4,0,13,8,0
180231C0100,18,3,1,15,1,20,8,0,11,8,1,8,0,10,8,9,1,3,9,12,10,24,7,0,11,16,2,5,0,0,7,1,8,3,2
180232B0100,18,7,0,5,3,9,4,0,4,11,1,3,1,3,7,2,1,3,5,9,9,9,3,0,4,15,4,2,0,0,3,0,8,1,0
180232E0100,18,7,0,6,0,12,5,0,5,3,0,2,0,6,4,12,0,5,6,7,9,15,2,0,1,12,1,2,0,0,4,1,9,1,0
180233B0100,18,7,2,6,1,17,4,0,10,7,1,2,1,9,2,10,0,3,10,20,9,18,2,0,6,9,5,6,0,0,3,0,10,1,1
180234B0100,18,7,0,3,0,7,4,0,4,2,2,2,3,8,3,4,0,2,7,15,1,7,2,0,4,12,3,0,0,0,1,0,6,3,0
180235B0100,18,3,0,6,1,27,3,0,8,9,1,7,1,6,6,6,1,2,7,22,3,15,12,0,4,17,7,4,0,0,4,1,10,6,1
180236B0100,18,5,0,6,1,27,9,0,11,11,2,10,0,9,14,7,1,4,16,24,9,21,5,0,4,37,4,4,0,0,3,3,19,0,2
180236C0100,18,5,0,11,0,30,5,0,12,15,1,9,1,8,11,10,1,9,12,24,8,15,4,0,8,34,4,7,0,0,3,3,11,4,0
180237B0100,18,7,0,6,0,3,3,0,4,4,1,4,0,3,4,3,0,2,3,8,5,6,3,0,3,7,0,2,0,0,1,1,9,2,0
180238B0100,18,7,2,9,0,25,9,0,11,9,1,4,1,6,7,6,0,6,10,20,5,21,0,0,7,18,6,5,0,0,4,2,11,1,1
180239B0100,18,9,0,11,3,24,16,0,13,14,1,10,0,6,4,12,0,9,12,24,13,30,9,1,9,24,7,9,0,0,6,4,17,4,0
180240B0100,18,9,0,12,0,25,6,0,19,11,3,6,3,10,10,10,2,3,6,26,8,21,10,0,5,23,5,6,0,0,6,1,15,3,0
180241B0100,18,5,1,8,1,18,7,0,7,11,1,5,4,7,3,5,2,5,7,24,8,19,5,0,8,21,5,7,0,0,6,2,17,5,0
180241C0100,18,5,1,8,0,29,6,0,8,9,0,10,0,5,11,10,1,6,16,18,3,18,12,0,3,25,5,11,0,0,4,1,18,4,0
180242B0100,18,5,1,11,0,28,5,0,12,14,1,7,1,4,12,8,1,7,8,25,4,25,6,0,5,21,3,3,0,0,5,2,13,3,0
180242C0100,18,5,1,9,1,22,4,0,7,10,1,5,0,4,3,4,1,10,6,13,10,20,1,0,3,22,10,7,0,0,3,2,21,3,1
180243B0100,18,5,0,14,2,34,13,0,13,9,2,12,1,12,10,5,0,11,10,35,10,26,7,1,8,22,7,4,0,0,7,1,23,5,0
180244B0100,18,5,1,10,2,28,2,0,13,14,1,7,0,10,7,11,0,11,12,17,9,23,4,0,6,19,6,3,0,0,11,1,33,3,1
180244C0100,18,5,1,12,0,26,12,1,7,15,1,14,0,8,6,19,0,6,13,28,7,13,5,1,8,26,1,8,1,0,5,2,17,2,0
180245B0100,18,7,1,5,0,10,4,0,5,5,0,0,1,2,4,9,0,3,2,12,4,7,2,0,0,6,1,3,0,0,0,2,5,0,0
180246B0100,18,7,1,1,0,7,1,0,0,5,0,1,0,4,1,2,0,1,4,8,1,2,4,0,1,8,2,2,0,0,2,0,3,0,0
180246E0100,18,7,1,3,0,14,4,0,7,2,2,3,0,9,5,3,0,3,4,12,3,7,4,0,3,18,4,3,0,0,3,0,10,2,0
180247B0100,18,9,0,7,1,16,2,0,9,5,0,6,0,7,7,7,0,1,10,11,8,9,2,0,3,17,2,5,0,0,2,1,18,1,0
180248B0100,18,9,0,19,3,48,12,0,11,17,4,12,1,11,9,11,0,8,25,40,7,23,9,0,5,34,8,15,0,0,12,0,21,8,1
180248C0100,18,9,2,9,1,34,13,0,14,28,0,9,1,19,10,9,0,11,17,34,18,25,6,0,13,35,13,10,0,0,6,3,28,1,1
180249B0100,18,9,1,10,1,25,9,1,6,13,0,5,1,9,10,6,0,9,19,24,10,23,7,0,6,22,4,5,0,0,8,0,17,4,1
180249C0100,18,9,0,9,1,21,10,0,9,10,0,12,0,12,9,14,0,11,13,22,8,19,5,0,7,19,8,11,0,0,4,0,21,7,1
180250B0100,18,9,0,8,0,17,6,0,6,13,0,7,0,8,4,7,1,6,12,12,8,14,3,0,7,13,2,8,0,0,4,1,9,2,0
180250C0100,18,9,1,10,0,22,9,1,13,10,2,4,1,11,4,6,0,7,14,20,6,10,5,0,2,31,3,6,0,0,5,1,9,2,0
180251B0100,18,9,0,13,0,41,9,0,10,10,2,13,0,11,10,10,0,4,9,21,12,38,9,0,5,23,5,7,0,0,11,5,18,7,2
180252B0100,18,9,1,13,0,27,4,0,7,13,0,10,0,13,4,7,2,11,12,26,10,14,8,0,8,24,13,9,0,0,4,0,21,8,2
180252C0100,18,9,1,12,1,28,12,0,19,10,2,9,0,11,9,9,0,3,7,29,10,14,3,0,8,30,2,6,1,0,5,1,23,1,1
180252E0100,18,9,0,8,0,15,10,0,7,5,1,6,0,5,4,3,1,1,3,19,6,13,7,0,2,16,5,0,0,0,3,1,19,1,0
180253B0100,18,9,0,11,2,28,8,0,9,16,0,7,1,12,14,11,1,6,14,21,12,27,5,0,7,32,6,7,0,0,5,4,26,7,1
180253C0100,18,9,1,15,3,30,10,0,12,10,5,9,0,11,13,12,0,8,19,34,5,34,12,0,8,23,4,8,0,0,9,4,15,5,1
180254B0100,18,7,2,11,1,27,4,0,5,5,2,5,0,8,7,10,1,0,11,19,4,20,1,0,8,13,6,3,0,0,4,5,12,3,0
180254C0100,18,7,2,7,1,15,16,2,12,13,2,6,0,7,3,5,1,4,7,22,6,14,8,0,3,24,8,6,0,0,5,0,13,2,1
180255B0100,18,9,1,3,0,20,3,0,10,13,2,6,0,10,5,6,0,7,7,16,3,10,9,0,9,17,3,0,0,0,4,2,13,1,0
180256B0100,18,9,0,18,1,31,8,1,11,17,3,14,0,9,9,5,0,10,14,26,10,18,12,0,15,37,9,9,0,0,8,0,20,4,1
180257B0100,18,6,1,15,1,29,14,0,6,18,0,12,0,12,4,9,1,7,8,29,6,20,8,0,10,34,2,10,0,0,9,1,22,3,0
180257C0100,18,6,0,13,0,24,14,0,11,11,1,12,1,9,12,11,0,8,20,35,7,21,7,0,4,36,6,8,0,0,5,0,17,4,0
180258B0100,18,6,2,13,1,30,10,0,9,15,0,8,1,12,9,8,1,4,12,30,7,21,5,0,6,23,6,3,0,0,9,2,19,5,1
180258C0100,18,6,0,11,0,25,12,0,17,18,2,11,2,12,5,5,0,8,3,24,10,31,5,1,7,32,7,4,1,0,7,6,28,3,0
180258C0200,18,6,1,9,1,31,4,1,8,17,3,8,0,16,14,6,0,6,11,28,14,26,4,1,9,25,7,5,0,0,3,3,15,3,2
180258C0300,18,6,1,15,3,23,14,0,12,14,2,9,0,12,12,12,0,7,10,28,11,30,7,0,6,21,11,5,0,0,9,1,26,3,1
180260B0100,18,6,1,16,3,36,11,0,12,9,2,8,3,14,13,17,0,10,12,35,19,28,8,0,12,45,9,4,0,0,5,2,21,3,2
180260E0100,18,6,0,2,1,7,2,0,8,4,1,12,0,3,3,7,0,4,7,11,3,10,2,0,2,11,2,4,1,0,1,1,6,0,0
180261B0100,18,6,1,12,3,33,12,1,6,15,0,13,1,7,9,13,1,5,17,26,10,25,7,0,14,24,7,7,0,0,6,0,18,6,1
180262B0100,18,6,2,17,0,31,9,0,12,20,0,8,1,17,12,13,1,5,9,30,12,30,16,0,11,33,10,8,0,0,11,4,23,2,0
180262E0100,18,6,0,9,2,27,14,0,6,6,0,6,1,17,5,9,0,3,12,23,4,16,6,0,5,19,5,7,0,0,4,0,14,5,1
180263B0100,18,6,0,4,0,7,2,0,3,2,0,0,0,3,2,6,0,3,2,7,5,7,2,0,3,10,3,1,0,0,0,0,5,1,1
180264B0100,18,6,0,12,2,27,12,0,10,7,3,11,0,9,11,16,0,6,19,30,10,17,2,0,6,34,5,7,2,0,4,1,15,3,1
180264E0100,18,6,1,3,1,5,3,0,3,4,0,3,0,4,6,4,0,2,5,4,3,8,2,0,6,7,1,2,0,0,4,0,7,0,0
180265B0100,18,6,1,6,0,16,5,0,5,18,0,5,2,9,8,8,0,4,8,21,6,20,5,0,2,27,3,5,0,0,9,0,19,4,1
180266B0100,18,6,2,14,0,26,9,0,22,16,0,10,0,14,11,12,0,8,10,27,8,18,5,0,7,23,12,11,0,0,5,1,19,3,1
180267B0100,18,6,2,12,0,38,10,0,17,13,4,13,0,16,12,11,2,7,11,39,8,30,5,1,15,31,10,5,0,0,6,3,18,5,3
180267C0100,18,6,2,16,1,25,5,0,14,17,0,15,1,10,7,14,0,12,23,38,8,37,9,2,6,34,7,6,1,0,7,1,18,2,1
180267C0200,18,6,1,14,1,35,14,1,21,19,0,11,0,13,17,9,1,10,19,32,14,22,9,0,9,39,5,4,0,0,6,4,19,4,1
180267E0100,18,6,2,8,2,9,5,0,6,6,0,7,1,4,2,8,1,3,7,14,5,15,6,0,3,12,2,4,0,0,0,0,17,2,0
180267E0200,18,6,2,7,0,12,6,0,6,8,0,5,0,6,8,4,0,7,11,5,5,10,3,1,3,15,3,4,1,0,4,0,10,0,0
180267E0300,18,6,1,9,1,17,3,0,10,5,0,6,1,4,7,7,0,6,7,12,6,14,3,0,7,12,4,4,0,0,2,2,12,1,0
180268B0100,18,6,1,14,1,21,10,0,11,11,4,6,1,10,11,9,2,1,11,22,4,17,6,0,3,23,9,5,0,0,5,6,19,4,0
180268E0100,18,6,0,2,1,28,6,0,5,4,1,5,0,5,3,8,1,5,12,13,7,12,3,2,8,13,5,4,0,0,6,0,14,1,1
180268E0200,18,6,0,15,3,37,11,0,11,13,1,17,0,13,14,18,0,10,18,33,14,31,6,0,16,38,4,10,1,0,7,0,23,3,0
180269B0100,18,6,1,17,2,32,11,0,13,18,2,8,1,10,12,7,0,8,18,25,10,27,7,0,5,23,6,4,0,0,5,2,21,5,1
180269C0100,18,6,0,12,1,29,15,1,10,12,1,8,1,12,10,11,1,6,15,22,7,23,12,0,8,27,3,12,0,0,5,1,21,5,0
180270B0100,18,6,0,17,1,22,7,1,10,17,2,12,1,12,7,9,1,7,10,27,10,20,8,0,8,23,9,6,0,0,6,2,15,5,2
180270C0100,18,6,1,12,1,27,10,0,17,11,3,6,1,7,4,6,1,8,11,20,10,22,5,0,9,28,5,5,0,1,6,1,22,2,0
180270C0200,18,6,0,6,1,26,12,0,12,9,1,7,2,16,11,7,1,4,16,22,9,27,6,0,5,27,3,8,0,0,4,0,15,5,0
180270E0100,18,6,0,7,1,13,6,0,14,10,0,5,0,6,5,8,1,5,10,13,4,11,3,0,3,19,3,1,0,0,4,0,14,0,0
180270E0200,18,6,1,13,1,31,9,0,7,7,4,7,1,13,6,17,1,3,16,20,15,23,4,0,7,26,4,11,0,0,6,1,23,3,1
180270E0300,18,6,0,12,0,13,3,0,2,9,0,5,0,7,4,6,1,6,6,15,5,15,4,0,5,7,5,6,0,0,2,0,9,3,1
180271B0100,18,6,1,6,2,24,5,0,6,7,0,3,1,9,6,15,0,4,4,21,7,21,5,0,5,18,5,4,0,0,4,0,11,3,0
180271E0100,18,6,2,6,1,29,6,0,14,7,1,7,0,15,5,10,0,4,9,26,4,16,4,1,7,31,6,10,1,0,5,3,24,2,3
180272B0100,18,8,0,7,0,20,6,0,9,8,0,7,1,9,3,5,0,4,9,18,10,13,7,0,8,25,7,9,0,0,5,2,15,3,0
180272C0100,18,8,0,11,1,20,12,0,11,7,0,6,0,6,6,8,1,9,7,25,11,28,3,0,2,20,3,7,0,0,5,0,14,2,0
180273B0100,18,8,0,14,0,29,14,1,16,15,2,7,0,9,21,11,0,5,16,22,12,26,10,0,12,34,4,7,1,0,6,0,19,3,2
180273E0100,18,8,1,8,0,28,6,0,10,13,1,9,2,10,13,6,0,12,9,23,8,18,5,0,2,20,10,2,0,0,5,1,13,8,0
180274B0100,18,8,1,8,1,28,11,0,12,13,1,8,0,9,8,16,1,4,9,28,9,16,7,0,5,27,5,7,0,0,8,2,18,5,1
180274E0100,18,8,4,11,0,34,7,0,8,21,1,8,1,16,7,8,0,7,9,23,10,21,6,0,7,31,9,8,1,0,7,0,27,0,3
180275B0100,18,6,1,8,1,22,4,0,11,6,1,3,1,9,4,7,0,5,6,11,1,18,2,0,3,14,5,1,0,0,4,0,7,2,2
180275E0100,18,6,1,10,0,17,4,0,6,7,1,3,0,7,10,4,0,6,7,18,6,8,3,0,3,21,1,4,0,0,5,1,12,3,0
180276B0100,18,6,2,14,1,36,9,1,11,16,1,7,0,13,14,20,1,1,14,35,8,26,7,0,9,32,0,6,0,0,4,1,14,7,0
180276E0100,18,6,0,6,0,11,7,0,7,11,2,5,0,5,5,5,0,7,4,12,6,6,2,0,6,14,2,3,0,0,6,1,8,1,0
180276E0200,18,6,0,5,1,20,6,0,9,9,1,6,0,5,7,10,0,4,11,14,7,22,5,0,4,13,5,4,0,0,4,1,15,2,0
180276E0201,18,6,0,7,0,24,11,0,14,2,1,12,0,14,6,5,1,4,10,11,8,15,3,0,7,21,4,8,0,0,5,3,14,3,0
180277B0100,18,8,2,8,0,26,9,0,7,10,0,10,3,8,9,6,0,3,12,13,7,22,8,0,6,17,6,6,0,0,4,2,16,1,2
180277C0100,18,8,3,11,0,22,8,0,9,5,0,4,1,6,12,8,0,10,8,21,4,21,5,0,5,29,5,7,0,0,2,0,19,2,1
180277E0100,18,8,0,3,0,13,1,0,1,2,0,3,0,4,2,7,0,3,3,4,1,8,2,0,3,3,1,4,0,0,0,1,5,0,0
180278B0100,18,8,0,3,0,13,3,0,5,8,0,6,0,7,1,4,0,2,9,8,3,14,2,0,3,13,0,1,0,0,2,1,9,3,0
180278E0100,18,8,1,5,0,11,4,0,5,5,0,3,0,12,8,10,0,4,7,18,5,10,3,0,3,15,4,0,0,0,3,0,14,1,0
180279B0100,18,1,0,5,0,6,4,0,4,5,0,3,0,3,4,5,0,3,2,16,4,7,2,0,4,10,1,1,0,0,2,0,10,0,0
180280B0100,18,8,0,7,0,17,4,0,5,2,0,4,0,2,4,5,1,8,3,9,2,13,6,0,1,13,6,3,0,0,5,0,11,1,0
180281B0100,18,8,0,11,3,40,19,1,12,12,1,12,0,9,11,11,0,9,14,29,5,34,7,1,6,33,7,5,0,0,8,1,26,9,2
180282B0100,18,1,0,10,2,31,17,1,13,7,0,13,4,14,9,15,1,4,14,33,12,13,6,0,8,20,4,3,0,0,7,0,11,4,0
180283B0100,18,8,1,16,0,32,9,0,15,14,0,8,0,14,10,16,0,8,21,34,9,30,6,0,12,30,11,11,0,0,8,5,24,5,1
180284B0100,18,6,0,4,0,18,4,0,4,4,1,3,0,4,4,7,0,1,2,9,2,13,2,0,2,10,4,4,0,0,1,0,4,0,0
180285B0100,18,6,0,6,0,30,7,0,10,11,2,8,0,7,6,9,0,4,13,22,12,8,3,0,7,31,7,9,0,0,7,0,14,3,0
180286B0100,18,8,0,11,1,35,14,0,17,13,3,9,0,14,6,11,0,9,12,34,13,29,4,0,13,38,9,9,0,0,9,2,29,5,1
180286E0100,18,8,0,5,1,8,4,0,7,8,0,0,0,1,2,3,0,4,5,10,3,3,1,0,2,9,2,2,1,0,3,1,4,1,0
180287B0100,18,6,0,6,0,26,6,0,7,13,0,8,2,4,5,9,1,6,13,21,8,31,9,0,4,20,0,10,0,0,3,1,18,1,1
180288B0100,18,6,3,7,0,23,13,0,7,6,0,6,0,14,7,10,1,5,12,19,9,20,4,0,4,14,5,4,1,0,3,2,13,0,1
180288C0100,18,6,1,14,0,20,7,0,14,7,2,7,0,9,6,8,0,7,9,12,3,19,8,0,3,21,3,1,0,0,5,2,13,3,1
