CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CNR,NULOS
081425C0200,8,12,4,13,49,0,2,8,3,81,37,18,13,24,48,22,5,10,3,37
081425C0300,8,12,10,16,47,1,2,11,4,72,22,21,13,31,42,18,5,9,0,26
081425C0400,8,12,8,7,49,0,0,5,4,61,37,23,5,26,49,14,6,8,1,37
081425C0500,8,12,6,14,48,0,0,7,2,72,26,9,10,31,33,11,7,7,2,24
081426B0100,8,3,9,6,41,0,1,9,1,52,29,12,16,18,34,17,5,5,3,22
081426C0100,8,3,5,9,31,0,1,6,5,56,22,11,8,19,34,9,1,8,1,27
081426C0200,8,3,10,10,38,0,1,4,3,52,29,10,8,24,28,9,7,3,1,12
081427B0100,8,12,6,10,46,0,2,7,3,48,27,15,6,13,30,20,6,6,2,29
081428B0100,8,12,9,10,43,0,1,7,0,66,27,19,9,20,32,17,3,6,3,20
081428C0100,8,12,5,11,46,0,1,7,3,66,21,10,7,25,37,11,2,8,2,24
081429B0100,8,12,4,10,54,0,2,7,1,56,33,12,6,21,47,21,6,3,1,21
081429C0100,8,12,10,11,40,0,0,7,3,57,28,18,13,24,44,25,5,10,2,27
081430B0100,8,12,8,14,43,1,2,6,7,75,37,19,2,14,57,17,4,9,4,33
081430C0100,8,12,12,8,48,0,3,8,6,64,39,15,10,27,49,16,7,9,2,26
081430C0200,8,12,7,7,56,0,0,4,6,77,31,23,10,26,41,11,5,10,3,31
081430C0300,8,12,10,18,49,1,2,5,5,69,33,16,12,18,56,16,3,9,1,33
081430C0400,8,12,6,14,56,1,3,4,3,70,38,25,8,23,41,27,6,16,1,23
081430C0500,8,12,8,20,48,1,2,10,3,63,18,23,10,16,35,16,7,11,2,39
081431B0100,8,3,2,6,29,0,1,4,4,34,14,12,3,14,24,14,2,5,0,29
081431C0100,8,3,3,7,27,0,0,7,1,31,26,9,8,15,14,17,2,7,0,19
081432B0100,8,3,8,8,44,0,1,2,2,32,18,13,5,15,35,10,4,4,2,18
081432C0100,8,3,3,10,33,1,0,5,3,46,23,14,4,13,27,14,3,1,2,21
081433B0100,8,3,8,5,36,0,2,4,1,39,24,11,11,20,25,13,4,6,2,17
081433C0100,8,3,2,15,28,0,1,5,1,53,22,11,11,16,37,6,1,7,0,10
081434B0100,8,3,3,6,18,0,1,4,1,32,17,12,6,17,24,8,1,2,0,24
081434C0100,8,3,1,11,23,0,1,2,5,43,14,19,5,17,18,8,2,6,1,12
081435B0100,8,12,5,13,63,0,1,11,9,66,31,26,12,20,43,21,4,7,0,37
081436B0100,8,12,7,13,43,0,0,11,4,73,34,25,15,32,28,22,1,6,2,35
081437B0100,8,3,2,5,24,0,0,2,5,35,23,13,9,13,15,16,2,2,2,18
081437C0100,8,3,6,9,25,0,4,1,1,42,16,12,6,14,23,14,6,4,4,14
081438B0100,8,12,1,11,35,0,1,6,3,58,43,22,13,19,37,13,3,11,0,31
081439B0100,8,3,2,6,23,0,0,2,1,34,16,6,9,7,15,12,1,4,1,8
081440B0100,8,3,8,8,29,0,0,6,5,43,18,10,8,11,36,12,3,10,0,24
081441B0100,8,3,4,8,14,0,1,3,2,34,21,3,6,6,15,8,4,5,1,16
081442B0100,8,3,4,7,36,0,1,5,3,53,25,11,8,8,26,12,5,7,0,14
081443B0100,8,3,0,3,26,0,0,1,1,26,19,4,9,9,21,6,3,0,1,13
081444B0100,8,3,1,7,25,0,1,4,1,28,10,6,4,10,19,10,0,0,1,14
081445B0100,8,4,4,4,24,0,1,2,1,19,7,13,3,14,24,5,0,4,1,18
081446B0100,8,4,1,6,38,1,1,5,1,23,25,14,4,9,26,11,1,5,0,16
081447B0100,8,4,1,7,30,0,1,1,1,40,19,9,5,15,20,11,1,2,3,12
081448B0100,8,4,5,12,42,0,0,8,3,34,18,18,5,13,30,12,3,2,0,21
081449B0100,8,4,1,8,21,1,2,7,2,32,19,8,11,15,33,13,4,7,1,17
081450B0100,8,4,5,8,24,0,1,3,2,35,25,13,7,17,33,17,2,2,3,18
081451B0100,8,4,1,6,21,0,0,5,3,30,22,7,8,15,21,12,3,2,1,11
081452B0100,8,3,2,7,12,0,2,3,0,27,14,6,1,4,10,7,1,3,0,11
081453B0100,8,3,3,4,33,0,1,1,3,35,13,14,7,14,18,10,1,3,1,15
081454B0100,8,3,7,9,22,0,1,7,1,32,15,8,8,17,13,8,0,3,1,9
081455B0100,8,12,10,15,46,1,1,8,2,44,26,23,7,22,31,12,4,10,1,21
081456B0100,8,3,3,7,41,0,0,3,3,46,19,14,5,12,24,14,0,5,1,24
081457B0100,8,3,5,10,26,0,1,3,3,50,21,12,5,23,37,18,6,3,0,20
081458B0100,8,12,8,15,46,0,1,7,3,61,36,16,9,29,50,23,6,8,2,39
081459B0100,8,12,8,13,43,0,1,11,0,57,29,14,10,30,44,16,5,9,1,33
081460B0100,8,12,5,10,48,0,0,5,0,65,35,21,6,17,36,16,5,10,4,25
081461B0100,8,3,4,10,26,0,0,7,2,44,27,12,5,13,27,12,7,4,0,12
081461C0100,8,3,2,11,33,0,2,4,1,41,13,18,6,7,22,5,2,9,2,18
081462B0100,8,12,6,7,41,1,3,6,5,50,25,18,10,27,42,25,11,8,3,26
081463B0100,8,3,2,13,22,0,2,10,1,29,20,8,5,9,31,11,1,6,1,26
081463C0100,8,3,7,6,26,1,1,5,4,41,13,8,8,9,23,15,3,5,3,17
081464B0100,8,12,2,11,52,0,0,10,2,72,35,16,14,24,50,18,2,11,1,30
081465B0100,8,3,6,7,45,0,0,4,6,43,23,16,5,12,22,9,7,7,1,23
081466B0100,8,12,6,15,50,0,0,7,3,62,35,15,12,20,44,11,5,1,2,22
081467B0100,8,12,7,11,41,0,1,6,3,52,26,15,10,21,29,14,9,6,1,24
081468B0100,8,12,5,9,26,0,2,6,2,42,18,22,11,18,41,17,4,5,1,20
081469B0100,8,12,5,23,52,0,1,7,4,66,45,32,18,30,37,18,3,5,5,22
081469C0100,8,12,6,16,47,0,0,10,2,74,29,20,7,28,58,14,4,11,1,27
081470B0100,8,3,3,6,23,0,1,2,3,45,24,14,11,17,30,9,4,3,2,19
081470C0100,8,3,2,5,34,0,1,5,1,44,18,14,7,14,33,14,4,3,1,27
081471B0100,8,12,2,15,53,1,5,15,1,75,39,19,8,18,49,17,9,14,3,23
081471C0100,8,12,5,19,65,0,2,7,2,54,33,18,10,32,47,11,3,11,1,33
081472B0100,8,12,4,8,52,0,0,6,3,64,32,19,10,26,42,11,8,10,1,36
081472C0100,8,12,5,12,37,1,5,5,1,69,38,19,14,23,44,17,3,17,3,25
081473B0100,8,12,7,9,49,0,1,10,3,81,37,17,8,16,46,18,4,11,0,35
081474B0100,8,12,3,14,33,0,3,11,4,55,29,14,11,19,33,22,1,9,0,28
081475B0100,8,12,3,18,40,0,0,5,8,61,34,15,10,18,27,13,6,5,4,18
081476B0100,8,12,10,15,49,0,1,4,5,57,29,21,19,29,40,21,11,7,1,35
081477B0100,8,3,7,5,34,0,1,5,7,38,28,15,7,19,27,18,2,6,2,18
081478B0100,8,3,4,12,28,0,0,6,8,51,21,5,11,18,26,14,3,6,1,20
081478C0100,8,3,4,8,32,1,2,3,2,41,15,10,6,21,28,12,4,4,2,24
081479B0100,8,3,5,10,33,0,1,6,1,53,26,12,6,15,23,8,3,3,1,16
081479C0100,8,3,8,8,30,0,3,5,2,34,19,22,7,21,31,11,2,4,0,23
081480B0100,8,3,6,7,33,0,0,8,3,40,29,11,7,18,28,12,6,6,1,19
081481B0100,8,12,7,12,46,0,0,9,1,48,33,19,12,16,36,15,3,6,2,22
081482B0100,8,12,7,13,51,0,1,6,9,66,43,22,9,18,31,21,3,9,1,19
081483B0100,8,3,7,4,32,0,0,3,4,50,24,14,7,18,30,11,3,9,0,16
081483C0100,8,3,3,6,39,0,1,2,0,47,23,11,8,18,27,9,1,7,1,22
081484B0100,8,3,6,10,38,1,0,8,0,34,20,8,9,9,34,6,6,5,0,14
081484C0100,8,3,4,4,26,0,3,9,0,53,19,12,7,18,29,17,4,6,1,13
081485B0100,8,12,10,13,49,0,1,7,4,56,28,12,13,16,26,18,8,7,1,26
081486B0100,8,3,4,7,28,0,2,4,1,41,28,16,9,21,28,13,0,6,1,17
081487B0100,8,3,5,5,38,0,0,3,1,38,26,20,13,16,22,9,5,4,1,22
081488B0100,8,12,3,12,46,0,2,9,1,51,29,14,9,22,24,17,7,9,2,26
081489B0100,8,3,3,6,25,0,1,4,4,30,17,13,9,9,19,10,2,6,0,14
081490B0100,8,3,5,9,33,0,0,5,2,33,12,5,2,17,23,11,2,3,2,20
081491B0100,8,3,3,9,26,0,2,4,2,35,20,7,4,17,14,15,0,9,1,14
081492B0100,8,3,4,3,18,0,3,5,3,39,14,10,7,16,22,12,2,8,1,20
081493B0100,8,3,1,4,24,0,1,2,1,32,14,8,2,10,14,10,1,1,1,13
081494B0100,8,4,2,12,32,1,2,3,1,34,19,15,10,19,32,10,2,4,1,20
081495B0100,8,4,3,8,27,0,1,4,1,36,13,5,6,8,14,9,3,5,0,9
081496B0100,8,4,6,14,44,0,1,9,2,51,23,8,12,19,29,14,4,9,1,21
081497B0100,8,4,4,7,29,0,2,6,0,40,14,7,8,18,33,11,1,4,1,22
081498B0100,8,3,1,1,7,0,1,2,0,8,4,6,5,5,8,3,1,0,0,8
081499B0100,8,3,4,6,22,0,1,3,1,26,21,9,4,8,22,6,0,7,0,11
081500B0100,8,3,2,7,13,0,0,6,1,23,16,6,9,9,13,10,3,6,1,12
081501B0100,8,3,2,3,26,0,0,3,0,35,18,13,6,7,21,6,0,3,2,16
081502B0100,8,3,7,8,32,2,1,3,3,39,20,8,7,16,15,4,0,2,3,17
081503B0100,8,12,8,16,57,0,2,13,4,59,26,15,11,28,36,16,7,11,4,27
081504B0100,8,3,7,7,29,0,1,4,4,41,19,15,8,16,27,8,4,7,0,28
081504C0100,8,3,6,7,36,0,2,7,1,40,24,12,14,11,28,15,2,7,3,18
081505B0100,8,12,8,11,42,0,2,7,2,76,39,21,10,29,37,19,4,5,3,34
081506B0100,8,3,4,4,30,0,0,3,2,44,21,11,11,15,19,12,4,2,3,19
081506C0100,8,3,3,8,32,0,1,2,3,38,19,19,8,5,22,10,3,9,1,16
081507B0100,8,3,4,8,32,1,1,9,2,48,11,13,6,17,35,18,6,5,1,18
081507C0100,8,3,4,9,37,0,1,1,0,52,23,16,9,22,29,15,4,8,1,18
081508B0100,8,3,5,11,41,1,0,8,0,39,22,13,7,16,20,15,5,2,2,19
081508C0100,8,3,3,6,22,0,1,1,1,52,18,13,6,13,30,11,1,7,2,28
081509B0100,8,12,6,12,50,0,2,6,1,46,28,12,8,25,38,17,3,11,3,32
081509C0100,8,12,2,17,37,0,2,11,4,52,28,16,8,29,40,15,9,7,1,25
081510B0100,8,12,5,10,51,0,1,9,2,71,31,25,8,18,32,24,8,6,1,24
081510C0100,8,12,6,11,51,0,2,2,5,63,26,20,11,23,31,21,4,7,2,35
081510C0200,8,12,7,14,44,0,1,15,7,57,30,22,7,17,31,10,5,6,1,31
081510C0300,8,12,3,13,54,0,1,12,2,63,20,16,4,28,43,13,3,5,2,31
081511B0100,8,12,5,12,70,1,2,7,4,59,30,14,9,21,37,16,3,12,2,23
081511E0100,8,3,4,6,36,0,0,8,1,43,21,6,6,24,28,8,1,5,3,15
081511E0101,8,3,6,9,25,1,1,7,0,34,23,14,6,13,28,14,2,7,1,15
081512B0100,8,12,6,13,67,0,6,6,7,74,32,18,13,30,44,19,9,7,1,32
081513B0100,8,12,9,9,47,1,1,6,1,47,20,23,12,27,37,10,5,3,3,30
081514B0100,8,12,9,6,50,0,2,6,3,73,33,18,13,15,40,29,6,2,2,30
081515B0100,8,3,9,7,30,0,0,9,4,46,14,13,1,18,26,17,6,1,1,16
081516B0100,8,12,5,6,52,0,2,5,4,72,24,13,6,21,35,20,4,9,1,32
081517B0100,8,12,6,8,40,0,2,4,2,60,19,18,8,20,31,19,2,7,1,28
081518B0100,8,12,5,10,43,0,5,10,3,74,25,15,11,19,34,18,7,13,2,21
081519B0100,8,12,8,13,48,1,1,6,5,59,28,23,14,19,34,19,3,9,1,22
081520B0100,8,3,4,10,36,0,2,5,3,46,24,15,4,10,23,14,4,5,2,22
081521B0100,8,3,5,5,33,1,2,5,2,38,29,13,5,21,24,13,6,6,0,25
081522B0100,8,3,1,5,31,0,0,6,1,34,16,9,3,14,19,13,2,3,0,17
081523B0100,8,3,2,10,36,0,1,4,3,47,16,15,13,18,33,9,3,4,2,15
081524B0100,8,3,1,2,19,1,1,1,3,21,11,7,5,8,14,9,2,4,0,16
081525B0100,8,3,1,5,22,0,1,2,4,31,13,8,4,8,21,8,0,10,1,16
081526B0100,8,3,4,5,22,0,1,3,4,29,9,11,6,5,11,3,4,3,0,10
081527B0100,8,13,5,13,38,0,2,7,2,55,31,15,10,31,54,14,3,12,2,23
081528B0100,8,4,1,6,20,0,0,5,3,33,10,7,5,14,19,12,2,2,0,10
081529B0100,8,4,2,7,33,1,1,3,1,38,9,13,7,16,19,11,2,4,4,15
081530B0100,8,4,3,10,30,0,1,7,1,32,19,11,9,11,21,5,2,0,1,20
081531B0100,8,3,5,7,31,0,0,9,1,43,20,22,4,15,20,16,3,6,3,30
081532B0100,8,3,0,6,11,0,0,1,0,19,8,6,5,4,10,3,1,2,1,11
081533B0100,8,3,1,4,21,0,0,4,1,33,13,10,5,8,23,5,3,5,0,12
081534B0100,8,3,2,8,12,0,1,5,2,27,14,6,3,6,14,5,2,5,1,10
081535B0100,8,3,4,5,21,0,2,3,3,31,19,9,12,22,21,8,1,6,0,15
081536B0100,8,3,5,11,50,1,1,4,2,49,20,14,8,24,28,18,1,4,2,16
081537B0100,8,12,8,15,45,0,1,12,2,63,25,22,8,19,41,16,5,6,2,36
081538B0100,8,12,3,16,43,0,2,5,2,51,26,19,8,26,39,12,7,9,1,21
081538C0100,8,12,5,12,32,0,0,8,3,60,29,20,11,30,25,14,5,9,1,27
081539B0100,8,12,10,8,45,0,1,3,2,48,24,12,9,20,31,13,4,9,3,27
081540B0100,8,12,5,7,38,0,1,6,4,53,33,16,9,15,38,8,6,9,1,22
081541B0100,8,12,7,11,48,0,0,7,2,62,24,15,12,20,41,11,1,9,1,26
081542B0100,8,12,10,11,44,0,1,2,3,56,22,18,12,28,43,18,3,6,5,29
081542C0100,8,12,3,20,51,1,1,5,4,67,25,17,9,29,33,10,3,5,0,22
081543B0100,8,3,4,12,34,0,2,9,2,49,18,11,13,15,37,10,3,4,1,26
081544B0100,8,12,8,10,45,1,2,7,5,73,33,22,9,20,43,17,3,6,1,35
081545B0100,8,12,6,11,42,1,1,6,2,53,28,15,4,10,22,18,4,11,1,25
081546B0100,8,12,4,6,52,1,1,4,2,45,32,14,8,15,34,20,8,5,2,19
081546C0100,8,12,3,10,42,1,1,7,3,56,28,12,10,18,28,9,6,4,2,26
081546E0100,8,3,5,14,36,1,0,4,1,39,26,10,7,11,30,9,3,5,0,22
081546E0101,8,3,6,6,40,0,0,10,2,51,32,14,12,13,29,5,3,3,2,24
081547B0100,8,12,4,15,54,0,1,8,0,56,30,10,13,23,53,19,3,8,1,27
081547C0100,8,12,5,10,47,0,3,5,3,59,36,28,8,16,33,15,4,8,0,30
081547E0100,8,3,7,7,38,0,1,1,5,51,23,15,9,22,28,12,2,12,2,20
081547E0101,8,3,2,11,40,0,0,3,1,40,37,9,9,19,26,13,5,8,1,26
081547E0102,8,3,10,11,43,1,2,8,2,52,27,11,14,17,41,17,1,5,1,31
081548B0100,8,3,4,14,32,0,2,4,3,50,19,9,5,14,30,9,2,9,0,16
081548C0100,8,3,8,14,30,0,0,3,1,46,24,13,13,15,26,8,2,7,0,18
081549B0100,8,3,6,11,30,0,2,7,1,46,27,15,9,15,39,17,6,5,1,22
081549C0100,8,3,2,5,43,0,1,4,7,56,18,13,13,22,45,11,1,9,2,25
081550B0100,8,3,5,12,41,0,1,4,3,56,24,12,9,16,34,18,7,8,2,19
081551B0100,8,3,3,7,25,0,3,2,4,48,18,10,16,18,24,10,4,6,0,17
081552B0100,8,3,4,10,24,0,0,2,3,34,8,6,2,10,18,8,3,5,0,14
081553B0100,8,3,3,7,36,0,0,1,3,34,26,14,6,17,26,11,0,6,1,24
081554B0100,8,12,1,14,36,1,3,2,2,59,23,19,13,14,35,19,7,2,2,27
081555B0100,8,3,2,8,28,0,1,0,2,39,14,8,8,11,29,14,1,7,1,17
081556B0100,8,12,4,12,57,0,2,5,1,81,24,23,18,24,40,19,3,10,0,27
081556C0100,8,12,7,16,46,1,1,8,7,63,40,20,9,23,44,9,4,6,3,25
081557B0100,8,12,4,19,35,0,1,5,2,53,30,24,15,18,34,16,4,7,1,18
081557C0100,8,12,3,14,41,0,2,7,2,56,26,20,11,24,36,16,3,4,0,26
081558B0100,8,3,4,4,28,0,2,3,0,40,21,16,1,20,26,4,2,5,2,19
081558C0100,8,3,4,4,37,1,0,2,1,44,26,14,9,15,18,13,5,5,1,13
081559B0100,8,12,5,10,54,0,2,3,5,55,29,12,10,26,50,16,6,13,2,34
081559C0100,8,12,11,18,48,0,4,11,4,63,35,16,8,21,30,18,5,11,4,27
081559C0200,8,12,5,6,49,0,1,5,3,67,35,27,12,20,52,25,4,14,1,24
081559C0300,8,12,6,8,59,0,1,10,4,68,33,21,13,26,44,17,5,8,2,23
081559C0400,8,12,5,18,53,0,1,2,4,77,32,15,11,25,40,21,4,14,1,25
081560B0100,8,12,5,12,52,1,4,12,2,73,42,20,13,24,38,17,6,3,2,26
081560C0100,8,12,11,13,43,0,0,9,3,78,24,19,8,30,36,18,4,9,1,45
081560C0200,8,12,4,14,51,0,1,5,5,58,35,25,17,25,40,21,5,17,2,20
081560C0300,8,12,5,18,55,0,0,7,7,70,39,23,9,21,36,24,6,13,0,26
081560C0400,8,12,4,11,62,0,2,5,3,81,30,16,7,18,45,21,6,13,1,30
081560S0100,8,3,12,34,107,2,3,10,7,117,51,31,21,49,68,38,2,21,3,63
081561B0100,8,12,7,8,45,0,3,6,3,50,21,16,8,24,34,22,4,6,1,32
081562B0100,8,12,6,13,63,0,0,3,4,62,36,16,9,22,33,16,5,5,3,31
081562C0100,8,12,5,12,44,0,3,8,6,68,25,18,10,26,36,19,5,6,1,34
081562C0200,8,12,7,14,42,0,0,5,3,56,33,19,7,25,49,26,4,13,3,28
081562C0300,8,12,8,8,53,1,2,9,1,66,29,19,12,29,29,17,5,6,4,37
081562C0400,8,12,5,11,45,1,1,12,1,70,35,22,12,27,41,17,4,5,3,27
081562C0500,8,12,7,6,42,0,1,3,4,75,41,14,10,21,43,20,4,12,1,26
081562C0600,8,12,7,13,51,0,4,8,3,57,25,22,12,24,45,17,9,6,2,29
081563B0100,8,12,11,15,49,0,3,6,4,69,35,17,8,31,38,28,5,6,0,28
081563C0100,8,12,3,12,61,0,3,12,1,67,37,15,19,25,39,19,4,9,6,27
081563C0200,8,12,7,10,47,0,0,7,6,66,38,18,12,23,35,25,8,11,2,38
081563C0300,8,12,7,12,53,0,2,8,4,63,26,27,14,30,44,15,6,4,5,35
081563C0400,8,12,3,14,49,0,1,7,1,70,34,22,12,34,39,18,4,7,2,32
081563C0500,8,12,3,14,41,0,1,6,2,79,35,27,12,25,51,16,3,13,2,32
081564B0100,8,12,6,14,45,0,3,9,5,59,28,16,12,14,28,15,5,4,1,19
081564C0100,8,12,6,13,41,0,1,7,4,54,28,17,11,20,41,23,5,8,1,23
081564C0200,8,12,6,14,52,0,1,6,4,45,34,22,8,20,34,12,6,4,4,29
081565B0100,8,12,6,3,38,1,2,9,3,70,22,22,8,26,36,19,2,7,3,26
081566B0100,8,4,4,8,25,1,1,6,2,34,19,13,6,15,28,8,6,4,2,17
081566S0100,8,4,5,14,96,1,5,14,6,126,54,45,22,45,80,33,7,12,3,56
081567B0100,8,13,7,10,58,0,2,5,6,67,42,25,7,28,47,29,7,9,2,30
081567C0100,8,13,7,19,52,0,1,4,3,66,40,23,17,32,54,16,5,5,0,37
081568B0100,8,13,12,9,57,0,5,8,1,70,33,22,11,30,39,13,3,7,3,23
081568C0100,8,13,4,6,55,0,1,5,3,93,33,23,8,27,44,19,6,12,1,25
081569B0100,8,4,5,10,47,0,3,6,0,56,23,15,10,17,25,10,2,5,1,37
081570B0100,8,4,5,10,29,0,3,6,4,47,25,10,11,23,38,9,6,4,3,12
081570C0100,8,4,7,9,36,0,2,5,1,28,16,15,9,10,34,13,5,9,2,30
081571B0100,8,13,6,11,46,0,0,6,2,67,28,9,14,30,42,17,4,6,5,33
081572B0100,8,4,2,10,26,0,1,7,0,37,18,12,9,13,23,17,4,5,0,21
081572C0100,8,4,2,13,43,1,0,7,0,45,16,10,7,17,19,2,0,9,0,9
081573B0100,8,13,6,14,45,1,3,5,2,53,26,15,6,23,39,17,6,10,2,33
081574B0100,8,13,10,8,60,0,3,11,1,70,25,20,15,19,39,14,4,9,2,28
081574C0100,8,13,2,10,63,0,2,3,4,67,28,28,14,34,49,14,9,6,1,21
081575B0100,8,13,10,7,47,0,3,8,2,65,30,19,12,21,40,11,4,4,2,29
081575C0100,8,13,3,14,40,2,0,5,6,63,23,18,10,30,40,19,11,12,1,32
081576B0100,8,13,6,7,42,1,2,13,3,56,29,12,11,24,24,15,7,2,2,24
081576C0100,8,13,4,8,36,0,2,7,4,51,28,13,6,19,31,20,4,7,1,18
081577B0100,8,4,8,9,29,0,1,3,4,48,14,9,5,17,33,10,6,5,1,14
081577C0100,8,4,3,6,43,0,0,2,3,54,17,5,6,16,26,13,2,4,1,21
081578B0100,8,13,3,20,59,0,2,1,2,56,31,20,14,28,47,20,6,4,3,34
081578C0100,8,13,7,11,50,0,0,4,0,65,32,23,12,30,42,19,2,9,1,24
081578C0200,8,13,7,13,58,0,1,15,4,67,32,26,6,17,36,16,5,13,3,25
081578C0300,8,13,9,11,39,0,3,9,6,58,29,20,9,30,52,15,6,6,2,37
081579B0100,8,13,3,11,50,0,3,9,3,58,33,18,9,15,34,11,6,10,5,24
081579C0100,8,13,4,12,49,0,1,10,4,53,28,17,10,20,48,14,2,4,5,29
081580B0100,8,4,4,4,20,0,0,2,1,32,11,2,4,8,27,9,2,3,1,14
081581B0100,8,13,7,11,40,0,1,6,0,53,21,17,5,24,31,21,3,7,0,24
081582B0100,8,13,9,12,57,0,2,10,5,58,36,23,18,25,38,33,6,7,3,37
081583B0100,8,13,7,14,29,0,2,9,5,56,23,23,13,20,32,11,7,9,1,28
081584B0100,8,4,5,6,31,0,0,5,3,37,26,10,2,15,28,6,2,5,2,18
081585B0100,8,13,4,13,53,1,1,9,3,64,31,12,13,18,34,13,5,9,1,23
081586B0100,8,4,1,9,34,1,0,10,2,35,21,15,8,13,23,12,2,2,1,17
081587B0100,8,4,5,6,40,0,0,6,7,52,17,20,9,24,28,11,5,7,1,20
081588B0100,8,4,8,10,48,0,1,2,0,45,22,13,8,15,33,17,3,2,1,20
081589B0100,8,4,0,5,32,0,0,3,1,23,22,15,6,15,32,11,3,3,0,15
081590B0100,8,4,2,4,22,0,3,0,0,22,16,13,2,9,16,3,3,6,2,8
081591B0100,8,4,3,11,37,0,1,8,1,50,26,18,12,16,26,9,3,1,0,22
081592B0100,8,13,7,13,43,0,0,7,3,67,32,20,13,36,34,14,2,10,2,19
081593B0100,8,4,6,10,44,0,2,10,1,50,26,10,8,20,28,12,6,3,2,27
081594B0100,8,13,4,10,38,0,3,6,1,73,35,11,9,23,32,19,3,12,0,27
081595B0100,8,4,3,13,27,1,0,3,3,39,24,10,16,13,36,12,6,11,1,18
081595C0100,8,4,8,11,37,0,1,8,4,40,20,13,12,14,34,11,5,6,0,26
081596B0100,8,13,2,11,35,0,2,5,2,59,36,16,7,18,37,13,6,7,1,22
081596C0100,8,13,7,22,36,0,0,6,3,57,30,18,6,24,37,17,4,7,1,25
081597B0100,8,13,8,12,62,1,2,3,3,51,41,16,10,35,44,15,3,14,2,34
081598B0100,8,13,6,16,36,0,0,9,2,55,38,22,11,12,39,13,3,11,3,27
081598C0100,8,13,2,13,44,0,2,6,7,73,20,15,13,18,29,22,6,9,2,28
081598C0200,8,13,9,8,43,0,1,4,4,67,32,23,6,21,39,12,2,8,2,27
081598C0300,8,13,6,12,47,1,1,6,2,47,21,21,13,20,40,10,5,7,1,23
081599B0100,8,4,5,13,50,1,0,4,4,63,17,11,9,19,31,15,5,6,1,19
081599C0100,8,4,2,12,34,0,1,8,0,44,22,20,10,19,38,14,4,12,0,23
081600B0100,8,13,6,11,59,0,2,7,6,76,32,13,16,23,43,15,5,5,1,28
081600C0100,8,13,7,14,49,0,1,9,4,65,28,21,13,28,45,15,3,8,1,30
081601B0100,8,4,4,12,31,0,0,5,5,53,12,14,7,22,33,15,1,11,1,10
081601C0100,8,4,4,6,39,0,1,4,3,61,16,9,10,18,43,5,2,7,1,21
081602B0100,8,13,3,10,70,2,1,6,3,75,33,19,8,18,45,15,9,8,1,29
081603B0100,8,13,4,5,44,0,1,9,8,47,27,21,13,19,36,9,3,6,1,22
081603C0100,8,13,4,7,44,0,2,7,1,52,29,16,7,20,29,18,4,4,2,19
081604B0100,8,4,4,5,20,0,1,4,4,21,14,4,4,3,13,9,1,2,2,11
081605B0100,8,4,5,9,32,0,3,6,5,45,22,18,6,17,30,14,1,4,0,20
081606B0100,8,4,4,8,29,0,1,7,2,38,21,12,8,16,25,13,7,9,3,21
081607B0100,8,4,5,7,26,0,2,6,1,49,18,9,5,21,32,22,3,5,2,16
081608B0100,8,13,6,9,48,0,2,8,3,55,25,22,9,18,27,19,2,4,3,15
081609B0100,8,4,5,10,37,1,1,7,1,50,27,12,10,18,28,5,4,5,4,19
081610B0100,8,4,2,6,44,0,2,10,2,50,17,11,14,23,32,15,5,2,3,23
081611B0100,8,4,5,10,37,0,0,4,3,39,21,15,6,16,30,10,3,6,2,19
081612B0100,8,4,6,11,59,0,0,5,0,51,30,13,8,19,33,17,4,7,2,18
081613B0100,8,13,5,12,34,0,0,6,1,53,14,14,7,20,38,21,6,8,2,28
081614B0100,8,4,2,11,35,0,1,3,1,41,18,14,10,13,34,19,1,9,2,14
081615B0100,8,4,0,2,19,1,1,0,1,15,12,8,4,12,21,6,1,3,1,7
081616B0100,8,4,1,7,24,0,0,5,2,47,17,12,7,14,24,12,3,4,2,15
081616C0100,8,4,5,7,42,0,1,7,2,39,17,16,5,10,33,7,0,5,1,23
081617B0100,8,13,7,12,50,0,1,10,1,58,46,23,10,19,39,16,4,3,0,27
081618B0100,8,13,3,18,60,0,1,6,1,49,29,21,6,28,34,14,5,14,3,30
081618C0100,8,13,5,22,38,0,0,2,4,56,23,27,15,23,46,18,3,7,3,25
081619B0100,8,13,4,12,47,1,3,10,2,54,33,23,12,22,38,19,6,10,2,22
081620B0100,8,4,6,4,35,0,1,2,0,38,16,9,7,15,12,12,0,9,4,21
081621B0100,8,13,5,8,41,0,1,12,4,64,33,22,12,22,46,15,2,11,1,31
081621C0100,8,13,5,15,47,0,1,7,5,50,22,20,5,22,44,11,2,7,0,28
081621C0200,8,13,5,4,52,1,3,2,2,60,32,14,14,25,34,28,6,9,4,21
081622B0100,8,13,8,8,43,0,0,2,6,61,35,14,9,14,34,19,7,7,1,21
081623B0100,8,13,3,10,51,0,2,11,8,71,27,18,15,25,36,20,3,6,1,29
081623C0100,8,13,10,17,46,0,1,12,3,75,32,21,6,34,40,18,5,9,1,28
081624B0100,8,13,5,9,44,0,2,5,4,59,27,15,7,24,26,13,1,8,1,25
081625B0100,8,4,5,9,34,0,2,3,3,42,25,9,9,18,39,12,4,9,0,20
