CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
321665B0100,32,14,0,0,8,8,4,0,0,8,0,0,7,3,22,10,5,4,10,1,24,23,3,1,4,5,67,3,0,0,4,7,13
321129B0100,32,14,2,0,10,16,2,0,2,11,3,1,8,3,20,7,6,8,7,6,29,23,3,1,8,9,68,1,0,0,6,14,8
320520C0200,32,14,6,2,16,21,4,0,6,12,4,3,4,3,22,10,3,7,6,0,32,25,2,3,4,8,60,2,2,0,6,17,11
321118C0100,32,14,1,0,10,18,1,0,2,2,2,2,4,3,13,3,1,1,3,1,33,27,5,4,5,5,38,2,1,0,3,11,5
320443B0100,32,14,0,0,3,17,1,1,0,14,6,2,5,2,15,8,4,6,7,2,22,15,3,0,4,7,61,2,1,0,6,18,9
321111C0100,32,14,0,2,13,29,7,1,1,10,4,2,8,3,17,11,6,6,5,2,35,14,6,2,7,9,70,3,5,0,3,18,8
321142B0100,32,14,0,1,13,17,5,3,0,4,6,2,2,2,17,5,2,4,4,1,22,25,3,3,7,6,60,3,2,0,2,14,11
321134C0100,32,14,0,0,10,19,3,2,1,7,3,1,5,1,11,4,4,3,7,0,25,21,3,1,5,1,46,0,3,0,4,7,8
321127B0100,32,14,1,1,6,17,4,0,2,11,1,4,7,6,15,6,3,6,6,0,16,19,6,0,11,6,71,3,1,0,3,13,11
321174B0100,32,14,0,1,7,18,4,0,3,9,0,1,6,2,12,3,3,7,4,2,37,19,5,3,8,8,42,2,1,0,4,12,7
320528C0200,32,14,0,1,11,11,1,4,2,6,7,0,4,2,24,11,9,12,8,1,27,28,8,0,1,6,64,1,1,0,4,13,11
320780C0100,32,14,2,3,6,20,2,2,0,10,2,1,6,3,17,6,9,6,8,4,35,18,8,4,3,6,89,3,6,0,5,15,10
