CLAVE_CASILLA,ID_ESTADO,estrato,PT,MORENA,PT_MORENA,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,MC,PES,RSP,FPM,CNR,NULOS
161383C0100,16,3,14,10,23,23,22,6,4,13,13,18,12,32,5,29,27,14,4
161383C0200,16,3,8,15,23,28,21,8,7,11,13,22,6,16,9,33,20,20,5
161384B0100,16,3,17,16,23,23,16,11,6,17,19,20,8,18,8,28,29,26,10
161384C0100,16,3,11,14,13,27,17,6,7,20,21,27,9,35,4,24,25,23,6
161384C0200,16,3,7,10,25,24,26,8,13,19,14,26,14,21,7,20,25,20,9
161384C0300,16,3,15,8,22,23,29,9,7,20,7,17,10,12,5,25,30,28,11
161385B0100,16,15,11,15,31,26,21,12,10,23,15,21,11,25,7,29,15,17,6
161385C0100,16,15,13,6,25,18,27,13,12,25,18,23,13,22,9,26,32,36,6
161385C0200,16,15,23,13,28,21,18,5,7,22,26,25,16,15,7,21,34,26,11
161385C0300,16,15,12,10,33,17,21,8,4,28,23,31,8,23,7,24,25,18,9
161386B0100,16,15,10,13,30,30,23,12,9,20,15,32,9,17,9,29,24,23,10
161386C0100,16,15,13,17,30,30,27,15,8,25,21,28,5,27,8,30,30,25,10
161386C0200,16,15,14,22,24,34,33,11,7,35,23,33,7,32,4,30,28,26,10
161387B0100,16,15,13,11,31,19,17,12,4,26,16,20,8,19,8,36,25,22,8
161387C0100,16,15,10,17,25,25,20,17,8,30,14,29,15,23,8,25,25,31,5
161388B0100,16,3,10,12,21,31,25,9,6,23,18,24,6,20,13,23,27,19,7
161388C0100,16,3,11,12,31,33,12,7,8,17,13,26,14,16,6,27,24,17,15
161388C0200,16,3,11,12,24,21,21,11,11,16,15,17,9,20,9,24,16,22,12
161389B0100,16,4,16,12,30,23,25,5,8,20,12,24,10,11,7,28,24,21,5
161389C0100,16,4,10,13,18,25,19,8,7,21,14,21,10,19,13,27,20,17,5
161390B0100,16,4,8,10,21,21,11,9,3,15,8,19,4,20,7,21,23,11,5
161390C0100,16,4,10,12,14,17,17,3,3,23,11,13,12,15,7,15,19,17,4
161391B0100,16,16,17,13,26,35,36,11,7,22,26,25,14,28,11,27,38,31,7
161391C0100,16,16,25,12,30,26,27,14,11,12,18,33,10,21,7,36,33,27,10
161392B0100,16,4,11,11,15,15,14,5,4,12,9,17,7,10,6,20,10,17,8
161392C0100,16,4,5,7,14,19,16,3,4,14,14,23,4,12,2,13,14,18,2
161393B0100,16,4,9,11,18,18,26,4,2,18,14,17,10,12,7,18,21,17,7
161393C0100,16,4,9,8,14,21,19,6,5,8,10,20,8,16,6,29,10,19,8
161394B0100,16,4,11,9,25,20,25,10,4,23,17,17,10,17,9,31,31,28,6
161394C0100,16,4,11,12,19,23,19,9,7,13,18,25,6,26,11,24,28,21,8
161395B0100,16,4,7,9,16,21,19,4,5,16,17,24,3,16,9,17,22,10,7
161395C0100,16,4,7,16,21,12,16,2,7,18,12,12,6,19,7,27,20,19,8
161396B0100,16,4,15,7,23,32,21,10,6,20,21,17,4,18,8,22,11,12,9
161396C0100,16,4,7,14,25,28,24,11,4,19,20,34,7,21,6,23,15,29,4
161397B0100,16,4,16,12,18,19,15,11,3,16,17,20,12,30,12,17,25,23,9
161398B0100,16,4,11,11,37,21,14,14,3,22,20,25,8,24,7,24,23,20,4
161399B0100,16,16,12,21,20,26,29,8,9,19,16,33,12,28,12,35,27,37,9
161400B0100,16,4,8,7,18,18,21,6,4,15,12,16,2,16,7,17,18,15,2
161400C0100,16,4,11,4,14,15,21,4,2,11,6,19,7,12,4,14,18,12,7
161401B0100,16,4,8,9,20,20,10,5,7,14,21,16,7,20,3,25,17,11,5
161401C0100,16,4,4,8,22,16,31,7,6,21,14,16,4,15,9,19,13,17,6
161402B0100,16,4,9,5,17,17,19,4,4,15,9,22,7,10,5,16,9,11,4
161402C0100,16,4,8,6,21,19,23,3,7,15,8,17,4,15,5,24,12,16,3
161403B0100,16,4,7,7,15,10,19,7,8,12,3,15,3,17,3,19,17,12,2
161403E0100,16,4,2,4,7,4,9,3,1,10,4,9,4,3,2,6,7,11,0
161404B0100,16,4,8,11,19,17,16,10,7,17,17,28,3,23,8,29,18,21,5
161404C0100,16,4,9,11,24,17,28,13,5,22,11,27,14,14,5,20,18,11,6
161405B0100,16,4,5,3,17,19,19,7,7,15,14,14,6,17,6,22,18,15,4
161405C0100,16,4,10,12,21,22,19,5,1,16,10,22,5,21,10,16,20,17,10
161406B0100,16,4,8,5,6,8,7,4,1,16,4,7,3,9,5,4,4,4,3
161406E0100,16,4,4,5,16,8,7,8,8,13,10,15,7,13,9,15,18,10,8
161407B0100,16,2,8,12,11,8,9,4,5,6,11,10,4,14,1,16,9,13,3
161408B0100,16,2,8,8,19,14,10,7,7,13,15,20,4,14,3,22,13,11,5
161409B0100,16,2,18,10,28,18,23,6,2,16,15,20,8,26,10,22,22,14,7
161409C0100,16,2,14,12,24,21,24,11,4,21,15,31,8,17,5,21,17,16,10
161410B0100,16,14,13,20,26,28,26,19,14,17,16,32,16,25,12,32,41,21,9
161411B0100,16,2,7,10,12,9,24,5,1,21,9,26,5,16,10,24,13,10,9
161411C0100,16,2,2,13,12,17,22,4,5,13,8,23,7,12,8,21,14,19,4
161412B0100,16,2,5,14,7,19,25,5,4,14,14,21,16,19,6,21,22,15,9
161412C0100,16,2,6,9,18,14,23,13,9,15,14,18,9,20,7,26,21,19,4
161413B0100,16,2,9,14,22,20,29,12,7,26,17,34,10,23,9,29,23,25,9
161413C0100,16,2,5,8,19,26,26,10,8,24,17,13,8,16,9,28,20,18,11
161414B0100,16,2,9,6,15,17,12,5,4,13,13,15,3,19,9,12,18,15,5
161414C0100,16,2,9,8,15,19,19,11,4,11,13,16,2,16,3,23,9,16,6
161415B0100,16,14,12,21,28,24,28,5,6,17,14,36,7,23,8,25,18,27,7
161416B0100,16,2,5,5,12,8,14,3,2,14,9,12,1,7,4,8,10,16,0
161417B0100,16,14,14,12,28,23,20,7,10,14,22,23,10,32,12,28,26,25,14
161417C0100,16,14,15,7,31,25,27,5,9,15,24,19,7,31,5,22,24,25,9
161418B0100,16,2,7,8,15,11,14,2,6,5,11,13,3,7,7,9,9,8,5
161418E0100,16,2,2,2,4,6,7,1,1,8,5,3,6,5,2,10,6,11,0
161419B0100,16,2,9,6,18,18,15,9,6,13,13,11,10,9,4,21,23,14,2
161419C0100,16,2,5,9,20,21,17,6,1,20,9,11,7,12,6,15,17,7,2
161420B0100,16,2,9,8,20,19,17,4,4,15,14,9,4,16,3,21,21,13,7
161421B0100,16,2,12,12,16,27,26,11,5,14,18,26,8,14,3,23,20,22,8
161421C0100,16,2,8,5,33,21,21,8,7,19,15,16,3,15,13,24,13,19,10
161421C0200,16,2,11,14,24,29,17,10,2,19,18,29,4,23,6,21,26,21,7
161422B0100,16,2,9,11,21,14,15,7,8,15,10,20,8,10,6,18,17,29,5
161423B0100,16,2,5,11,23,23,16,6,8,14,9,25,7,13,11,24,23,19,5
161424B0100,16,2,11,10,18,21,21,7,12,25,11,12,9,18,5,20,21,27,5
161424C0100,16,2,11,17,28,18,22,3,8,11,15,22,7,14,12,20,26,20,6
161425B0100,16,2,5,14,18,15,17,10,2,17,13,21,10,13,6,19,20,25,7
161425C0100,16,2,13,11,25,20,23,7,4,11,19,17,10,17,11,27,17,17,2
161426B0100,16,1,7,8,13,20,12,9,7,21,16,24,10,22,5,19,18,20,3
161426C0100,16,1,5,6,20,22,16,4,4,20,9,22,10,15,10,24,26,22,7
161427B0100,16,13,22,15,36,35,31,12,5,17,19,23,16,31,12,33,30,32,10
161427C0100,16,13,13,14,34,29,28,13,6,28,16,32,13,26,17,43,29,30,12
161427C0200,16,13,24,13,46,30,41,17,13,27,15,32,5,25,7,32,29,28,14
161428B0100,16,1,14,8,21,14,17,4,7,19,12,17,5,9,7,18,13,18,8
161428C0100,16,1,1,12,18,13,22,8,3,23,10,20,9,21,7,12,23,17,5
161428E0100,16,13,10,12,33,20,23,12,6,28,22,22,10,27,10,34,23,23,8
161429B0100,16,13,15,15,33,25,30,21,12,21,18,23,8,23,5,33,21,31,7
161430B0100,16,1,14,8,15,20,23,5,9,8,8,11,12,15,8,18,18,14,9
161430C0100,16,1,11,10,23,19,21,7,6,17,20,16,8,16,6,22,18,24,12
161431B0100,16,1,7,7,23,29,20,8,9,24,14,28,7,25,8,24,24,20,9
161431C0100,16,1,15,14,23,29,29,11,9,25,17,20,7,11,8,30,18,17,6
161432B0100,16,1,12,12,20,16,25,11,5,20,17,22,9,22,10,22,18,30,3
161432C0100,16,1,7,17,23,19,27,18,9,23,15,17,5,24,12,32,23,24,9
161433B0100,16,13,17,19,27,41,23,10,4,18,24,27,12,33,15,35,29,27,3
161433C0100,16,13,11,12,24,24,27,15,10,35,16,30,11,18,19,36,35,31,6
161434B0100,16,13,13,16,34,28,27,14,9,27,16,25,6,20,12,28,24,22,9
161434C0100,16,13,14,17,28,18,28,8,11,23,22,32,11,19,14,31,30,21,10
161434C0200,16,13,12,10,24,30,31,10,3,23,24,28,10,11,6,26,25,29,6
161434C0300,16,13,14,5,16,18,33,16,15,26,16,30,8,23,14,33,21,25,9
161435B0100,16,1,7,14,33,22,20,10,9,26,10,20,5,21,2,27,25,24,10
161435C0100,16,1,14,12,17,13,30,10,2,17,13,18,6,28,11,23,27,19,6
161435C0200,16,1,6,14,20,15,21,6,9,18,18,25,8,21,4,34,26,17,7
161436B0100,16,1,9,13,19,23,25,7,9,25,16,23,9,17,6,23,22,19,7
161436C0100,16,1,9,16,18,17,18,17,5,22,14,27,9,20,7,19,31,19,9
161436C0200,16,1,11,11,24,23,21,10,10,30,16,17,9,27,7,28,16,25,6
161437B0100,16,1,9,14,17,14,17,7,5,14,12,28,9,16,7,14,18,11,6
161437C0100,16,1,11,8,23,28,18,9,7,20,12,19,7,9,2,24,16,11,2
161438B0100,16,1,7,14,19,24,19,7,8,17,7,16,7,16,11,33,18,19,8
161439B0100,16,13,14,10,37,31,21,13,16,27,17,32,5,17,12,39,29,19,11
161440B0100,16,19,9,13,33,33,19,12,6,30,17,31,10,35,10,36,27,25,11
161440C0100,16,19,8,18,28,31,26,8,11,27,21,33,8,36,17,29,19,19,9
161440C0200,16,19,9,14,26,25,18,10,12,26,22,27,8,24,11,38,32,34,5
161441B0100,16,19,15,15,26,31,31,14,9,11,20,18,19,26,6,24,28,29,5
161441C0100,16,19,11,16,26,29,26,11,9,19,15,31,4,18,5,28,25,27,9
161442B0100,16,7,14,11,20,27,14,13,12,15,15,14,3,23,8,25,22,18,4
161442C0100,16,7,14,15,17,19,14,5,8,14,17,17,9,20,8,28,19,24,8
161443B0100,16,19,10,14,40,10,34,14,10,17,20,26,9,17,6,39,28,15,10
161443C0100,16,19,16,21,26,34,20,8,8,26,27,31,4,17,5,27,23,22,5
161444B0100,16,7,13,15,23,24,28,4,6,26,14,19,4,26,13,28,23,37,11
161444C0100,16,7,5,12,36,17,16,6,6,16,18,25,6,22,7,28,14,29,8
161444S0100,16,7,15,20,56,46,44,12,22,42,29,55,16,40,14,51,54,52,18
161445B0100,16,19,13,13,31,24,28,6,14,24,20,32,4,13,8,27,22,25,11
161445C0100,16,19,10,17,33,26,22,11,9,17,24,30,6,18,11,30,15,27,11
161445C0200,16,19,8,15,22,30,20,11,7,26,24,26,17,17,13,38,20,25,8
161445S0100,16,7,32,28,55,36,47,20,15,46,34,48,17,46,20,62,50,48,19
161445S0200,16,7,16,26,55,45,46,23,20,32,31,38,17,35,23,60,50,50,13
161445S0300,16,7,25,29,47,56,61,11,19,58,36,60,17,40,15,54,51,49,18
161446B0100,16,19,16,21,30,35,25,8,6,29,19,30,8,25,11,38,24,29,8
161446C0100,16,19,9,16,25,31,38,11,6,23,19,38,8,18,10,23,27,31,6
161446C0200,16,19,15,18,36,31,37,11,6,19,20,30,9,25,18,38,29,32,12
161447B0100,16,19,19,16,36,24,33,13,9,19,19,19,6,27,15,31,28,32,6
161447C0100,16,19,8,12,27,27,30,10,6,28,31,40,10,29,13,30,28,35,11
161448B0100,16,19,14,12,26,28,26,14,5,21,13,31,10,25,10,27,18,22,10
161448C0100,16,19,13,7,30,25,26,14,12,19,14,36,11,18,8,15,21,25,11
161448C0200,16,19,14,16,37,19,24,6,5,22,17,25,7,24,10,34,25,21,6
161448C0300,16,19,11,13,33,28,16,11,4,19,9,33,5,25,7,34,31,25,11
161449B0100,16,19,10,13,28,28,30,13,10,28,26,18,13,28,13,23,19,25,6
161449C0100,16,19,16,8,30,31,36,10,8,22,15,26,18,29,14,31,32,18,4
161449C0200,16,19,17,16,28,25,26,7,11,23,17,25,17,15,17,27,16,26,13
161449C0300,16,19,17,18,25,31,21,13,14,23,22,19,8,32,11,30,23,18,13
161450B0100,16,19,15,11,29,28,35,11,9,26,27,29,8,26,3,30,25,28,7
161450C0100,16,19,12,17,32,20,25,8,7,27,29,37,13,16,12,29,30,36,10
161450C0200,16,19,17,20,29,27,32,13,8,23,21,27,7,26,9,23,34,32,9
161451B0100,16,19,15,12,27,22,24,13,8,19,23,41,15,27,9,33,35,19,10
161451C0100,16,19,15,19,29,30,34,9,7,28,17,21,9,15,6,39,27,29,11
161452B0100,16,7,19,18,23,19,23,8,1,14,16,24,9,25,5,18,21,24,6
161452C0100,16,7,14,16,17,18,23,8,8,26,16,17,15,11,9,24,20,21,11
161452C0200,16,7,8,16,20,18,16,4,6,18,17,18,6,19,18,27,32,26,7
161453B0100,16,7,9,17,22,30,27,9,4,19,15,28,4,24,11,21,14,18,3
161453C0100,16,7,10,10,24,28,24,9,10,18,12,25,9,26,7,24,21,25,8
161454B0100,16,19,16,17,29,22,18,10,6,24,21,34,11,20,10,26,24,24,9
161454C0100,16,19,8,22,25,25,31,7,11,21,18,25,16,19,6,22,31,21,10
161455B0100,16,19,17,18,44,20,24,7,14,32,10,26,16,33,13,17,16,34,6
161455C0100,16,19,11,18,30,31,25,12,11,27,23,34,10,20,12,22,23,28,8
161455C0200,16,19,11,10,34,29,26,16,5,35,18,34,7,24,8,31,24,26,13
161456B0100,16,23,10,20,37,26,26,7,9,26,24,40,16,24,11,18,35,30,5
161456C0100,16,23,7,16,34,27,31,5,11,32,26,29,10,36,13,33,18,24,9
161456C0200,16,23,7,15,22,34,35,14,8,21,23,36,11,29,10,23,30,20,10
161457B0100,16,23,16,10,30,25,23,9,12,21,17,30,9,21,11,31,24,34,6
161457C0100,16,23,16,14,32,20,26,11,8,29,27,22,6,18,12,25,27,38,10
161458B0100,16,23,12,13,22,40,27,10,7,31,22,28,10,18,15,32,29,27,7
161458C0100,16,23,13,13,29,25,19,12,7,26,19,24,17,20,10,25,41,20,9
161458C0200,16,23,9,11,36,28,29,9,11,32,15,30,17,31,7,23,25,29,10
161458C0300,16,23,12,16,27,21,34,12,4,18,9,25,13,22,10,39,28,27,9
161459B0100,16,23,12,17,32,29,26,13,6,18,22,31,11,20,11,24,22,25,10
161459C0100,16,23,17,18,25,25,26,6,4,21,22,33,2,41,9,28,25,25,6
161459C0200,16,23,11,10,22,31,27,15,7,25,13,37,5,22,11,37,24,24,11
161459C0300,16,23,15,14,45,29,19,8,5,27,20,27,16,21,11,28,30,22,3
161459C0400,16,23,16,17,30,27,28,10,11,17,19,39,10,31,4,26,34,23,8
161460B0100,16,23,11,23,38,31,24,13,8,25,28,30,14,28,14,38,17,29,6
161460C0100,16,23,6,12,36,23,25,15,11,28,17,30,5,25,12,25,32,20,9
161460C0200,16,23,20,15,26,39,25,18,4,15,19,22,9,25,8,40,32,27,12
161461B0100,16,11,5,3,22,11,13,2,9,19,4,11,9,13,6,13,14,13,7
161461C0100,16,11,5,3,12,22,19,3,9,13,8,22,4,17,5,15,19,11,7
161462B0100,16,23,10,17,30,32,37,20,12,32,18,30,13,29,11,26,18,32,12
161462C0100,16,23,19,14,25,36,21,13,9,26,19,22,10,25,5,37,32,28,11
161463B0100,16,11,13,13,21,18,19,6,9,17,14,17,7,21,9,14,26,21,7
161463C0100,16,11,5,11,28,21,21,7,5,23,11,25,10,19,9,23,32,16,6
161464B0100,16,11,9,13,23,20,12,8,6,9,14,21,11,14,8,14,13,15,14
161464C0100,16,11,10,10,18,18,15,7,6,16,11,20,5,12,8,21,15,12,4
161465B0100,16,11,14,9,26,15,23,8,4,18,9,20,10,19,12,24,22,23,6
161465C0100,16,11,8,6,23,10,16,9,6,16,12,26,9,16,9,24,13,22,5
161466B0100,16,11,10,10,24,15,14,8,5,14,11,17,11,12,3,19,23,20,2
161466C0100,16,11,8,10,17,22,17,4,5,14,9,21,8,12,3,19,16,19,8
161467B0100,16,11,15,15,25,24,26,12,1,18,19,20,6,23,7,30,28,18,9
161467C0100,16,11,17,13,16,14,14,10,8,25,14,15,8,25,11,27,29,14,7
161467C0200,16,11,12,8,18,29,21,10,8,17,16,36,8,21,8,24,28,15,4
161468B0100,16,11,10,8,15,20,25,5,4,13,11,23,5,15,4,15,29,14,2
161469B0100,16,11,5,13,17,16,22,6,6,18,13,14,8,14,6,20,12,10,2
161469C0100,16,11,7,9,20,17,21,6,6,13,13,16,5,9,8,24,16,21,7
161470B0100,16,23,7,13,20,31,20,21,11,28,16,28,17,28,12,25,28,20,10
161470C0100,16,23,19,10,30,24,32,10,5,27,16,27,5,23,7,32,20,27,10
161470C0200,16,23,16,14,26,29,30,9,8,29,18,26,12,34,5,31,25,24,9
161470C0300,16,23,10,14,27,19,37,5,7,24,25,26,13,31,13,34,29,30,8
161470C0400,16,23,10,14,37,26,20,12,7,17,19,31,7,20,12,29,37,18,13
161470C0500,16,23,12,14,16,23,31,6,11,30,26,25,4,25,9,24,28,28,7
161470C0600,16,23,10,9,43,27,25,9,6,27,23,32,13,18,8,18,30,27,8
161470S0100,16,11,26,22,53,41,50,24,15,40,20,41,21,37,19,62,60,48,17
161471B0100,16,11,8,10,27,22,23,8,4,16,11,16,6,15,4,20,26,17,7
161471C0100,16,11,10,13,16,13,16,10,7,15,15,20,13,19,11,27,29,24,7
161471C0200,16,11,7,9,20,21,20,6,8,24,13,19,8,21,13,36,18,16,6
161472B0100,16,23,10,9,20,21,26,8,8,31,17,24,10,23,7,36,29,16,6
161472C0100,16,23,10,17,26,33,19,8,6,17,22,23,12,28,10,19,23,23,8
161473B0100,16,23,10,12,25,31,23,9,7,22,19,26,11,27,11,24,37,23,9
161473C0100,16,23,17,12,23,19,29,11,6,25,20,24,13,24,11,31,16,29,11
161473C0200,16,23,10,11,23,24,24,15,13,29,16,23,8,25,4,26,24,22,9
161474B0100,16,23,18,19,26,22,23,11,12,20,22,26,13,27,7,27,31,25,11
161474C0100,16,23,11,14,22,31,23,12,6,28,25,29,9,24,7,29,30,18,9
161474C0200,16,23,14,20,25,31,19,11,6,22,17,31,10,27,10,29,30,21,9
161474C0300,16,23,14,10,23,27,26,8,10,32,21,21,15,32,11,43,30,25,9
161474C0400,16,23,12,18,19,33,26,12,12,24,23,30,9,25,6,36,26,20,9
161475B0100,16,23,18,15,31,24,20,11,9,38,15,23,8,30,3,31,26,28,4
161475C0100,16,23,18,15,29,21,33,12,10,22,12,22,10,25,8,21,16,27,13
161475C0200,16,23,10,11,22,27,21,13,10,28,15,31,12,20,10,24,34,36,12
161477B0100,16,23,7,10,32,28,29,11,15,21,18,28,10,31,8,27,36,29,11
161477C0100,16,23,18,16,34,32,29,15,13,21,20,27,14,24,9,21,42,20,9
161477C0200,16,23,17,12,34,34,21,13,8,29,14,46,12,27,10,27,19,32,9
161477C0300,16,23,13,6,40,17,36,10,5,24,24,26,8,25,11,33,24,26,9
161478B0100,16,23,9,14,24,27,29,11,10,28,23,30,5,10,11,21,27,33,10
161478C0100,16,23,11,13,25,26,27,12,7,21,15,16,7,27,11,28,27,26,9
161478C0200,16,23,12,16,26,16,30,12,7,26,26,31,9,27,4,31,25,22,11
161478C0300,16,23,13,15,31,30,28,9,15,20,23,25,11,26,12,28,18,20,11
161479B0100,16,23,12,19,29,25,36,13,7,21,15,35,8,27,19,40,26,28,9
161479C0100,16,23,11,20,40,20,18,14,6,30,16,24,6,22,17,35,24,33,16
161479C0200,16,23,18,14,34,34,32,6,6,18,15,24,14,22,8,33,28,27,10
161480B0100,16,23,12,18,24,32,31,10,13,23,24,28,12,21,5,31,23,26,7
161480C0100,16,23,17,14,24,20,33,6,9,23,26,32,12,14,8,35,30,26,12
161480C0200,16,23,15,9,29,20,28,12,5,33,23,31,13,27,15,36,26,25,6
161481B0100,16,23,11,21,20,20,19,7,5,21,18,24,10,14,14,44,20,19,7
161481C0100,16,23,12,17,24,24,32,14,9,19,19,20,6,23,8,25,27,28,8
161482B0100,16,23,14,22,30,27,25,9,7,26,15,25,10,15,7,32,26,24,6
161482C0100,16,23,11,13,20,24,23,8,8,19,16,31,8,23,10,34,27,26,4
161483B0100,16,23,12,13,30,38,26,7,7,26,22,31,11,28,9,30,27,27,14
161483C0100,16,23,13,14,28,24,25,8,12,30,23,31,9,20,8,31,19,31,7
161483C0200,16,23,13,9,35,23,27,10,6,18,26,24,14,26,14,26,29,24,11
161484B0100,16,11,9,6,10,13,25,8,3,22,17,10,3,15,7,9,14,15,7
161484C0100,16,11,11,9,16,12,20,9,0,17,15,24,4,10,8,21,19,13,7
161485B0100,16,11,4,9,33,14,26,11,9,20,12,23,6,16,12,25,22,32,12
161485C0100,16,11,10,12,20,20,17,9,7,25,12,16,14,21,13,28,17,25,6
161486B0100,16,23,13,15,33,31,26,14,7,14,11,23,5,19,5,16,24,26,12
161486C0100,16,23,17,21,17,18,29,9,6,27,23,18,6,30,8,25,26,21,13
161487B0100,16,23,14,14,29,26,21,10,6,23,20,41,11,28,14,34,23,19,8
161487C0100,16,23,10,13,30,48,31,9,9,20,12,30,11,26,9,32,27,30,9
161488B0100,16,11,4,9,16,11,12,2,7,12,12,13,12,13,6,22,12,13,7
161488C0100,16,11,4,12,14,20,16,6,4,8,12,19,6,11,2,20,13,16,5
161489B0100,16,11,13,16,21,12,21,7,8,22,14,21,8,20,3,21,16,28,8
161489C0100,16,11,8,13,30,15,25,11,8,18,20,22,8,22,10,39,13,21,5
161490B0100,16,11,10,8,17,16,19,9,8,21,7,16,11,19,4,26,22,12,6
161490C0100,16,11,5,8,32,18,26,12,4,17,12,23,6,20,8,16,17,17,9
161490S0100,16,11,23,38,49,46,50,23,23,34,37,34,21,42,11,55,36,39,18
161491B0100,16,23,9,11,29,27,23,10,6,26,14,19,9,28,7,33,27,22,8
161491C0100,16,23,17,22,25,23,22,10,6,23,15,25,11,20,11,31,19,27,12
161492B0100,16,23,18,12,21,26,14,11,7,17,17,25,11,15,6,35,35,17,12
161492C0100,16,23,13,9,32,21,26,8,7,21,21,22,7,25,11,27,24,28,9
161493B0100,16,23,15,18,24,19,23,8,12,22,21,27,8,23,16,35,26,37,12
161493C0100,16,23,12,19,30,38,31,15,7,21,13,35,14,30,17,34,24,29,8
161494B0100,16,11,8,7,8,13,17,6,7,5,6,8,3,14,4,16,8,9,3
161495B0100,16,11,10,10,20,24,22,9,2,14,10,22,6,13,7,25,22,15,6
161496B0100,16,11,12,16,23,25,23,7,8,22,17,20,8,16,9,19,19,22,6
161496C0100,16,11,13,8,19,22,24,12,9,13,14,18,8,15,9,28,22,22,5
161496C0200,16,11,11,13,20,12,21,8,4,23,16,23,7,11,11,24,24,13,8
161497B0100,16,11,17,15,21,15,23,10,8,19,24,32,6,14,9,28,17,27,6
161497C0100,16,11,19,9,25,23,13,14,10,24,5,26,13,20,9,29,25,27,6
161498B0100,16,14,12,14,30,25,26,12,10,25,23,22,11,18,5,27,22,24,16
161498C0100,16,14,15,15,28,25,29,11,7,17,14,26,10,22,13,22,27,30,5
161499B0100,16,2,10,7,11,12,13,9,6,11,15,22,7,20,6,12,20,18,8
161499C0100,16,2,3,16,30,21,17,4,11,17,6,8,5,10,5,23,13,9,3
161500B0100,16,2,6,10,16,17,11,10,9,13,14,18,8,15,10,18,17,20,4
161500C0100,16,2,9,7,22,15,18,9,7,13,11,14,9,20,4,17,19,20,3
161501B0100,16,2,11,8,21,19,23,7,6,22,16,22,7,21,9,20,20,22,8
161501C0100,16,2,11,11,22,25,20,8,10,24,11,34,2,20,11,19,17,20,8
161502B0100,16,14,17,19,29,29,20,13,8,23,19,27,14,32,8,38,34,30,13
161503B0100,16,2,11,13,15,14,26,6,2,16,11,16,13,15,7,37,22,22,11
161503C0100,16,2,8,16,21,20,16,11,4,23,18,23,7,28,7,21,23,34,4
161504B0100,16,14,17,14,25,22,33,17,5,23,20,16,11,26,5,28,25,25,6
161504C0100,16,14,13,14,31,32,23,22,8,19,15,22,12,14,8,29,34,22,7
161505B0100,16,14,13,16,31,28,32,14,10,26,14,38,13,17,9,30,26,28,7
161506B0100,16,2,11,7,22,15,21,5,12,20,13,28,8,30,7,33,23,21,8
161506C0100,16,2,7,7,23,28,21,9,12,22,11,13,18,27,6,22,22,19,11
161507B0100,16,2,8,11,19,19,13,5,11,20,23,22,11,15,11,19,19,23,9
161507C0100,16,2,6,7,21,27,29,9,9,20,13,15,10,16,11,18,24,24,13
161508B0100,16,2,6,4,28,22,30,13,5,19,10,21,12,25,8,22,22,24,6
161508C0100,16,2,4,8,21,24,22,7,8,23,16,28,9,18,7,22,23,31,7
161509B0100,16,2,7,10,11,13,17,9,5,17,7,22,7,15,7,19,16,16,4
161509C0100,16,2,9,11,21,19,18,4,7,10,9,17,4,17,2,14,17,10,9
161510B0100,16,2,5,8,14,6,10,4,1,16,12,17,1,14,0,16,7,10,5
161511B0100,16,2,5,11,20,24,15,9,6,14,16,12,7,15,2,20,21,12,9
161511C0100,16,2,10,8,14,10,19,10,7,11,12,18,10,8,9,23,16,21,4
161512B0100,16,2,11,17,13,18,19,8,12,20,11,15,1,16,7,14,27,17,8
161512C0100,16,2,8,9,13,19,13,5,7,20,11,20,9,22,7,21,16,14,5
161513B0100,16,14,14,19,20,24,33,6,18,23,21,23,12,21,10,39,19,23,6
161514B0100,16,2,9,11,27,28,25,9,10,21,14,30,11,18,9,24,26,24,14
161515B0100,16,2,10,9,24,17,31,4,5,15,12,26,5,22,9,16,14,29,9
161516B0100,16,2,8,10,21,20,22,4,11,15,13,22,7,24,7,22,24,20,7
161517B0100,16,24,16,16,34,29,36,16,6,22,19,26,12,20,13,42,35,31,7
161517C0100,16,24,8,16,35,36,32,14,6,23,19,27,16,16,14,31,39,26,14
161517C0200,16,24,16,13,33,38,31,15,17,18,14,39,13,19,13,30,37,40,11
161517C0300,16,24,21,15,24,27,35,11,6,31,20,32,10,28,11,33,38,34,9
161517C0400,16,24,16,13,30,27,25,11,2,24,19,32,10,27,6,38,30,17,8
161518B0100,16,24,14,17,28,28,31,7,9,34,23,23,11,32,12,20,19,25,10
161518C0100,16,24,8,23,27,34,33,6,8,21,15,27,13,23,8,29,30,19,9
161518C0200,16,24,11,10,25,29,19,8,13,24,17,24,12,20,11,26,31,26,10
161519B0100,16,12,15,14,23,23,21,10,8,26,17,21,10,10,7,25,19,16,8
161519C0100,16,12,16,11,24,19,32,11,8,15,20,19,10,24,7,27,27,22,6
161519C0200,16,12,12,8,21,27,18,8,3,23,15,18,9,18,11,23,32,24,7
161520B0100,16,24,16,10,20,23,29,12,12,22,16,17,3,24,11,32,17,29,7
161520C0100,16,24,11,13,25,26,24,8,5,25,22,29,10,15,8,25,24,20,7
161520C0200,16,24,15,7,26,20,24,15,9,29,18,23,9,22,2,24,18,23,4
161521B0100,16,24,12,19,25,27,25,12,5,13,18,19,15,21,6,33,32,34,14
161521C0100,16,24,12,18,23,22,20,7,15,24,15,36,5,31,11,34,24,21,8
161521C0200,16,24,16,11,28,32,28,12,9,14,17,27,10,27,6,26,20,24,4
