CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
320928B0100,32,2,3,3,13,16,1,3,2,5,5,1,7,2,12,12,4,7,6,4,31,19,8,3,7,15,57,3,4,0,3,18,12
320929B0100,32,9,1,0,3,10,1,0,0,3,0,1,3,1,7,2,1,0,4,0,9,10,2,2,1,3,21,0,1,0,0,7,4
320931B0100,32,9,0,0,5,10,0,0,1,3,0,0,2,0,12,7,1,4,2,1,19,9,2,2,0,2,30,1,1,0,2,8,1
320933B0100,32,9,0,0,5,12,1,1,2,6,0,1,6,0,11,6,4,6,4,0,15,17,6,3,2,4,41,0,2,0,2,8,0
320934B0100,32,9,1,1,2,7,1,0,0,3,0,0,2,1,3,1,1,2,2,0,5,4,0,0,0,4,8,0,0,0,0,6,3
320936B0100,32,9,0,0,4,7,2,0,1,2,0,0,2,2,5,1,1,3,2,2,10,12,3,2,4,1,22,1,0,0,2,3,3
320938B0100,32,9,0,0,3,8,1,0,0,1,2,0,2,0,6,4,0,1,1,0,3,5,3,0,4,2,12,1,1,0,3,4,3
320940B0100,32,9,1,0,4,8,1,0,0,1,0,0,3,3,4,2,3,2,3,0,12,3,2,1,1,2,19,1,1,0,2,2,3
320941B0100,32,9,0,0,4,7,0,0,2,3,2,1,5,1,9,3,1,3,1,1,6,7,3,0,1,3,18,0,0,0,1,5,6
320945B0100,32,6,0,2,12,12,0,0,1,11,0,3,3,5,18,9,9,5,9,2,23,17,5,3,3,7,68,4,3,0,7,18,12
320945C0100,32,6,0,0,5,21,1,3,2,13,2,4,4,3,16,9,5,7,5,2,36,16,4,2,2,6,72,2,3,0,2,11,14
320946B0100,32,6,2,1,5,13,1,0,1,8,2,0,5,1,16,4,4,5,5,2,21,17,4,2,9,5,56,3,3,0,6,10,8
320946C0100,32,6,1,0,11,17,2,1,4,8,4,1,8,0,16,9,7,10,2,2,23,20,0,2,3,8,60,2,3,0,3,10,6
320947B0100,32,6,2,0,10,33,0,0,2,12,4,3,14,3,25,13,5,7,8,1,34,32,7,4,7,11,83,3,0,0,6,24,13
320947C0100,32,6,3,2,14,19,4,0,1,12,3,3,18,2,17,9,6,6,8,4,32,25,6,4,6,13,80,5,5,0,3,12,20
320948B0100,32,6,1,1,11,20,4,1,1,9,4,4,8,1,24,13,4,9,11,1,19,25,5,2,9,3,60,2,4,0,5,13,8
320948C0100,32,6,4,0,12,27,2,5,0,9,4,4,7,2,14,10,2,6,4,1,26,19,6,1,6,3,68,4,4,0,4,15,14
320949B0100,32,6,3,1,10,9,4,1,1,10,2,2,8,2,16,9,5,4,6,0,28,17,4,2,8,10,62,1,3,0,2,16,9
320949C0100,32,6,2,0,14,23,2,1,2,12,2,1,6,2,16,8,4,7,5,0,27,21,1,6,5,10,51,2,3,0,4,10,10
320950B0100,32,10,0,0,5,6,0,1,0,5,1,0,2,1,8,1,1,1,3,0,7,9,2,1,2,2,12,3,1,0,1,2,7
320951B0100,32,6,1,0,5,16,4,0,1,16,6,1,5,2,15,4,5,9,6,2,21,23,7,3,4,10,53,4,2,0,3,13,15
320951C0100,32,6,3,2,8,12,3,0,2,11,1,0,5,4,13,13,4,7,3,0,26,18,3,4,9,6,53,3,1,0,0,15,8
320952B0100,32,6,1,1,9,19,3,0,1,12,4,0,3,5,21,13,5,11,5,0,35,22,8,3,7,12,72,0,3,0,6,16,8
320952C0100,32,6,0,0,9,15,2,0,0,12,1,4,5,2,19,16,6,11,6,1,32,23,6,3,7,9,75,4,2,0,6,17,13
320952C0200,32,6,2,0,7,25,1,1,2,15,2,0,8,3,26,11,6,7,4,2,29,21,4,4,7,8,75,0,2,0,4,18,11
320953B0100,32,6,1,3,11,11,4,0,0,8,2,0,9,0,23,9,4,6,7,2,27,21,2,3,5,5,52,1,1,0,5,9,10
320953C0100,32,6,0,1,10,10,2,2,1,13,2,2,7,3,23,12,4,3,4,0,25,15,1,7,5,5,65,1,2,0,3,12,14
320954B0100,32,5,1,0,7,23,3,2,3,12,1,0,7,1,24,11,4,3,6,2,34,23,6,2,6,7,59,2,3,0,2,17,12
320955B0100,32,5,1,0,11,18,2,1,4,16,2,1,13,1,26,11,4,12,7,1,41,24,6,2,5,5,71,1,5,0,4,24,10
320956B0100,32,5,2,2,10,11,4,0,1,14,2,1,6,5,14,7,4,9,7,4,25,19,5,2,10,7,63,0,0,0,4,18,6
320957B0100,32,2,1,1,9,16,3,0,2,11,3,1,7,3,12,9,4,10,4,1,36,27,5,2,5,16,78,3,2,0,1,15,12
320958B0100,32,9,1,0,8,28,0,5,3,6,4,4,9,3,30,7,7,6,6,3,35,21,3,4,10,9,68,4,1,0,2,17,17
320960B0100,32,9,1,0,3,5,1,0,1,2,0,0,2,0,3,4,0,2,3,0,11,4,1,0,1,1,18,1,0,0,1,2,1
320961B0100,32,2,1,1,9,10,2,1,1,5,0,2,2,3,12,8,1,4,5,2,20,19,0,1,3,4,48,1,1,0,2,9,13
320962B0100,32,9,1,0,4,8,1,0,1,4,0,0,6,1,6,2,1,2,0,0,11,9,2,4,5,3,33,0,1,0,3,3,4
320963B0100,32,9,1,0,7,9,0,1,1,3,3,2,4,0,6,4,6,8,6,0,14,9,1,1,2,4,32,0,2,0,1,6,7
320964B0100,32,9,2,1,7,9,0,0,3,11,3,1,7,1,10,7,2,6,6,0,17,10,4,0,4,8,60,4,0,0,4,14,9
320964E0100,32,9,0,0,5,2,1,0,0,1,1,0,3,0,0,1,1,1,1,1,5,5,1,1,2,0,10,0,0,0,0,4,2
320965B0100,32,2,1,2,9,26,1,0,1,8,3,1,4,2,13,7,5,10,6,2,32,21,4,4,9,6,82,2,1,0,3,15,10
320965C0100,32,2,3,2,7,21,1,0,3,7,1,2,4,6,14,10,2,7,7,2,40,21,5,2,10,8,84,1,4,0,7,15,9
320965C0200,32,2,2,1,12,22,4,2,2,14,5,3,5,3,16,5,7,7,5,3,33,27,4,6,1,7,88,1,0,0,8,23,16
320966B0100,32,9,1,4,11,17,7,2,1,9,4,1,11,5,18,14,3,9,7,1,24,32,5,4,9,7,74,7,3,0,5,20,13
320966C0100,32,9,3,5,17,19,3,0,1,10,5,2,8,2,20,17,6,11,4,1,29,29,8,6,8,3,80,3,4,0,9,14,8
320967B0100,32,2,5,2,14,16,4,0,0,5,5,2,2,2,16,5,7,5,3,0,26,21,5,3,5,5,60,1,1,0,3,18,12
320967C0100,32,2,3,2,9,19,2,2,1,10,4,2,7,5,19,7,3,8,1,1,22,12,5,4,10,7,57,1,1,0,4,17,9
320968B0100,32,5,1,1,19,21,5,1,2,13,4,0,9,4,25,10,4,10,7,2,46,19,4,5,4,6,76,0,4,0,4,19,15
320968C0100,32,5,2,1,9,22,2,3,4,9,3,1,8,2,21,8,6,11,8,2,30,29,3,5,6,10,85,1,4,0,5,12,12
320969B0100,32,5,4,0,11,17,3,1,1,15,2,2,10,1,17,13,2,4,5,2,25,23,3,7,10,7,79,7,4,0,7,12,10
320969C0100,32,5,1,3,13,22,2,4,3,10,6,1,4,5,23,8,6,4,5,1,31,23,4,3,9,9,63,4,1,0,5,20,10
320969C0200,32,5,3,0,8,20,5,0,2,9,3,1,8,4,17,9,3,10,3,2,43,31,3,4,13,8,63,4,3,0,5,13,9
320969C0300,32,5,1,1,13,30,2,3,4,14,5,0,8,2,28,8,4,7,8,0,20,27,7,1,8,8,78,2,2,0,4,14,15
320970B0100,32,5,1,6,16,31,3,1,1,12,3,2,9,6,23,9,3,11,5,2,39,29,6,7,10,15,91,5,5,0,7,16,13
320971B0100,32,2,1,1,10,21,2,1,0,12,5,4,5,3,31,8,9,11,1,1,38,24,6,2,14,10,88,5,1,0,5,22,24
320972B0100,32,5,1,2,12,16,1,0,2,13,3,0,12,6,22,8,6,7,3,3,26,26,7,0,9,5,77,2,1,0,5,19,8
320973B0100,32,2,3,1,17,15,5,2,2,11,5,1,8,3,19,9,8,10,8,3,33,22,6,0,12,12,71,1,1,0,8,18,14
320973C0100,32,2,1,2,12,18,5,3,1,9,6,0,8,0,18,7,3,9,6,2,28,24,0,1,9,4,62,5,1,0,6,20,14
320974B0100,32,2,1,1,10,12,2,1,1,12,3,1,8,0,9,11,4,3,3,3,28,19,7,2,3,2,62,4,2,0,8,14,8
320974C0100,32,2,1,2,11,13,4,0,0,11,3,1,10,2,27,7,1,9,4,2,27,19,6,0,4,13,72,1,1,0,2,11,14
320975B0100,32,2,0,1,9,14,3,3,1,9,0,3,5,2,16,9,3,9,5,0,21,16,4,1,9,5,59,3,2,0,6,12,5
320976B0100,32,5,2,1,8,20,0,2,1,17,4,0,9,4,32,8,10,6,5,3,27,34,8,5,15,15,83,7,3,0,9,18,17
320977B0100,32,2,1,0,8,12,1,1,1,10,3,0,6,1,10,8,2,6,9,1,23,22,1,3,7,7,46,3,0,0,3,9,8
320977C0100,32,2,0,0,7,8,1,1,1,9,2,2,4,2,13,9,3,6,3,1,24,9,5,2,5,6,46,2,1,0,3,18,9
320978B0100,32,2,2,3,8,12,3,1,0,7,3,1,8,4,14,7,4,11,9,0,29,22,4,4,8,8,65,1,2,0,4,20,10
320978C0100,32,2,1,0,10,16,3,0,0,14,3,0,2,4,14,6,8,8,4,0,29,16,8,3,8,7,61,0,1,0,7,14,9
320978C0200,32,2,0,1,8,18,3,0,1,10,3,3,8,1,16,10,2,13,3,1,26,23,4,5,7,7,60,3,3,0,6,18,11
320979B0100,32,2,0,0,8,19,2,0,0,7,0,2,6,0,17,3,3,11,8,1,22,16,8,3,4,8,57,3,3,0,3,9,12
320979C0100,32,2,2,3,12,13,2,0,2,12,1,0,5,1,15,10,5,9,3,3,26,17,6,7,10,3,68,1,4,0,4,11,8
320980B0100,32,9,1,0,8,16,2,0,0,6,2,0,2,1,16,4,1,2,2,2,22,11,1,0,6,5,41,0,2,0,4,14,6
320981B0100,32,9,0,0,3,2,0,0,0,1,0,0,4,1,5,0,2,1,0,1,11,6,2,0,2,1,15,1,0,0,0,5,2
320982B0100,32,2,0,0,12,17,5,2,1,7,2,3,3,2,15,5,2,7,5,1,30,12,4,6,4,4,51,5,1,0,2,15,9
320982C0100,32,2,1,2,18,13,2,1,2,5,4,2,7,0,14,11,5,5,5,0,18,14,4,1,4,12,70,1,1,0,7,17,10
320983B0100,32,5,2,1,4,15,3,0,3,12,2,3,8,3,23,13,2,9,10,3,31,28,4,6,11,6,80,3,2,0,5,18,18
320984B0100,32,9,0,0,1,5,1,0,1,2,1,0,1,0,2,4,1,1,3,0,4,3,0,4,3,1,14,0,0,0,2,3,4
320987B0100,32,9,0,0,5,18,1,1,0,5,4,1,5,3,11,5,3,4,0,0,17,13,0,2,3,6,29,2,2,0,1,15,8
320993B0100,32,9,2,0,1,1,1,1,0,1,0,0,1,2,3,2,2,1,1,0,8,10,1,0,2,4,8,2,0,0,0,2,1
320993E0100,32,9,0,1,4,2,1,1,1,1,1,0,2,0,7,1,0,1,1,0,9,7,1,0,0,1,13,3,1,0,1,1,5
320994B0100,32,9,1,0,5,3,0,1,0,3,2,0,2,0,6,3,2,0,1,1,5,6,0,1,1,2,18,1,0,0,0,2,3
320995B0100,32,9,1,2,3,11,3,2,1,6,0,1,4,2,16,10,5,7,5,0,28,18,8,4,0,3,58,1,0,0,4,15,6
320996B0100,32,9,0,0,9,10,3,0,1,5,3,2,2,2,14,5,3,6,6,1,25,14,1,3,5,9,40,0,1,0,5,10,3
320997B0100,32,2,0,1,10,10,3,1,2,4,2,1,3,2,6,7,2,6,6,0,16,21,8,2,6,8,50,2,3,0,3,10,12
320998B0100,32,9,0,1,5,12,0,0,2,3,0,0,1,1,9,0,2,1,2,0,4,7,0,0,0,1,22,0,0,0,1,7,2
320999B0100,32,9,1,1,9,22,5,0,3,13,2,1,6,3,19,9,4,11,10,0,20,17,11,3,4,2,76,7,3,0,3,17,18
321000B0100,32,9,0,0,6,14,1,0,0,4,6,2,2,0,16,6,5,12,3,0,24,12,6,4,0,5,40,0,0,0,2,10,7
321001B0100,32,9,1,2,7,4,2,0,0,4,1,1,5,1,9,5,2,2,3,1,11,11,1,0,3,1,26,0,0,0,1,3,2
321002B0100,32,9,1,2,12,19,3,2,0,8,4,0,9,3,26,10,6,11,6,0,40,20,3,2,9,8,73,5,3,0,3,15,7
321003B0100,32,9,0,0,9,15,0,0,0,9,3,1,7,0,13,5,3,8,6,4,19,18,4,2,4,5,62,2,2,0,2,10,9
321004B0100,32,9,1,1,6,8,1,1,0,1,1,0,3,2,9,2,0,4,2,0,7,14,4,2,1,1,28,1,0,0,0,3,4
321005B0100,32,9,0,1,4,4,0,1,0,5,2,0,3,0,4,6,0,4,4,1,13,14,0,0,1,3,24,1,0,0,1,3,8
321007B0100,32,2,1,0,5,13,3,0,0,8,3,1,0,3,14,7,2,3,2,0,13,7,2,2,1,5,34,1,0,0,2,5,8
321008B0100,32,9,0,0,3,3,0,0,0,2,1,0,3,1,3,3,2,0,0,0,8,4,3,0,0,1,11,0,0,0,1,1,1
321012B0100,32,9,0,0,3,5,0,0,0,4,1,2,7,0,6,7,1,2,3,1,8,10,3,1,1,4,32,1,0,0,2,5,6
321016B0100,32,9,1,1,5,9,1,0,0,2,2,0,3,2,10,1,1,2,3,3,10,6,1,0,2,3,26,0,2,0,1,8,3
321018B0100,32,9,1,1,4,7,3,0,1,3,0,3,2,0,5,5,1,8,4,2,14,13,3,3,3,5,23,0,0,0,5,6,4
321019B0100,32,9,0,1,4,7,2,0,0,5,0,0,2,2,5,4,3,8,2,1,16,8,4,3,1,7,32,3,0,0,2,4,2
321020B0100,32,7,2,0,15,31,2,4,2,11,4,1,10,2,15,7,3,8,6,1,40,28,8,3,6,12,82,5,3,0,9,25,21
321021B0100,32,7,0,1,11,21,2,0,0,11,4,1,9,6,19,15,9,12,14,3,31,26,5,3,13,9,84,1,11,0,6,22,7
321022B0100,32,14,1,4,21,24,4,1,0,14,5,3,9,7,25,12,8,14,7,1,38,24,7,11,4,4,93,4,1,0,2,25,9
321023B0100,32,14,1,2,10,12,2,2,2,8,5,2,10,2,20,7,2,5,3,3,25,24,2,2,6,10,62,3,4,0,1,17,11
321024B0100,32,11,1,0,6,13,0,0,2,6,1,2,5,4,12,8,6,4,4,0,26,19,1,0,7,10,48,3,1,0,7,11,11
321024C0100,32,11,2,2,14,12,4,1,0,4,3,2,8,1,11,8,0,4,9,2,21,21,6,4,4,10,61,1,0,0,2,12,10
321025B0100,32,14,1,0,10,18,2,1,1,13,2,0,4,0,11,7,6,7,4,1,21,12,1,1,6,11,69,0,3,0,1,16,5
321025C0100,32,14,1,2,11,13,3,0,0,4,1,3,3,1,16,9,5,7,2,1,18,15,2,6,6,10,57,6,1,0,5,9,5
321026B0100,32,14,0,1,16,15,3,2,2,13,1,0,5,3,13,12,6,5,4,2,23,21,3,3,8,3,52,3,2,0,2,8,10
321026C0100,32,14,0,0,6,18,2,0,0,8,3,1,6,2,20,11,6,3,2,1,24,18,2,3,2,7,57,2,3,0,5,21,13
321027B0100,32,11,0,0,2,8,0,0,1,4,0,0,4,0,7,5,2,2,3,1,11,14,1,3,7,4,31,2,1,0,2,7,5
321028B0100,32,14,1,2,10,14,4,0,1,7,0,1,2,0,18,10,6,6,9,2,27,15,4,2,9,7,60,3,1,0,2,10,11
321028C0100,32,14,1,2,15,11,1,2,3,12,2,0,2,3,17,8,5,8,6,2,29,14,8,2,11,8,56,2,2,0,5,12,7
321029B0100,32,14,1,5,7,17,4,2,3,10,4,3,11,3,13,10,7,11,8,3,25,18,6,1,9,3,64,2,4,0,6,18,9
321030B0100,32,14,1,3,11,27,4,2,2,15,5,1,10,5,23,13,7,14,9,4,31,31,8,4,12,9,92,2,2,0,4,14,9
321030C0100,32,14,2,1,8,21,2,1,4,13,4,3,10,1,17,13,10,8,9,0,45,21,9,5,7,9,77,1,5,0,5,19,7
321031B0100,32,14,0,1,8,10,3,0,2,10,3,2,1,1,12,8,10,5,5,0,28,16,7,3,9,7,50,1,2,0,3,4,5
321031C0100,32,14,2,2,6,14,4,2,3,3,1,1,8,0,9,7,7,3,7,0,21,20,3,5,7,8,49,2,1,0,1,14,10
321032B0100,32,14,0,0,12,23,5,0,2,4,1,2,7,4,28,9,4,9,8,3,27,33,11,5,5,7,76,5,2,0,6,11,14
321033B0100,32,14,0,1,6,11,0,0,5,11,2,3,4,3,20,8,0,7,5,1,20,16,4,3,5,6,56,4,2,0,2,13,11
321033C0100,32,14,1,1,9,13,1,0,0,5,5,3,5,0,17,8,4,8,2,1,27,22,3,1,2,3,59,4,1,0,2,14,8
321034B0100,32,11,2,3,8,10,2,1,1,5,1,3,3,3,16,9,5,8,5,1,14,11,1,3,5,5,30,1,0,0,7,14,9
321035B0100,32,11,1,0,6,6,1,0,1,1,1,1,3,0,4,0,1,4,1,1,10,8,2,3,0,1,10,0,0,0,0,6,3
321036B0100,32,2,3,3,16,31,2,3,2,13,6,1,5,2,26,11,4,12,8,2,26,20,5,6,9,5,69,3,3,0,4,23,13
321036C0100,32,2,1,2,19,18,7,1,2,10,5,1,10,5,21,13,7,11,7,1,29,23,5,3,5,8,60,2,4,0,3,15,7
321036C0200,32,2,1,3,13,17,6,0,2,15,7,0,12,2,18,9,4,14,7,1,24,28,6,5,2,4,83,0,4,0,3,17,12
321037B0100,32,5,1,1,12,19,1,2,2,9,4,1,8,3,17,9,7,7,6,2,29,18,5,7,11,7,66,1,0,0,1,16,18
321037C0100,32,5,0,2,6,16,5,1,2,13,3,5,7,6,17,8,7,5,6,0,29,26,3,3,12,5,59,2,2,0,3,15,7
321038B0100,32,5,1,4,13,16,1,0,2,8,1,3,5,3,18,13,6,3,3,2,32,16,2,2,3,3,65,2,1,0,3,5,9
321038C0100,32,5,1,0,7,20,5,0,2,11,2,4,3,1,24,12,4,8,8,0,24,21,8,1,8,9,56,6,0,0,3,13,11
321039B0100,32,2,2,0,14,12,3,1,0,4,2,0,7,3,17,11,2,6,8,1,25,20,3,1,7,8,42,1,3,0,2,14,7
321039S0100,32,2,2,2,19,33,8,3,6,16,5,4,13,7,39,19,12,17,19,3,63,51,11,6,13,9,147,6,5,0,13,25,17
321040B0100,32,5,4,1,7,15,1,1,0,5,4,0,9,0,13,9,4,1,5,1,22,23,4,2,3,4,56,1,3,0,5,16,7
321041B0100,32,9,1,1,18,15,1,0,1,7,4,5,20,3,18,6,4,3,1,2,30,18,9,6,4,9,74,3,3,0,4,14,10
321041C0100,32,9,3,0,11,20,1,0,1,14,1,1,7,3,23,8,5,9,5,2,27,21,1,3,5,5,73,0,4,0,5,12,13
321041C0200,32,9,0,3,10,26,8,1,0,12,3,2,5,2,22,12,7,4,7,0,38,21,7,3,9,10,65,1,4,0,6,13,9
321041C0300,32,9,0,1,12,19,3,1,0,11,0,3,6,2,18,9,5,10,1,1,32,21,7,2,7,6,78,0,3,0,3,7,13
321042B0100,32,5,1,1,15,26,5,3,0,10,3,2,9,4,17,7,6,11,5,1,25,38,3,2,5,10,65,0,4,0,6,20,9
321042C0100,32,5,0,2,12,24,2,2,0,11,1,1,8,4,25,12,7,11,8,0,27,23,7,4,12,13,68,1,1,0,2,19,11
321043B0100,32,5,2,1,12,20,2,0,0,18,3,1,13,2,15,8,6,7,8,2,30,19,7,7,11,15,65,0,1,0,4,12,9
321043C0100,32,5,2,4,7,18,2,2,2,12,3,3,12,0,25,10,5,10,7,3,31,24,6,5,8,7,66,4,2,0,4,19,13
321044B0100,32,5,1,3,14,21,5,4,3,15,7,1,8,5,15,14,6,4,12,2,42,31,8,2,5,7,83,0,2,0,9,18,13
321045B0100,32,2,0,1,7,26,2,1,3,18,4,1,13,5,22,10,7,10,8,5,37,27,3,3,11,12,101,1,4,0,3,17,10
321046B0100,32,2,1,1,7,14,2,1,3,5,1,0,5,1,17,7,6,3,4,0,17,13,2,3,2,6,50,3,2,0,3,8,8
321046C0100,32,2,0,0,11,13,1,1,0,12,2,2,6,2,13,5,5,5,9,0,18,14,6,2,9,7,55,2,3,0,6,9,11
321047B0100,32,2,0,0,11,15,1,0,2,8,2,2,7,4,14,11,4,7,6,2,36,16,13,3,8,7,78,1,1,0,1,13,11
321047C0100,32,2,1,0,10,10,3,1,3,9,4,0,8,0,12,9,4,9,1,2,27,20,4,2,7,8,81,2,3,0,3,20,10
321047C0200,32,2,1,3,15,14,2,0,3,5,1,1,5,4,22,8,4,5,9,2,34,19,4,3,9,5,75,0,0,0,4,16,13
321048B0100,32,2,2,1,8,15,3,0,3,5,2,1,8,1,7,2,1,6,6,1,22,13,3,0,0,2,53,3,0,0,0,13,11
321048C0100,32,2,0,1,8,16,3,0,0,5,2,0,5,2,12,8,3,5,6,0,19,19,2,3,3,2,41,3,0,0,5,13,6
321049B0100,32,9,4,2,4,13,3,1,0,2,3,1,3,1,14,10,2,9,9,3,29,32,6,2,2,7,53,2,1,0,6,18,6
321049C0100,32,9,3,1,7,12,0,0,1,10,5,3,4,4,16,7,6,7,12,3,24,19,2,5,3,12,74,2,2,0,2,19,5
321050B0100,32,9,3,4,11,17,2,1,2,11,3,2,5,3,19,11,4,11,5,1,31,20,3,5,4,5,51,1,4,0,1,10,10
321051B0100,32,9,1,0,14,23,3,0,1,9,3,0,9,3,24,10,3,11,11,1,30,28,4,4,6,10,73,2,2,0,5,11,9
321051C0100,32,9,2,0,5,14,2,2,2,11,3,3,12,1,21,9,4,7,8,0,21,28,6,2,6,13,68,3,1,0,0,16,13
321052B0100,32,9,0,2,7,8,1,0,1,12,5,1,4,2,13,10,4,6,5,0,23,10,7,2,11,5,44,2,1,0,5,17,13
321053B0100,32,2,0,0,7,8,0,0,2,5,1,0,3,0,13,4,6,6,5,1,11,7,1,1,3,3,43,0,1,0,1,12,5
321054B0100,32,9,1,1,7,10,0,0,0,10,4,2,4,2,13,3,4,9,4,2,19,18,2,1,1,2,44,5,1,0,3,17,6
321054C0100,32,9,1,1,12,11,3,3,1,7,0,0,2,0,16,4,4,5,4,0,22,15,4,4,6,6,43,3,0,0,2,6,6
321055B0100,32,9,2,1,4,15,2,1,2,6,1,0,5,0,10,7,4,4,2,3,20,12,5,1,7,11,42,3,1,0,4,14,10
321056B0100,32,9,0,1,13,17,3,0,4,17,5,2,4,2,18,11,5,7,6,1,25,17,5,4,4,4,48,1,4,0,3,18,12
321056C0100,32,9,1,4,5,15,3,0,0,6,3,2,5,2,20,3,4,9,2,3,22,20,3,3,8,5,58,0,2,0,2,14,12
321057B0100,32,9,1,2,11,22,2,0,3,17,2,1,6,1,20,7,5,9,3,0,34,20,8,5,11,6,78,3,1,0,7,17,14
321057C0100,32,9,1,0,15,19,2,1,3,6,3,1,9,5,14,11,6,8,6,3,30,18,5,3,8,9,77,3,1,0,3,14,9
321058B0100,32,9,1,1,8,16,1,2,2,8,1,1,7,1,14,3,3,1,4,1,17,12,2,1,8,1,51,0,0,0,8,12,4
321058C0100,32,9,0,0,9,18,3,1,1,8,1,1,9,1,14,6,3,5,6,1,22,15,6,2,5,3,52,0,1,0,1,12,9
321059B0100,32,9,0,0,11,17,6,1,2,10,4,2,7,1,22,4,5,8,6,1,26,21,8,3,6,8,59,6,5,0,3,14,13
321060B0100,32,9,3,4,15,23,5,3,2,20,4,3,6,3,21,12,6,10,6,1,30,25,4,7,10,7,95,3,5,0,5,24,12
321061B0100,32,9,2,1,4,5,1,1,0,3,0,0,3,0,4,3,0,3,2,0,6,5,2,1,0,2,16,0,1,0,1,12,2
321062B0100,32,9,0,0,3,4,1,0,0,4,1,0,5,1,6,2,4,3,2,0,8,9,4,0,0,4,28,2,1,0,1,6,4
321063B0100,32,9,2,1,4,12,1,3,0,7,0,0,5,2,14,11,6,5,3,1,30,15,4,1,6,10,53,1,1,0,3,14,12
321064B0100,32,9,2,1,15,23,4,2,1,8,5,1,5,4,20,12,7,14,6,3,31,31,8,5,4,10,73,4,3,0,5,18,6
321065B0100,32,9,0,1,5,7,0,1,0,3,1,2,4,3,8,5,2,3,2,2,16,16,1,1,2,1,33,2,1,0,3,6,6
321066B0100,32,9,1,2,7,15,0,0,0,16,1,0,6,2,13,9,10,6,5,1,27,12,1,3,7,10,64,2,4,0,3,14,10
321066C0100,32,9,1,5,9,23,3,0,0,11,1,2,8,0,22,5,5,4,6,0,16,19,5,0,7,4,70,0,4,0,3,11,10
321067B0100,32,9,0,1,12,11,2,2,0,11,2,2,11,6,17,11,6,11,10,1,34,24,3,1,5,13,72,1,2,0,2,22,9
321067C0100,32,9,2,2,7,21,1,0,2,13,0,2,7,2,15,15,5,6,13,3,32,26,4,0,4,6,80,4,0,0,4,11,15
321068B0100,32,2,4,2,6,17,6,0,0,6,3,0,4,1,13,9,7,6,4,1,20,14,3,1,6,7,49,0,0,0,4,5,8
321069B0100,32,2,1,1,6,17,3,1,0,7,2,1,5,4,15,6,4,5,3,2,26,21,3,2,5,4,75,0,2,0,2,11,10
321070B0100,32,9,1,1,8,18,4,1,0,10,1,2,6,0,16,6,2,4,8,1,23,10,5,2,3,6,52,5,3,0,2,12,11
321071B0100,32,9,0,0,6,14,1,1,1,3,0,0,1,2,4,2,1,3,1,2,11,12,1,3,6,5,28,0,1,0,2,4,9
321072B0100,32,9,2,1,8,6,0,2,0,10,0,1,6,1,10,8,1,3,4,0,11,8,3,0,2,2,26,3,2,0,0,5,10
321073B0100,32,2,2,1,5,15,4,1,4,8,3,2,8,4,32,18,8,9,12,2,35,28,7,4,9,11,63,1,1,0,6,13,21
321075B0100,32,9,0,1,4,6,0,0,0,5,2,0,3,1,7,1,1,0,3,1,7,4,2,1,2,3,19,0,4,0,2,8,2
321076B0100,32,9,0,0,8,16,2,1,1,4,4,1,2,3,8,3,0,3,3,0,17,13,4,2,6,4,42,2,3,0,4,10,4
321078B0100,32,9,0,0,3,7,0,0,1,3,0,0,1,0,7,3,0,3,4,1,5,4,6,2,2,4,18,0,0,0,2,7,5
321079B0100,32,9,1,1,2,6,3,0,0,5,2,1,2,1,2,2,1,1,3,0,10,11,1,0,1,0,27,0,0,0,2,6,5
321080B0100,32,3,2,2,6,11,3,0,2,10,3,1,4,4,18,5,6,11,5,1,20,23,1,3,4,8,66,2,0,0,5,12,9
321080C0100,32,3,3,3,6,26,4,1,3,11,3,5,2,2,23,7,3,7,1,3,23,20,4,3,5,3,67,2,2,0,6,15,6
321081B0100,32,10,1,1,8,13,2,0,1,10,4,2,4,3,19,6,7,5,7,0,40,25,7,6,8,14,75,2,1,0,3,27,14
321081E0100,32,10,2,0,0,5,0,1,0,1,1,0,2,2,2,2,2,0,2,1,3,5,0,1,0,1,13,0,0,0,2,0,4
321082B0100,32,10,2,2,15,26,6,1,1,9,0,1,5,7,18,10,5,12,8,1,31,19,5,0,4,6,65,2,9,0,1,27,8
321082C0100,32,10,0,1,18,17,3,0,1,9,3,1,6,0,20,10,5,11,6,3,29,15,4,0,7,6,64,1,3,0,5,15,9
321083B0100,32,10,0,0,6,9,0,0,0,0,0,0,5,1,5,0,1,0,2,0,8,5,0,2,4,2,32,1,1,0,2,2,4
321084B0100,32,13,1,1,15,13,2,2,2,6,1,1,5,2,11,9,0,6,5,2,19,10,5,3,6,5,38,3,2,0,1,13,5
321084C0100,32,13,1,0,6,17,0,0,0,7,1,2,5,4,8,5,2,5,2,1,21,21,3,2,3,4,47,2,1,0,3,9,12
