CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'081706C0500',8,13,24,46,1,2,4,4,51,36,16,5,20,32,16,7,5,1,0,21,31,30
'081706C0600',8,13,22,32,1,1,3,3,59,34,23,7,22,35,14,5,5,2,0,23,19,19
'081706C0700',8,13,27,46,0,3,8,2,53,30,19,6,22,33,14,3,6,3,0,17,24,18
'081706C0800',8,13,25,43,0,4,9,1,60,25,17,9,19,42,12,7,4,2,0,26,21,22
'081706C0900',8,13,30,51,0,0,9,0,55,23,20,9,29,40,11,3,8,5,0,23,15,22
'081706C1000',8,13,27,45,0,1,2,2,63,27,15,11,23,39,12,5,6,4,1,24,13,26
'081707B0100',8,13,18,33,0,1,9,3,57,28,14,10,19,29,11,8,4,1,0,20,30,27
'081707C0100',8,13,23,30,0,2,5,4,51,18,9,9,13,26,20,5,5,2,0,16,21,24
'081707C0200',8,13,20,31,0,2,5,4,62,28,16,7,17,37,16,3,6,2,0,24,16,24
'081708B0100',8,13,32,46,0,2,9,3,73,32,23,11,26,31,19,6,6,1,1,20,23,30
'081709B0100',8,4,14,33,0,1,5,0,40,24,11,8,6,26,14,9,6,0,1,19,16,18
'081710B0100',8,13,25,42,0,0,4,5,52,18,16,14,22,31,11,4,10,5,0,17,23,14
'081711B0100',8,4,13,34,0,3,4,0,36,15,11,5,17,19,9,3,8,2,0,15,17,20
'081711C0100',8,4,14,31,1,1,2,0,40,26,8,5,17,25,13,4,2,2,0,16,22,17
'081712B0100',8,13,25,44,0,2,8,3,52,32,14,8,19,34,10,2,5,1,0,23,13,15
'081712C0100',8,13,23,46,0,1,0,2,49,28,12,10,15,24,19,2,4,2,0,12,24,20
'081713B0100',8,4,27,37,1,2,8,3,36,29,10,9,12,30,14,1,5,2,1,19,13,14
'081714B0100',8,4,13,32,0,0,3,3,38,26,20,12,16,35,9,4,2,2,2,16,13,18
'081715B0100',8,13,22,44,0,2,9,4,53,29,18,6,20,38,16,3,6,3,0,22,22,29
'081716B0100',8,4,19,26,2,0,6,0,39,15,15,3,14,27,4,2,2,1,0,18,15,17
'081716C0100',8,4,11,26,2,0,3,1,38,27,6,1,12,24,6,2,3,1,0,15,16,14
'081717B0100',8,4,13,42,0,2,4,1,31,25,9,4,21,28,11,5,6,1,0,10,12,16
'081717C0100',8,4,21,24,0,4,6,2,40,21,12,7,12,35,10,1,4,2,1,10,9,18
'081718B0100',8,4,13,28,0,0,3,1,45,20,12,6,12,22,8,4,3,1,0,11,10,15
'081719B0100',8,13,13,35,0,0,8,2,54,28,19,9,19,31,13,0,4,5,0,21,26,19
'081720B0100',8,13,22,39,0,0,4,2,52,24,19,10,29,34,13,4,2,0,0,19,14,17
'081720C0100',8,13,19,44,0,1,4,3,44,11,14,10,16,31,14,3,7,5,0,22,27,21
'081721B0100',8,13,18,31,0,2,2,7,47,19,10,13,22,28,12,2,8,7,0,14,17,12
'081722B0100',8,4,9,19,0,3,4,2,16,15,8,7,10,18,9,0,5,3,0,9,12,4
'081723B0100',8,4,22,31,0,0,6,1,34,18,14,13,18,12,11,4,2,1,0,17,20,22
'081724B0100',8,4,18,24,0,0,7,0,35,12,7,8,13,32,14,3,3,1,0,13,8,7
'081724C0100',8,4,11,26,0,1,5,1,37,26,12,5,7,21,9,2,6,3,1,11,17,18
'081725B0100',8,13,17,28,0,1,4,4,41,25,11,7,24,35,14,5,6,3,1,16,28,19
'081726B0100',8,4,11,26,0,1,5,1,32,18,9,5,12,19,18,5,4,2,0,15,11,25
'081726C0100',8,4,11,22,0,1,2,1,30,19,11,12,12,25,7,2,7,1,1,10,12,16
'081727B0100',8,4,17,30,0,1,3,1,30,20,17,7,13,23,17,1,7,1,1,17,21,13
'081728B0100',8,4,14,26,0,0,3,1,26,15,16,5,14,14,5,2,4,1,0,12,13,15
'081729B0100',8,13,15,38,0,4,4,2,45,34,9,5,22,29,13,5,5,4,0,24,22,16
'081729C0100',8,13,26,38,1,1,4,1,41,22,16,8,16,32,14,3,3,4,0,13,22,17
'081730B0100',8,13,23,30,0,1,8,4,51,16,17,15,17,26,11,7,7,3,0,18,23,21
'081731B0100',8,4,19,29,1,1,8,2,51,16,11,5,15,33,17,4,4,1,0,14,19,18
'081732B0100',8,13,19,39,1,1,5,2,57,22,11,3,18,25,6,2,10,4,1,17,13,21
'081732C0100',8,13,12,49,0,0,10,2,52,30,14,8,31,32,9,3,5,2,1,18,18,24
'081732C0200',8,13,17,38,0,0,4,2,52,28,16,11,17,30,9,3,8,1,0,12,19,19
'081732C0300',8,13,24,29,0,0,2,1,48,25,20,11,20,24,14,3,10,2,1,22,16,28
'081733B0100',8,13,24,35,0,1,4,0,60,23,18,7,29,30,11,7,5,1,0,18,24,13
'081733C0100',8,13,17,52,0,1,5,6,54,19,12,11,16,44,14,2,7,1,0,18,28,24
'081733C0200',8,13,21,41,0,0,8,4,47,28,14,18,19,32,13,2,8,2,0,21,18,28
'081734B0100',8,13,26,33,0,2,6,6,53,28,14,11,19,31,13,6,4,3,0,21,21,19
'081734C0100',8,13,18,25,0,3,6,3,74,28,16,12,14,24,15,2,8,5,0,16,24,20
'081734C0200',8,13,27,43,0,1,6,2,52,20,8,8,19,30,17,4,6,2,1,16,31,16
'081734C0300',8,13,24,49,3,0,9,2,56,28,13,10,12,38,20,4,5,4,2,17,20,26
'081734C0400',8,13,17,42,0,1,5,1,57,30,23,4,21,41,12,2,5,2,2,18,22,26
'081734C0500',8,13,32,39,0,1,6,1,48,24,17,4,21,36,14,6,4,1,0,22,25,17
'081734C0600',8,13,23,31,0,1,7,3,60,27,11,7,26,32,17,4,6,3,3,16,24,16
'081734C0700',8,13,29,40,1,1,9,1,54,28,32,3,21,29,12,1,7,2,0,22,22,18
'081735B0100',8,13,24,42,0,1,6,2,59,22,18,10,20,34,19,2,5,1,2,26,23,17
'081736B0100',8,13,25,40,1,2,7,1,66,39,12,6,14,31,14,3,8,4,1,26,26,31
'081736C0100',8,13,18,39,1,5,7,2,61,32,16,21,31,39,11,2,12,3,0,29,22,24
'081737B0100',8,11,5,31,0,0,5,1,57,29,8,10,20,29,11,6,3,3,1,21,25,18
'081738B0100',8,13,19,52,0,1,5,5,54,23,21,7,21,58,13,6,5,2,1,29,32,26
'081739B0100',8,4,17,42,0,2,6,4,50,28,14,5,16,22,9,2,5,1,1,18,18,19
'081740B0100',8,13,18,39,0,0,13,0,42,33,17,17,21,34,8,4,4,2,0,21,23,22
'081741B0100',8,4,10,18,0,0,3,1,21,6,7,5,8,9,9,1,5,3,0,6,9,3
'081742B0100',8,4,3,9,0,0,2,0,10,4,1,1,3,6,2,2,2,0,0,4,9,0
'081743B0100',8,13,18,47,0,1,1,5,63,24,17,10,23,40,11,2,10,3,1,24,21,28
'081743C0100',8,13,27,35,0,1,1,3,62,39,20,9,18,40,11,2,5,2,0,21,17,20
'081743C0200',8,13,24,38,0,1,5,0,47,28,11,6,29,24,8,4,6,2,0,28,29,20
'081743C0300',8,13,25,37,2,3,9,2,50,28,18,9,15,32,10,6,7,2,0,16,19,25
'081743C0400',8,13,25,43,0,1,10,1,57,17,20,9,20,25,11,3,8,3,0,26,20,18
'081744B0100',8,4,16,25,0,0,4,2,52,16,10,3,16,23,12,4,5,3,0,17,11,16
'081744C0100',8,4,15,30,1,1,5,0,45,31,11,5,9,18,9,5,6,3,0,11,22,7
'081745B0100',8,13,30,55,0,3,8,5,50,36,10,6,23,32,14,3,6,5,0,13,18,22
'081745C0100',8,13,33,46,0,4,8,3,60,31,13,13,21,38,13,9,4,4,1,20,21,27
'081745C0200',8,13,22,51,0,1,7,5,50,34,15,11,20,40,17,4,6,3,2,24,14,27
'081746B0100',8,4,10,26,0,0,4,2,35,13,13,6,16,26,7,3,5,2,0,19,12,18
'081746C0100',8,4,20,29,0,0,3,1,36,17,13,11,12,24,6,3,3,3,0,16,19,20
'081746S0100',8,4,39,79,1,2,16,7,101,48,32,20,39,58,34,9,5,1,0,44,28,39
'081747B0100',8,4,9,23,0,1,7,1,38,21,10,10,12,26,8,3,3,4,0,14,8,13
'081747C0100',8,4,14,34,1,1,2,2,34,16,9,7,13,22,9,4,3,2,1,15,15,17
'081748B0100',8,13,19,37,0,1,5,2,49,23,16,4,16,32,10,2,3,1,0,23,26,14
'081749B0100',8,13,19,34,0,1,2,4,46,18,16,6,18,32,12,7,3,2,0,16,16,18
'081749C0100',8,13,13,43,0,1,3,3,42,21,12,7,19,37,12,3,4,2,0,18,18,14
'081749C0200',8,13,22,39,1,0,5,2,53,27,10,9,15,24,13,3,4,3,1,22,25,21
'081750B0100',8,4,8,23,1,0,8,1,24,15,13,1,16,19,13,6,2,4,0,14,16,13
'081750C0100',8,4,13,26,0,0,3,0,38,21,8,8,10,15,7,4,6,0,0,11,18,7
'081751B0100',8,4,10,29,0,2,3,2,40,24,15,7,12,27,10,4,5,1,1,18,17,21
'081753B0100',8,4,18,29,0,3,3,2,30,19,10,4,13,17,9,1,5,0,0,19,11,16
'081753C0100',8,4,7,26,0,0,9,1,39,10,5,8,7,15,9,2,4,1,1,16,11,9
'081754B0100',8,13,25,53,0,1,10,0,52,32,12,8,19,41,9,5,9,1,0,19,26,19
'081754C0100',8,13,21,71,0,1,7,0,48,29,16,8,21,29,14,6,6,0,0,28,24,26
'081754C0200',8,13,36,45,1,1,10,5,48,25,19,8,27,38,17,5,12,3,0,22,25,28
'081754C0300',8,13,24,62,2,3,3,3,68,24,16,8,25,26,18,5,5,5,2,29,22,19
'081754C0400',8,13,30,49,0,3,4,2,56,40,15,8,19,37,17,8,6,3,0,24,28,21
'081754C0500',8,13,21,50,0,4,7,3,70,36,13,10,21,35,16,5,6,3,3,32,26,22
'081755B0100',8,13,24,45,0,3,6,6,74,32,17,11,20,43,15,3,6,3,0,27,29,20
'081755C0100',8,13,29,46,0,1,6,4,61,39,15,7,21,42,15,5,5,3,1,21,30,23
'081755C0200',8,13,29,56,1,2,6,1,60,38,21,5,30,39,19,4,7,2,0,23,18,34
'081756B0100',8,13,25,46,1,0,10,3,69,35,13,12,26,40,16,3,7,3,0,29,21,25
'081756C0100',8,13,21,45,1,1,8,7,53,32,11,6,29,47,19,7,4,4,0,32,29,20
'081756C0200',8,13,22,64,0,1,7,1,69,20,13,11,30,33,19,6,5,2,0,29,29,16
'081756C0300',8,13,22,53,0,0,8,5,54,32,17,7,18,27,17,6,9,6,1,34,24,30
'081757B0100',8,13,23,50,0,1,7,3,45,26,13,8,10,36,16,2,6,3,0,17,24,16
'081757C0100',8,13,16,31,1,2,1,7,43,24,17,7,16,35,13,2,6,3,1,22,23,16
'081757C0200',8,13,28,37,1,1,6,1,39,27,16,9,16,30,14,6,3,1,3,12,16,19
'081758B0100',8,13,20,40,1,1,11,2,56,22,15,8,16,31,14,1,9,0,1,26,32,20
'081758C0100',8,13,25,42,0,1,8,6,68,32,14,12,12,44,22,3,9,3,1,23,28,17
'081758C0200',8,13,21,54,1,0,6,4,58,32,12,16,20,40,17,8,10,4,0,21,23,21
'081758C0300',8,13,20,38,2,2,11,2,62,39,10,12,17,49,16,2,6,4,0,30,27,25
'081758C0400',8,13,34,66,1,2,11,3,65,22,20,10,22,39,17,2,12,4,0,19,41,21
'081758C0500',8,13,22,45,0,1,6,1,71,31,17,12,21,37,17,3,6,3,0,24,26,28
'081758C0600',8,13,24,40,0,1,10,6,67,35,11,7,20,38,13,4,3,4,3,23,25,27
'081758C0700',8,13,32,37,0,3,8,4,55,21,19,6,22,47,15,2,3,2,0,28,32,28
'081758C0800',8,13,25,39,1,3,9,3,62,32,20,14,23,37,12,6,8,2,0,30,24,16
'081759B0100',8,4,14,27,2,2,6,3,33,23,7,6,19,40,12,3,5,5,0,14,10,17
'081760B0100',8,4,14,24,1,0,2,0,17,20,12,10,14,24,7,4,1,0,0,23,21,18
'081760C0100',8,4,7,35,0,0,5,3,27,15,9,4,19,26,11,2,2,0,0,15,12,17
'081761B0100',8,4,18,28,1,1,10,1,39,15,15,6,18,27,15,4,8,3,0,9,13,9
'081762B0100',8,4,20,35,0,0,5,3,42,12,6,5,11,26,16,5,5,2,1,14,21,25
'081763B0100',8,13,23,44,0,1,4,4,38,23,21,11,15,27,15,6,6,6,2,24,25,19
'081763C0100',8,13,17,36,1,1,7,1,47,27,16,16,15,30,16,4,4,1,0,11,16,21
'081763C0200',8,13,16,40,0,6,3,2,51,28,11,7,19,29,11,1,8,5,0,23,22,22
'081764B0100',8,13,19,42,0,3,7,1,39,19,18,9,20,29,15,3,11,2,0,21,22,11
'081764C0100',8,13,21,39,0,1,6,3,52,17,12,5,21,33,11,1,3,4,1,21,20,20
'081765B0100',8,13,26,46,0,0,8,4,63,23,14,7,26,24,16,5,11,3,0,28,26,26
'081766B0100',8,4,20,29,0,1,5,6,48,15,11,7,7,29,13,5,10,0,0,11,21,18
'081766C0100',8,4,21,35,1,1,1,5,59,22,4,5,18,19,10,5,2,3,0,12,12,12
'081767B0100',8,4,12,30,0,1,6,2,39,18,7,3,9,33,12,1,3,3,1,11,14,12
'081767C0100',8,4,16,27,0,0,1,2,29,14,11,7,7,27,13,2,0,1,1,15,11,17
'081768B0100',8,13,29,54,0,0,8,0,63,30,9,8,20,37,19,4,7,5,0,17,23,24
'081769B0100',8,4,14,29,0,0,3,1,39,14,6,6,16,15,9,2,6,2,1,20,13,22
'081769C0100',8,4,7,31,0,1,3,2,38,18,12,12,6,16,9,1,5,2,1,19,14,16
'081770B0100',8,4,30,31,0,1,6,1,50,19,10,8,13,28,9,0,3,1,1,17,15,24
'081771B0100',8,4,15,32,1,0,4,4,39,24,11,5,7,23,12,4,5,2,1,17,8,12
'081772B0100',8,13,22,53,0,1,8,2,60,20,12,11,22,38,10,2,11,1,0,22,23,26
'081772C0100',8,13,37,45,0,2,4,2,56,30,16,8,13,33,16,4,8,3,0,27,25,15
'081772C0200',8,13,18,33,0,0,7,3,60,25,28,19,17,38,17,4,8,1,0,23,28,22
'081772C0300',8,13,30,45,0,2,1,5,64,32,20,9,19,36,17,6,8,4,0,21,23,25
'081772C0400',8,13,32,40,0,1,5,3,62,23,15,8,25,46,11,7,9,4,1,21,19,18
'081772C0500',8,13,24,36,0,2,6,2,64,33,12,5,14,43,14,8,9,1,0,27,25,30
'081772C0600',8,13,23,43,1,1,6,3,52,33,13,9,29,36,10,2,9,2,1,30,24,26
'081772C0700',8,13,13,37,0,0,9,1,59,30,16,13,19,31,24,6,7,3,1,42,27,31
'081772C0800',8,13,28,51,0,1,5,1,48,25,18,13,21,35,18,4,5,4,0,18,37,29
'081772C0900',8,13,25,46,1,1,11,5,54,27,14,12,20,38,19,5,7,6,0,24,18,22
'081772C1000',8,13,17,58,1,1,10,3,55,26,15,9,29,51,13,7,6,2,0,17,31,21
'081772C1100',8,13,22,47,1,4,4,1,71,24,12,6,28,37,14,3,14,2,1,34,23,20
'081772C1200',8,13,19,47,0,1,4,4,51,31,11,4,23,44,19,5,5,2,1,29,30,22
'081773B0100',8,4,13,21,0,4,1,1,22,18,4,3,14,24,11,2,2,1,0,23,10,14
'081773C0100',8,4,12,24,0,0,5,3,35,18,10,8,13,19,15,3,1,1,1,15,15,11
'081774B0100',8,4,12,24,0,0,5,0,29,13,19,5,10,23,15,2,5,0,0,17,15,19
'081774C0100',8,4,13,23,0,2,2,1,31,27,9,12,10,24,10,5,5,1,1,15,14,17
'081775B0100',8,4,10,27,0,3,4,3,32,22,18,8,13,26,8,3,6,0,0,12,15,15
'081775C0100',8,4,10,31,0,3,2,4,38,22,13,8,14,14,6,1,3,2,0,10,14,18
'081776B0100',8,13,13,34,0,1,5,3,45,22,11,7,14,38,18,6,10,4,0,17,22,18
'081777B0100',8,4,17,30,0,1,0,1,36,27,4,9,17,20,11,4,7,4,0,15,16,18
'081778B0100',8,4,17,35,0,1,6,0,31,27,7,4,17,25,15,3,5,4,0,9,20,10
'081778C0100',8,4,15,24,0,3,3,4,39,21,13,6,10,26,14,6,2,2,1,16,20,13
'081779B0100',8,13,11,46,1,3,10,3,56,20,10,13,12,34,12,4,4,1,0,13,29,23
'081779C0100',8,13,24,39,0,2,8,1,41,27,16,6,23,26,12,4,7,2,0,24,16,28
'081780B0100',8,4,10,18,0,1,2,1,16,18,8,8,8,11,4,2,2,3,0,13,13,7
'081781B0100',8,4,19,31,0,0,4,5,41,31,8,3,21,21,12,4,9,1,1,19,14,13
'081782B0100',8,13,27,41,0,1,8,1,52,30,12,10,23,43,13,8,7,2,0,26,30,23
'081783B0100',8,4,8,26,0,3,6,3,35,11,9,5,12,26,8,4,1,0,0,11,15,15
'081783C0100',8,4,15,27,0,0,4,2,30,12,13,3,8,27,8,3,7,0,0,14,10,16
'081784B0100',8,4,16,30,0,1,3,3,33,15,16,6,21,27,5,4,4,1,0,17,19,10
'081784C0100',8,4,19,23,2,1,3,1,26,13,11,7,14,26,17,3,2,4,0,18,14,14
'081785B0100',8,13,21,34,0,0,7,3,52,21,12,9,13,27,16,4,6,3,0,16,26,17
'081786B0100',8,13,24,32,1,1,5,3,56,29,20,7,20,20,9,3,3,4,0,17,23,19
'081787B0100',8,4,17,28,0,0,8,2,33,19,10,12,18,29,11,2,3,4,0,16,15,18
'081787C0100',8,4,13,24,0,0,3,2,34,24,14,5,16,27,15,3,3,2,0,17,17,12
'081788B0100',8,4,11,23,0,0,8,2,30,22,7,2,12,18,7,3,3,0,2,8,18,12
'081789B0100',8,4,21,24,0,2,5,0,31,16,11,9,9,22,7,0,6,1,0,10,21,21
'081790B0100',8,4,13,26,0,1,6,2,31,18,10,4,10,23,10,1,3,2,0,16,18,17
'081790C0100',8,4,12,27,0,1,1,2,30,17,7,5,10,15,8,4,4,2,0,15,20,9
'081791B0100',8,13,22,40,0,0,5,4,43,25,7,10,18,25,12,5,6,4,1,23,23,16
'081792B0100',8,4,17,31,0,0,5,3,40,18,10,2,17,17,3,1,6,0,0,18,12,9
'081793B0100',8,4,14,31,0,0,4,3,32,14,7,7,13,19,9,0,2,1,0,10,21,15
'081793C0100',8,4,14,23,0,1,0,3,41,21,10,5,15,13,10,2,3,0,0,14,16,14
'081794B0100',8,13,28,42,2,0,4,3,41,31,27,15,21,47,17,5,9,8,0,24,22,18
'081794C0100',8,13,19,45,0,1,10,1,56,30,18,10,20,34,18,4,9,1,1,21,24,25
'081795B0100',8,13,16,55,0,2,3,2,59,28,14,15,15,37,19,8,9,4,0,22,26,17
'081795C0100',8,13,24,38,0,1,6,4,60,28,10,8,16,32,10,4,8,1,0,29,21,29
'081796B0100',8,4,17,33,0,1,4,2,28,20,9,5,14,34,9,1,2,0,1,9,13,9
'081796C0100',8,4,11,25,0,2,3,2,33,18,15,10,15,27,11,4,1,3,1,12,14,9
'081797B0100',8,13,30,48,0,2,10,5,54,36,18,9,23,39,13,10,10,3,3,20,18,29
'081798B0100',8,13,21,35,0,3,2,2,59,25,12,5,22,28,14,3,8,2,0,15,27,17
'081799B0100',8,4,11,39,0,1,3,2,55,21,13,10,9,12,14,2,3,0,0,18,18,9
'081799C0100',8,4,10,29,0,2,5,3,30,20,15,10,7,27,8,1,4,2,0,9,20,21
'081800B0100',8,13,14,42,0,1,3,2,41,18,22,14,25,37,15,3,7,2,0,18,25,22
'081801B0100',8,4,13,28,0,2,7,5,36,19,9,10,11,18,14,2,7,2,0,9,25,17
'081802B0100',8,4,10,32,0,0,9,2,32,13,12,6,14,16,8,4,1,1,0,16,13,20
'081803B0100',8,13,17,39,0,1,5,4,55,30,12,12,15,27,12,3,9,2,0,29,22,24
'081804B0100',8,4,12,34,0,1,7,0,46,17,10,4,18,31,7,2,2,2,0,13,14,18
'081805B0100',8,13,23,41,1,1,4,3,53,23,12,7,15,34,14,6,4,1,1,24,21,25
'081806B0100',8,10,29,28,0,3,8,0,51,21,13,13,26,29,13,5,5,2,0,18,27,24
'081807B0100',8,1,11,21,0,0,7,1,37,11,9,3,11,26,6,3,3,0,0,10,16,15
'081807C0100',8,1,18,16,0,0,5,2,35,18,14,10,11,17,2,1,7,3,0,17,13,14
'081808B0100',8,1,9,23,1,0,1,1,28,11,8,10,12,20,7,5,8,2,1,8,9,10
'081808C0100',8,1,14,28,0,1,1,1,34,13,13,8,15,19,9,2,5,2,0,13,12,16
'081809B0100',8,10,20,23,0,0,5,1,61,21,12,11,12,21,8,2,11,3,1,18,23,11
'081810B0100',8,10,26,44,0,1,8,5,62,24,19,6,17,36,15,5,11,5,0,21,26,16
'081811B0100',8,4,14,14,0,0,3,3,26,8,5,9,9,19,11,4,5,1,0,18,19,11
'081811C0100',8,4,10,30,0,0,7,2,36,12,13,9,10,11,6,3,6,5,1,9,9,11
'081812B0100',8,1,24,25,1,2,5,2,31,16,10,4,13,31,8,2,6,0,0,13,15,21
'081812C0100',8,1,16,25,0,1,6,2,48,24,12,9,10,24,17,1,4,2,0,21,17,11
'081813B0100',8,10,26,38,0,1,5,4,61,27,14,11,12,23,11,4,7,2,0,18,22,24
'081814B0100',8,1,14,35,0,1,6,2,47,14,11,8,14,22,7,5,3,0,0,22,15,15
'081814C0100',8,1,12,25,0,1,3,1,31,23,9,6,17,23,10,1,4,3,0,7,16,14
'081815B0100',8,1,20,16,0,0,3,1,37,13,8,3,9,18,6,5,4,0,1,13,14,14
'081815C0100',8,1,15,19,0,0,5,2,32,29,8,1,19,35,8,1,4,1,0,13,15,11
'081816B0100',8,1,20,23,0,2,9,1,39,21,15,8,14,26,12,3,5,3,0,16,24,17
'081817B0100',8,12,18,34,0,1,9,1,45,29,10,4,14,29,16,4,0,1,1,26,14,18
'081818B0100',8,12,20,37,0,0,6,4,42,21,16,9,11,37,15,1,9,0,0,11,16,22
'081819B0100',8,12,28,36,1,3,9,1,59,23,16,8,23,24,16,3,7,2,0,32,31,14
'081820B0100',8,12,22,32,1,1,6,2,45,24,16,6,20,26,10,5,6,0,0,24,20,21
'081821B0100',8,3,14,23,0,0,5,1,31,19,11,4,13,20,7,2,3,0,0,21,15,12
'081821C0100',8,3,12,24,0,2,1,3,27,22,14,7,9,22,12,2,6,1,0,16,13,10
'081822B0100',8,10,24,42,0,1,4,5,56,28,18,10,33,33,15,3,6,3,0,26,18,28
'081823B0100',8,10,24,38,1,2,11,3,65,30,23,11,19,31,13,6,6,4,0,26,20,26
'081824B0100',8,10,18,40,0,3,6,4,58,22,21,15,22,32,18,2,1,1,2,25,18,31
'081825B0100',8,1,15,37,0,1,9,1,57,16,15,10,18,19,11,4,10,2,0,12,19,13
'081825C0100',8,1,18,30,0,3,3,0,52,26,13,8,16,27,16,5,10,3,0,10,17,15
'081826B0100',8,10,26,35,0,2,4,3,56,32,17,11,31,35,12,7,6,1,2,26,29,24
'081826C0100',8,10,29,42,0,0,7,4,49,27,19,9,23,33,11,4,8,1,1,15,27,24
'081826C0200',8,10,26,40,0,1,7,3,58,40,21,7,24,39,18,7,8,1,1,21,20,19
'081826C0300',8,10,26,47,0,2,10,2,38,34,22,9,15,32,18,3,5,4,0,22,23,24
'081826C0400',8,10,23,45,0,1,11,4,59,22,19,14,25,38,15,3,5,2,0,20,37,28
'081827B0100',8,11,25,47,0,1,11,4,52,40,18,10,29,38,16,3,8,4,0,28,25,22
'081827C0100',8,11,28,42,2,2,5,5,69,31,13,6,16,33,14,4,13,1,0,26,23,23
'081827C0200',8,11,21,50,0,1,5,3,65,29,23,5,25,32,13,2,6,6,1,19,30,26
'081827C0300',8,11,21,41,0,3,11,0,71,25,21,12,16,44,16,4,13,4,1,18,28,24
'081827C0400',8,11,27,51,1,2,9,3,58,37,14,10,23,29,11,3,5,6,1,30,21,27
'081827C0500',8,11,23,43,0,0,11,1,47,35,20,8,15,39,16,1,8,4,2,33,24,17
'081827C0600',8,11,27,53,0,3,12,2,61,31,11,9,23,38,17,4,7,5,2,31,23,22
'081828B0100',8,2,16,25,0,3,1,1,37,19,8,11,9,32,11,3,7,3,0,18,24,17
'081828C0100',8,2,20,40,0,1,7,2,32,11,12,5,16,16,11,5,7,1,2,13,21,15
'081829B0100',8,2,15,29,0,2,4,3,37,15,12,6,12,20,9,2,6,2,1,16,19,12
'081829C0100',8,2,17,35,0,0,3,2,30,12,9,6,14,21,7,1,4,1,0,11,14,17
'081830B0100',8,2,17,25,0,0,6,2,42,15,7,11,17,17,13,3,1,2,1,17,18,17
'081830C0100',8,2,23,34,0,1,6,1,39,23,17,8,17,27,5,9,8,0,0,13,10,16
'081831B0100',8,10,20,47,1,2,12,4,60,31,10,9,20,41,12,3,6,4,0,19,22,17
'081832B0100',8,1,8,26,1,0,5,2,28,14,8,3,7,14,6,5,5,1,0,17,15,20
'081832C0100',8,1,13,29,0,2,1,0,27,17,5,2,10,29,9,2,7,1,0,12,7,16
'081833B0100',8,1,12,38,0,0,8,6,56,30,9,7,19,24,14,3,6,1,0,21,23,25
'081834B0100',8,1,12,35,0,5,3,2,43,24,14,5,16,20,12,2,6,3,0,14,17,26
'081834C0100',8,1,13,20,1,1,5,2,34,21,23,5,10,23,16,5,8,1,0,10,27,12
'081835B0100',8,12,10,26,0,2,7,9,64,23,13,4,20,46,12,3,3,2,1,16,17,20
'081836B0100',8,3,19,34,0,0,7,1,36,31,8,10,14,28,8,2,7,3,1,16,18,16
'081837B0100',8,12,13,41,0,0,3,0,61,28,17,8,16,31,16,3,2,4,0,22,22,19
'081837C0100',8,12,15,36,0,0,8,5,62,19,23,9,26,32,11,3,9,3,0,21,21,22
'081838B0100',8,12,31,29,0,1,2,2,48,25,15,6,24,32,12,5,3,4,0,15,16,20
'081838C0100',8,12,22,27,0,2,5,2,51,30,11,8,17,30,10,13,7,1,0,23,26,20
'081839B0100',8,12,21,43,0,3,5,4,47,16,11,9,17,34,16,3,8,1,0,19,23,13
'081840B0100',8,12,18,51,0,2,3,3,45,31,12,8,22,24,10,2,11,0,0,17,28,15
'081841B0100',8,10,13,46,1,1,11,2,55,29,19,11,19,39,11,6,7,2,1,30,26,29
'081842B0100',8,10,25,52,0,0,7,3,45,25,24,13,22,38,18,5,9,7,0,22,29,20
'081843B0100',8,10,22,47,0,2,6,2,57,24,13,6,16,44,11,5,12,3,0,27,22,25
'081844B0100',8,1,10,23,0,0,5,0,34,23,10,6,15,20,8,4,9,0,0,12,9,11
'081844C0100',8,1,14,19,0,2,6,1,32,13,8,5,15,15,6,2,7,3,0,15,8,14
'081845B0100',8,1,13,21,0,1,2,0,34,12,13,0,9,15,12,5,9,2,0,11,12,14
'081845C0100',8,1,18,18,0,2,5,1,42,15,10,4,13,20,8,3,6,0,0,9,14,12
'081846B0100',8,1,11,12,0,3,3,0,39,15,6,11,6,19,14,1,1,3,1,15,21,10
'081846C0100',8,1,11,20,0,0,3,2,30,11,9,9,9,25,6,4,2,0,0,8,16,12
'081847B0100',8,10,28,43,0,4,4,2,70,20,13,8,13,32,19,2,9,1,1,19,33,25
'081848B0100',8,1,23,24,0,2,6,3,40,27,21,9,13,25,10,4,11,3,0,16,20,13
'081849B0100',8,10,14,47,1,1,5,2,30,23,19,9,17,32,16,5,3,4,2,18,17,18
'081850B0100',8,3,12,26,0,0,4,1,42,13,17,6,27,21,10,1,7,1,0,15,16,21
'081851B0100',8,12,24,39,0,1,7,3,50,27,14,9,17,36,12,1,5,2,1,12,17,15
'081851C0100',8,12,16,33,1,4,3,4,52,22,13,8,16,20,15,2,2,0,0,18,26,22
'081851C0200',8,12,19,35,0,2,9,2,44,21,13,13,24,35,11,4,3,2,0,14,19,15
'081851C0300',8,12,26,37,0,0,4,4,53,26,14,9,14,27,16,3,4,1,1,20,12,16
