CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PFP,PES,RSP,FPM,CNR,NULOS
'320915B0100',32,2,6,2,1,26,14,3,1,5,11,51,2,1,0,3,17,14,21,7,3,37,7,0,1,27,6,10,0,0,2,0,0,27
'320916B0100',32,2,5,6,0,15,13,3,1,6,8,53,0,0,0,3,12,8,10,8,1,34,11,1,1,23,4,4,0,0,0,0,0,24
'320916C0100',32,2,5,5,2,24,15,4,3,3,2,48,2,1,0,2,22,12,16,3,2,35,7,1,1,21,6,2,1,0,2,0,0,23
'320917B0100',32,2,7,3,0,12,10,3,2,2,3,43,1,1,0,3,16,8,13,6,2,30,7,0,0,21,7,5,2,1,1,0,0,15
'320918B0100',32,2,2,1,1,15,20,2,1,1,3,37,0,3,0,1,10,8,16,4,2,20,10,1,0,16,2,6,1,0,1,0,2,16
'320918C0100',32,2,2,2,1,22,9,1,4,5,4,40,1,4,0,1,13,8,14,6,1,18,5,1,0,14,7,6,1,1,1,1,2,20
'320919B0100',32,9,4,2,1,13,7,1,2,5,6,30,0,3,0,2,4,4,14,0,2,21,4,1,0,12,2,0,0,1,0,0,0,17
'320921B0100',32,9,1,1,0,6,7,4,0,1,1,11,0,2,0,0,7,2,10,3,0,5,6,0,1,4,0,3,0,1,1,0,1,7
'320923B0100',32,9,4,5,0,9,8,5,0,3,2,28,3,0,0,2,15,4,18,6,3,23,17,1,0,16,4,6,1,0,0,0,0,12
'320924B0100',32,9,0,0,0,5,5,3,0,3,4,13,0,0,0,2,1,2,1,0,2,5,4,0,0,8,2,1,0,0,1,0,1,9
'320925B0100',32,9,3,1,0,4,4,1,0,0,1,8,0,0,0,0,2,4,3,3,0,5,0,0,0,5,1,0,0,0,0,0,0,5
'320926B0100',32,9,2,6,0,6,5,0,1,4,5,17,1,0,0,1,4,6,4,3,0,13,9,1,0,11,4,3,1,0,0,0,1,8
'320927B0100',32,2,6,9,1,21,13,4,2,7,3,48,3,1,0,4,14,14,19,1,3,29,6,0,0,21,7,5,2,0,0,0,3,34
'320928B0100',32,2,9,6,3,19,12,4,4,7,3,46,1,1,0,3,10,14,13,5,2,25,11,0,2,13,4,8,0,0,1,0,1,27
'320929B0100',32,9,2,3,1,9,7,3,0,2,3,20,1,1,0,1,7,2,3,1,4,11,3,0,0,6,0,2,1,0,1,0,0,9
'320931B0100',32,9,2,4,1,10,3,1,0,2,1,24,0,0,0,0,6,6,7,3,0,9,7,0,0,5,2,3,0,0,0,1,1,8
'320933B0100',32,9,2,4,0,13,11,1,1,1,2,29,0,0,0,3,8,6,15,1,2,20,7,1,0,12,3,4,1,1,1,0,0,13
'320934B0100',32,9,1,1,0,3,5,3,3,0,0,6,1,0,0,0,2,2,4,0,1,7,2,1,0,0,2,2,0,0,1,0,1,4
'320936B0100',32,9,4,2,0,4,4,1,1,1,3,12,1,0,0,3,3,0,4,4,2,15,1,1,0,7,0,1,1,0,0,0,0,9
'320938B0100',32,9,2,1,1,6,5,0,0,1,1,12,0,0,0,2,4,1,3,1,0,3,4,0,0,3,1,1,0,0,1,1,0,12
'320940B0100',32,9,2,0,0,9,5,1,0,1,4,17,0,2,0,0,4,5,6,1,0,14,3,0,0,6,4,0,0,0,1,0,0,8
'320941B0100',32,9,2,1,0,10,7,2,0,0,2,12,0,2,0,1,5,4,6,2,2,13,2,1,0,7,5,5,0,0,0,0,0,4
'320945B0100',32,6,9,8,1,22,20,4,2,6,5,43,3,0,0,1,17,12,11,3,1,27,8,0,0,16,5,3,0,0,2,2,1,25
'320945C0100',32,6,6,3,1,16,19,3,4,8,5,41,2,4,0,2,13,7,15,4,2,22,5,2,0,25,8,6,3,0,1,0,2,27
'320946B0100',32,6,1,4,3,20,14,5,2,4,4,52,1,1,0,2,14,9,12,4,3,30,10,2,1,16,2,3,0,0,1,2,0,23
'320946C0100',32,6,4,2,2,16,10,4,2,5,4,36,2,0,0,3,16,16,12,7,4,19,10,1,0,20,8,4,0,0,1,1,1,18
'320947B0100',32,6,9,3,1,24,19,5,2,3,10,63,4,3,0,5,14,14,21,6,3,43,8,1,1,19,8,13,1,0,0,0,2,23
'320947C0100',32,6,6,4,3,16,12,7,3,5,8,77,2,7,0,4,22,15,23,7,4,40,13,0,0,20,5,7,1,0,2,0,3,29
'320948B0100',32,6,6,7,1,15,16,5,4,4,6,51,1,5,0,5,19,18,25,5,3,30,7,2,1,20,2,5,1,0,1,0,0,30
'320948C0100',32,6,7,3,1,18,21,6,2,7,4,55,1,4,0,4,17,9,19,8,4,40,7,1,1,18,12,3,0,1,0,0,0,21
'320949B0100',32,6,7,1,1,16,13,2,2,4,6,44,1,3,0,3,17,11,12,6,5,30,12,1,1,14,3,2,0,0,2,1,1,19
'320949C0100',32,6,7,2,1,14,16,3,0,2,3,49,0,0,0,5,11,10,17,4,2,37,7,0,1,12,6,7,0,0,1,1,0,24
'320950B0100',32,10,1,1,0,5,6,1,1,2,2,9,0,0,0,0,4,2,7,0,1,8,4,0,0,8,2,5,0,0,0,0,0,6
'320951B0100',32,6,5,6,0,16,15,4,3,5,1,39,4,2,0,3,17,15,8,2,1,17,9,0,0,10,6,6,1,0,0,0,0,29
'320951C0100',32,6,5,1,2,15,8,3,1,4,7,36,2,0,0,1,11,9,22,9,1,38,7,1,0,20,5,4,0,0,0,0,0,28
'320952B0100',32,6,5,11,0,24,16,7,3,4,5,59,3,1,0,2,13,13,23,2,3,36,6,0,0,13,6,6,1,1,2,0,1,34
'320952C0100',32,6,13,3,1,15,14,3,3,5,5,63,0,1,0,1,10,17,19,7,2,39,9,0,1,23,4,2,0,0,1,2,0,33
'320952C0200',32,6,11,4,1,26,21,5,4,9,6,52,4,1,0,5,19,10,15,6,9,47,15,1,0,22,4,6,0,0,1,0,1,26
'320953B0100',32,6,6,9,2,18,11,1,2,6,5,52,2,1,0,3,14,13,15,3,3,27,10,1,1,11,6,8,0,0,2,0,2,22
'320953C0100',32,6,6,6,1,23,9,4,2,5,2,34,3,0,0,4,15,6,18,3,5,30,7,0,1,11,4,8,2,0,2,2,0,27
'320954B0100',32,5,2,5,2,22,15,3,1,5,4,49,3,1,0,2,11,12,13,7,3,26,11,0,1,19,4,4,3,0,0,2,2,21
'320955B0100',32,5,5,5,1,29,19,7,1,6,10,45,2,1,0,5,25,15,23,6,3,34,16,1,1,17,7,10,0,0,3,1,1,26
'320956B0100',32,5,4,3,1,16,16,2,2,7,5,48,1,1,0,1,19,10,15,7,3,29,13,1,0,26,6,5,0,0,1,0,0,31
'320957B0100',32,2,10,2,0,24,20,2,3,7,4,44,2,3,0,2,19,7,21,3,4,39,13,2,1,16,4,5,5,0,0,1,3,36
'320958B0100',32,9,2,6,2,33,13,2,5,8,5,58,3,2,0,3,18,11,26,8,4,36,11,2,0,27,2,4,1,0,1,1,2,35
'320960B0100',32,9,1,0,0,7,4,1,0,1,1,3,0,1,0,0,0,2,3,2,1,10,0,0,0,6,0,2,0,0,0,0,1,8
'320961B0100',32,2,2,4,0,20,9,1,2,3,1,20,3,0,0,1,12,8,16,4,2,26,4,0,0,12,4,1,0,0,2,1,5,28
'320962B0100',32,9,1,0,0,12,10,2,0,2,1,24,0,0,0,3,8,2,10,2,2,14,5,1,0,8,1,2,0,0,0,0,1,8
'320963B0100',32,9,5,3,1,9,9,1,1,6,3,22,3,0,0,2,13,5,8,2,3,15,4,0,0,9,3,3,0,0,1,0,0,9
'320964B0100',32,9,4,4,1,11,11,0,3,7,8,34,1,2,0,1,13,8,17,2,3,27,5,0,0,10,2,4,0,1,1,2,0,17
'320964E0100',32,9,1,0,0,1,1,0,0,2,3,9,0,0,0,0,1,5,5,1,0,6,2,0,0,1,1,0,0,0,1,0,0,4
'320965B0100',32,2,8,7,2,28,20,3,0,5,7,58,1,4,0,3,11,13,19,7,7,42,7,1,1,21,9,9,0,0,0,1,2,23
'320965C0100',32,2,8,5,1,20,15,1,2,3,4,54,1,2,0,5,27,13,24,6,5,28,10,0,1,19,4,8,2,0,0,0,0,29
'320965C0200',32,2,11,4,0,29,22,5,1,4,11,52,2,1,0,3,13,14,12,8,2,38,6,2,1,16,8,6,0,0,0,0,1,37
'320966B0100',32,9,6,8,2,20,23,2,6,4,9,56,2,3,0,2,12,13,17,5,4,37,10,1,0,18,7,7,3,0,0,0,1,23
'320966C0100',32,9,4,7,0,26,16,0,1,5,12,55,0,3,0,5,17,8,27,4,5,37,9,2,0,27,7,7,0,0,0,0,3,27
'320967B0100',32,2,2,6,0,17,9,1,2,5,0,42,1,2,0,2,23,12,13,5,7,33,6,1,0,20,9,9,1,0,1,0,2,24
'320967C0100',32,2,4,5,1,31,7,0,3,1,2,47,2,0,0,5,13,8,15,8,0,27,7,2,0,19,4,3,0,0,0,1,1,27
'320968B0100',32,5,4,3,2,20,24,2,5,11,8,67,0,1,0,4,21,13,21,7,3,42,14,0,1,22,5,9,0,0,1,1,3,33
'320968C0100',32,5,7,7,0,23,23,3,5,3,2,66,3,3,0,3,16,10,24,5,4,43,9,1,0,26,3,7,1,2,0,0,2,36
'320969B0100',32,5,5,6,1,27,24,3,2,5,7,45,0,2,0,2,13,7,18,6,1,40,8,1,0,22,6,3,2,1,0,0,1,34
'320969C0100',32,5,5,10,3,21,18,3,0,3,6,45,3,2,0,4,12,11,21,5,6,49,13,1,0,20,7,8,2,0,3,1,0,25
'320969C0200',32,5,5,5,1,24,15,4,3,4,8,49,2,1,0,5,10,16,23,9,4,43,11,0,1,18,6,6,3,0,0,2,1,28
'320969C0300',32,5,6,7,2,19,14,5,2,2,8,52,2,3,0,4,19,15,22,7,1,34,15,3,0,28,9,3,0,1,1,1,1,35
'320970B0100',32,5,10,10,0,24,24,6,0,5,11,59,1,6,0,8,19,16,23,11,5,45,14,0,1,24,7,13,2,1,1,0,1,37
'320971B0100',32,2,13,7,3,22,24,4,3,4,8,60,1,2,0,5,19,18,23,3,5,35,11,1,2,23,3,6,2,1,1,0,0,30
'320972B0100',32,5,5,2,1,34,16,2,4,12,0,57,0,1,0,3,15,11,17,9,5,35,6,1,0,15,5,5,0,0,0,0,1,22
'320973B0100',32,2,7,6,0,26,20,4,3,9,7,50,2,4,0,5,28,14,26,6,2,30,12,1,0,30,7,12,3,0,0,0,0,26
'320973C0100',32,2,13,5,0,20,14,1,5,7,7,55,1,4,0,3,21,11,22,6,8,32,12,1,1,22,2,8,3,0,2,0,1,34
'320974B0100',32,2,8,2,1,19,20,10,2,4,3,43,1,1,0,3,13,6,16,6,2,31,9,1,0,14,2,8,1,0,2,2,0,18
'320974C0100',32,2,10,5,1,19,15,2,2,7,4,40,3,0,0,3,14,15,11,7,2,22,8,1,0,20,6,3,0,1,0,0,0,30
'320975B0100',32,2,2,4,0,15,11,3,2,5,5,32,0,0,0,1,9,7,12,2,4,33,7,1,0,22,2,4,1,0,0,1,1,26
'320976B0100',32,5,6,5,3,27,14,7,4,10,8,70,0,3,0,3,20,11,17,4,5,50,13,1,0,27,8,10,1,2,1,1,0,39
'320977B0100',32,2,5,3,1,12,11,0,2,4,6,45,2,1,0,6,11,9,11,3,2,31,11,0,0,14,3,8,2,0,0,0,1,14
'320977C0100',32,2,5,5,1,20,8,3,1,2,5,37,1,2,0,4,14,10,16,7,5,24,8,3,0,14,6,7,0,0,2,0,0,17
'320978B0100',32,2,4,7,2,14,19,0,3,4,6,56,3,2,0,5,19,12,13,3,3,30,9,0,0,15,4,3,1,0,1,0,0,21
'320978C0100',32,2,4,6,0,23,14,7,3,1,10,46,2,1,0,4,15,12,14,11,2,26,5,0,1,23,3,2,0,0,1,0,1,33
'320978C0200',32,2,10,5,1,19,17,3,2,8,11,44,3,0,0,7,15,13,17,3,6,24,7,0,0,9,5,2,2,0,0,2,0,37
'320979B0100',32,2,3,3,0,19,14,5,0,2,3,47,2,1,0,5,16,11,14,4,3,27,11,0,0,15,3,8,0,2,2,0,0,31
'320979C0100',32,2,9,4,0,15,19,4,5,5,3,52,4,1,0,5,9,5,12,4,6,27,10,1,1,14,6,4,3,0,0,1,1,17
'320980B0100',32,9,3,2,2,11,11,1,2,2,2,27,2,0,0,2,5,12,10,1,1,17,4,2,0,8,1,4,1,0,0,0,0,15
'320981B0100',32,9,3,0,1,2,5,0,0,0,2,6,2,0,0,0,3,4,3,3,3,10,2,0,0,2,1,1,0,0,0,1,1,13
'320982B0100',32,2,4,2,0,16,18,2,1,9,3,45,2,3,0,2,7,7,17,10,3,34,9,0,0,9,4,6,3,1,0,1,0,20
'320982C0100',32,2,4,4,0,26,14,1,3,9,4,48,3,4,0,3,15,9,14,5,5,31,7,0,0,16,4,3,1,0,0,0,1,22
'320983B0100',32,5,6,7,1,28,18,7,3,3,7,67,2,2,0,3,22,10,18,7,0,46,7,0,0,14,7,4,1,0,1,0,2,29
'320984B0100',32,9,1,1,0,6,8,1,0,2,2,16,0,0,0,0,5,2,4,3,0,6,4,0,0,3,2,3,0,1,0,0,1,8
'320987B0100',32,9,2,5,0,14,9,0,2,1,2,28,0,1,0,1,6,6,11,3,3,14,1,0,0,8,4,6,0,0,1,0,2,18
'320993B0100',32,9,2,1,1,4,3,2,0,0,1,10,0,1,0,0,3,3,2,1,2,7,1,1,0,2,2,1,0,0,0,1,1,6
'320993E0100',32,9,3,1,0,9,2,0,0,2,1,11,1,0,0,0,2,1,5,1,1,12,2,0,1,4,0,1,0,0,0,0,0,4
'320994B0100',32,9,0,0,0,5,2,0,0,2,6,8,0,0,0,1,3,3,3,4,2,10,4,0,0,5,0,3,0,1,0,0,0,7
'320995B0100',32,9,11,0,1,20,11,3,1,3,1,42,2,0,0,2,11,6,12,1,0,16,9,1,0,22,5,8,0,0,1,0,0,17
'320996B0100',32,9,3,4,1,17,9,3,2,2,1,26,0,1,0,2,10,8,12,2,3,27,2,0,2,11,6,7,1,0,0,1,0,17
'320997B0100',32,2,6,1,1,15,13,3,0,0,2,41,0,1,0,4,8,5,17,3,1,27,6,1,0,11,1,5,1,0,1,0,0,14
'320998B0100',32,9,1,2,0,5,6,1,2,2,1,9,0,1,0,1,2,2,8,3,1,7,3,0,0,5,1,3,0,0,0,1,0,11
'320999B0100',32,9,9,4,3,23,17,5,2,5,2,59,0,2,0,5,17,12,21,4,3,41,9,0,0,17,5,12,0,0,0,0,0,31
'321000B0100',32,9,3,2,0,17,9,4,1,3,3,32,2,1,0,1,21,9,13,6,3,22,3,0,0,13,5,4,0,0,0,1,0,15
'321001B0100',32,9,0,0,1,8,3,2,0,3,1,21,1,0,0,1,10,6,7,0,0,15,4,0,0,8,3,7,0,0,1,0,0,10
'321002B0100',32,9,8,7,2,21,22,2,2,3,2,60,1,3,0,3,19,11,19,7,4,23,8,1,1,19,4,7,0,0,1,0,0,25
'321003B0100',32,9,6,7,2,13,13,2,1,8,2,32,1,2,0,4,14,10,12,7,2,22,8,1,0,16,7,6,1,1,0,1,0,27
'321004B0100',32,9,1,2,1,6,5,3,0,0,4,28,1,0,0,1,11,6,4,3,1,20,4,0,0,9,0,2,0,0,1,0,0,9
'321005B0100',32,9,3,4,0,7,6,0,0,3,1,22,3,2,0,1,10,5,3,2,0,15,1,0,0,7,1,3,0,0,1,5,0,7
'321007B0100',32,2,2,3,1,11,6,0,1,2,6,25,1,1,0,3,7,6,10,1,2,21,6,0,1,17,5,7,0,1,1,0,0,13
'321008B0100',32,9,0,0,0,3,4,0,0,1,2,7,0,1,0,3,1,4,1,1,1,9,3,0,0,5,1,1,0,0,1,0,1,6
'321012B0100',32,9,2,2,0,2,8,0,0,1,2,27,1,1,0,2,5,3,8,5,3,13,3,0,1,12,4,2,0,0,0,0,0,10
'321016B0100',32,9,1,1,0,7,5,1,0,3,2,21,0,0,0,0,5,2,7,1,0,16,6,0,1,5,1,4,0,0,2,0,0,12
'321018B0100',32,9,2,1,2,11,12,0,0,2,3,20,2,0,0,1,8,3,12,5,1,10,3,0,1,9,1,3,2,0,1,0,0,11
'321019B0100',32,9,2,0,0,8,8,0,0,1,2,25,1,1,0,0,3,4,6,2,2,16,5,0,1,11,5,5,1,0,0,0,0,17
'321020B0100',32,7,8,4,4,22,20,2,5,9,7,72,0,3,0,2,23,13,23,7,6,34,10,2,0,23,4,8,3,0,2,1,4,29
'321021B0100',32,7,8,7,3,24,28,5,6,5,7,47,1,4,0,1,17,21,22,7,9,34,14,0,0,28,2,17,5,1,1,1,2,26
'321022B0100',32,14,8,6,0,35,15,4,3,3,9,55,4,1,0,3,20,17,21,6,9,50,13,0,2,24,8,11,1,0,0,1,1,32
'321023B0100',32,14,6,2,1,21,20,3,4,5,7,56,1,1,0,5,16,3,15,5,4,35,7,1,0,16,7,7,0,0,1,0,0,26
'321024B0100',32,11,5,7,0,21,8,2,0,9,1,39,1,1,0,6,14,8,12,3,4,23,5,1,0,12,4,5,1,0,2,0,0,18
'321024C0100',32,11,2,6,2,14,9,2,2,6,6,45,1,2,0,4,13,9,13,4,1,25,9,2,0,16,4,5,3,0,0,0,0,19
'321025B0100',32,14,8,3,0,14,10,2,1,4,6,37,1,2,0,0,16,6,12,6,3,28,8,1,0,11,4,6,1,0,0,0,1,20
'321025C0100',32,14,2,3,1,16,23,5,5,6,9,46,1,3,0,4,14,10,11,8,2,25,8,0,0,12,3,5,1,0,1,0,1,27
'321026B0100',32,14,5,1,0,18,18,2,4,4,3,54,1,0,0,3,13,3,16,4,3,31,13,1,0,21,5,2,0,0,1,0,0,19
'321026C0100',32,14,8,6,1,19,15,5,3,3,6,43,0,1,0,1,16,7,8,8,3,32,9,2,1,19,2,3,2,0,0,2,4,23
'321027B0100',32,11,1,3,0,11,7,1,0,2,1,20,1,0,0,3,7,8,9,2,2,18,3,2,0,9,4,3,1,0,1,0,0,18
'321028B0100',32,14,8,9,1,23,15,1,2,2,7,42,2,3,0,6,8,7,14,4,4,39,11,0,1,12,2,5,3,0,0,3,0,22
'321028C0100',32,14,5,7,1,16,13,3,1,4,6,39,0,4,0,2,11,7,15,5,3,29,6,0,1,17,6,7,2,0,1,0,0,23
'321029B0100',32,14,9,4,1,18,12,3,3,4,4,41,3,1,0,2,21,13,10,6,7,33,10,0,0,23,6,5,1,0,0,0,0,30
'321030B0100',32,14,8,5,2,23,21,3,4,10,7,68,1,1,0,0,18,13,27,8,7,33,11,4,0,23,6,3,2,0,1,0,3,41
'321030C0100',32,14,7,3,1,19,22,9,5,8,6,66,3,1,0,4,24,14,21,9,9,44,8,0,1,26,3,6,1,1,2,0,0,29
'321031B0100',32,14,3,4,0,15,8,3,1,2,6,43,0,1,0,4,14,11,17,5,4,26,6,1,0,13,3,6,1,1,0,1,1,20
'321031C0100',32,14,4,8,2,18,15,1,2,2,2,35,2,2,0,1,8,11,12,4,2,31,10,0,1,12,4,5,0,1,3,0,2,22
'321032B0100',32,14,2,5,0,19,28,3,4,6,7,63,5,3,0,6,16,9,15,6,4,39,14,2,1,22,7,6,0,1,4,0,3,39
'321033B0100',32,14,4,5,1,22,17,4,1,6,3,41,2,0,0,3,9,10,16,2,0,34,12,0,0,13,3,9,0,0,1,0,1,26
'321033C0100',32,14,3,5,0,12,16,6,0,6,4,35,3,1,0,3,14,10,18,3,2,30,12,0,0,15,4,6,0,0,0,0,1,23
'321034B0100',32,11,5,4,1,13,12,1,1,4,1,35,1,1,0,5,13,8,12,0,2,27,6,1,0,9,4,5,2,1,0,0,0,19
'321035B0100',32,11,6,0,0,3,7,2,2,3,1,14,1,0,0,0,6,2,10,0,0,9,1,0,0,4,0,1,0,0,3,0,0,4
'321036B0100',32,2,4,5,5,30,14,1,2,4,6,54,1,2,0,4,15,16,18,6,3,33,6,0,0,22,4,4,2,0,0,2,0,22
'321036C0100',32,2,8,10,0,19,20,2,2,6,9,52,4,2,0,3,14,9,17,6,3,45,12,2,1,18,4,5,0,0,1,0,0,27
'321036C0200',32,2,10,5,0,26,22,1,1,8,12,61,3,2,0,3,13,11,23,5,2,41,12,1,0,20,8,7,0,0,1,0,2,40
'321037B0100',32,5,5,5,2,21,13,7,1,4,6,48,1,0,0,1,15,18,23,8,3,33,4,0,0,15,4,3,1,0,0,0,1,32
'321037C0100',32,5,8,7,0,15,12,6,2,2,8,46,0,1,0,2,14,10,20,5,4,32,9,2,0,19,7,8,0,0,0,0,0,29
'321038B0100',32,5,5,9,0,25,18,3,3,2,5,44,1,0,0,2,11,15,16,7,3,30,12,0,0,14,4,5,0,0,0,1,2,29
'321038C0100',32,5,4,4,1,26,14,2,4,5,3,48,4,2,0,1,19,6,15,5,5,23,3,0,1,15,7,7,1,0,1,0,1,29
'321039B0100',32,2,6,0,1,17,16,2,0,3,2,37,2,2,0,2,8,6,19,5,5,39,4,0,0,16,4,4,0,2,1,2,1,13
'321039S0100',32,2,20,9,1,48,29,4,8,10,12,94,3,5,0,10,30,30,41,9,2,89,18,1,0,30,11,13,2,0,1,0,3,49
'321040B0100',32,5,3,3,0,16,9,2,2,7,6,35,1,1,0,3,22,15,10,3,3,24,6,1,0,22,7,8,2,0,1,2,0,20
'321041B0100',32,9,9,5,1,22,16,3,1,4,2,46,2,4,0,2,13,17,14,3,1,39,11,2,0,23,4,7,4,0,0,3,0,27
'321041C0100',32,9,7,8,0,17,17,7,6,8,7,52,2,1,0,3,9,12,21,7,8,48,16,1,0,16,9,7,0,1,1,1,0,26
'321041C0200',32,9,11,5,2,25,14,2,2,4,4,63,4,4,0,4,18,13,18,7,2,40,16,0,0,21,4,2,3,0,1,1,0,29
'321041C0300',32,9,6,6,3,12,9,1,3,5,7,59,0,0,0,8,20,15,15,8,2,31,12,2,0,11,5,5,2,0,2,1,3,27
'321042B0100',32,5,9,2,0,26,18,3,1,10,5,47,0,3,0,5,14,12,23,5,2,28,9,2,1,16,5,7,2,0,1,0,5,36
'321042C0100',32,5,9,3,1,30,13,4,4,6,7,63,2,2,0,2,16,16,22,6,2,41,13,0,0,16,9,9,0,0,1,1,0,25
'321043B0100',32,5,8,7,1,23,20,7,4,5,6,58,0,1,0,4,17,7,22,5,5,43,15,0,0,15,4,11,0,0,2,0,2,41
'321043C0100',32,5,1,5,3,20,20,2,1,5,4,64,3,2,0,3,16,16,19,5,3,37,8,1,0,21,7,7,3,0,2,0,2,22
'321044B0100',32,5,3,3,2,19,15,3,1,4,8,75,1,2,0,5,15,13,35,8,4,48,14,2,0,26,7,3,5,1,0,0,3,48
'321045B0100',32,2,9,5,2,28,23,1,5,6,5,77,3,1,0,5,19,16,24,4,5,44,13,0,0,24,5,4,1,0,1,2,1,37
'321046B0100',32,2,4,1,1,12,12,3,1,4,3,38,2,1,0,2,11,12,17,4,2,23,7,0,0,13,4,5,0,0,0,0,0,23
'321046C0100',32,2,3,1,0,16,12,3,4,1,4,43,0,4,0,0,12,12,19,3,5,24,10,0,0,7,2,2,2,0,1,0,1,14
'321047B0100',32,2,6,6,0,20,22,2,2,4,3,49,2,2,0,1,10,9,20,9,3,28,9,1,1,14,4,6,1,0,1,2,1,27
'321047C0100',32,2,3,4,2,23,18,5,1,5,6,55,2,0,0,2,11,11,17,5,4,38,7,2,1,21,5,5,2,0,2,0,1,29
'321047C0200',32,2,5,3,0,17,23,4,2,6,4,37,3,0,0,4,20,16,13,4,9,26,12,1,0,22,9,10,2,0,0,0,1,36
'321048B0100',32,2,7,3,0,11,20,5,2,4,5,32,1,1,0,2,12,2,9,1,5,25,6,2,0,15,5,4,1,1,0,0,1,15
'321048C0100',32,2,7,2,1,24,9,3,3,4,2,37,3,2,0,4,10,7,18,5,3,21,6,0,0,15,3,3,0,0,1,0,1,23
'321049B0100',32,9,2,7,1,19,16,3,3,8,4,58,1,1,0,3,11,11,16,6,4,35,9,2,0,14,2,3,0,0,0,1,0,31
'321049C0100',32,9,7,3,0,22,14,1,2,4,7,55,1,1,0,3,6,7,16,5,6,34,15,1,0,13,4,8,1,0,0,0,0,29
'321050B0100',32,9,6,5,1,13,8,6,1,3,3,33,0,1,0,5,14,9,15,9,4,38,13,0,0,15,3,8,3,1,0,1,1,20
'321051B0100',32,9,8,7,0,21,16,4,3,3,10,58,2,3,0,3,14,9,19,9,5,33,9,0,0,23,5,10,1,3,1,1,1,33
'321051C0100',32,9,8,5,2,21,13,4,1,3,11,65,3,1,0,1,18,12,22,6,4,33,4,0,0,18,8,3,5,0,3,2,1,27
'321052B0100',32,9,10,5,3,14,15,5,2,5,7,30,1,1,0,3,16,6,7,3,3,20,5,1,0,8,5,4,1,1,0,0,3,14
'321053B0100',32,2,3,3,0,7,12,3,0,3,2,20,2,0,0,1,10,5,2,7,0,16,5,0,0,14,1,3,4,0,1,0,1,14
'321054B0100',32,9,1,1,0,19,12,4,0,3,5,23,0,4,0,3,16,5,19,4,2,33,3,0,0,16,1,5,0,0,1,0,1,18
'321054C0100',32,9,3,3,0,12,11,3,2,2,4,48,1,0,0,2,16,5,14,2,1,16,2,0,0,9,4,8,0,0,3,0,0,21
'321055B0100',32,9,1,5,0,14,21,3,2,1,3,35,0,1,0,3,9,4,10,1,2,25,8,0,0,15,6,3,1,1,0,1,0,15
'321056B0100',32,9,3,2,5,14,16,6,1,2,5,40,3,2,0,3,19,7,17,4,7,36,7,1,0,9,11,7,0,0,0,3,0,23
'321056C0100',32,9,8,7,2,20,17,2,0,2,11,43,3,2,0,0,16,8,16,6,2,27,16,1,0,14,7,6,1,0,0,1,1,15
'321057B0100',32,9,4,6,1,23,20,5,1,6,6,67,1,2,0,3,15,10,23,7,3,35,11,0,0,19,4,6,1,0,1,1,1,25
'321057C0100',32,9,6,7,1,21,22,6,2,2,6,46,4,0,0,2,15,15,19,6,3,36,6,2,1,21,4,6,2,0,1,0,3,26
'321058B0100',32,9,3,3,1,12,12,4,2,6,5,39,1,0,0,2,14,4,11,5,2,23,7,1,0,14,5,4,0,0,0,0,0,23
'321058C0100',32,9,4,1,0,11,13,3,1,4,0,27,3,1,0,5,14,9,11,1,1,34,9,0,0,20,1,7,0,1,0,1,2,24
'321059B0100',32,9,4,6,0,17,11,2,3,5,5,39,2,1,0,3,13,7,17,9,3,39,5,1,0,22,5,7,1,0,1,2,0,25
'321060B0100',32,9,9,6,1,24,15,2,4,8,5,55,3,3,0,6,9,12,29,8,7,55,17,0,0,18,6,9,1,0,1,1,2,30
'321061B0100',32,9,0,0,0,6,3,0,1,1,1,11,0,1,0,2,3,1,5,0,1,12,2,1,0,9,0,2,1,0,0,0,0,8
'321062B0100',32,9,3,1,0,10,9,4,2,2,2,19,0,1,0,1,5,1,4,1,4,16,5,0,0,7,3,1,1,0,0,0,2,12
'321063B0100',32,9,2,5,0,21,13,2,3,1,4,26,2,2,0,5,10,10,15,2,2,21,9,1,0,16,3,1,2,0,1,1,0,17
'321064B0100',32,9,9,5,1,26,18,6,4,6,7,53,2,0,0,4,19,15,20,7,2,44,12,1,0,25,9,6,1,0,0,1,2,33
'321065B0100',32,9,3,3,1,10,9,3,1,2,3,19,1,0,0,2,9,5,6,4,1,23,5,1,0,11,1,2,0,0,1,1,1,18
'321066B0100',32,9,4,2,2,15,10,4,1,4,4,48,1,0,0,1,12,8,19,3,4,30,9,0,0,19,1,7,5,0,0,0,1,21
'321066C0100',32,9,4,4,1,24,19,3,2,2,7,37,3,0,0,1,14,8,19,6,2,32,9,0,1,13,5,4,0,1,1,0,3,32
'321067B0100',32,9,8,4,0,23,27,5,4,5,8,60,3,2,0,1,17,18,18,5,5,42,10,1,1,18,6,5,0,0,4,0,1,29
