CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PFP,PES,RSP,FPM,CNR,NULOS
'320792B0100',32,14,8,3,2,22,20,3,5,7,5,39,1,1,0,1,17,11,16,6,3,36,14,0,0,20,3,12,3,0,3,1,2,34
'321114B0100',32,14,5,3,1,28,14,2,2,3,6,58,1,3,0,3,14,9,25,9,4,37,5,0,1,19,3,7,0,1,0,1,2,22
'320533C0100',32,14,7,1,2,28,10,4,5,8,10,61,2,0,0,5,11,9,17,4,3,42,14,0,0,22,11,9,0,0,0,0,2,22
'320449C0100',32,14,3,2,0,13,23,2,0,3,5,40,1,4,0,1,9,5,14,5,1,16,7,1,0,15,4,8,1,0,0,0,0,21
'320539C0500',32,14,3,5,0,21,18,5,3,2,4,60,3,1,0,2,19,12,22,10,6,53,11,0,1,24,7,4,1,1,3,1,2,36
'320790B0100',32,14,5,5,1,21,6,7,1,2,5,34,1,0,0,4,10,4,17,3,3,22,10,0,0,16,4,8,0,1,1,0,3,33
'321098B0100',32,14,7,2,1,11,7,1,2,5,5,23,1,0,0,1,13,7,12,2,2,17,8,0,0,12,2,5,1,0,0,0,0,12
'321666B0100',32,14,4,4,0,20,22,2,2,3,10,47,3,4,0,3,9,8,19,9,3,34,9,1,2,19,6,6,0,1,0,0,1,26
'321023B0100',32,14,6,2,1,21,20,3,4,5,7,56,1,1,0,5,16,3,15,5,4,35,7,1,0,16,7,7,0,0,1,0,0,26
'320454B0100',32,14,8,3,2,10,8,5,2,4,3,30,2,0,0,5,13,8,15,6,3,26,5,1,0,11,0,3,0,0,1,1,0,19
'320453B0100',32,14,3,2,2,24,26,2,1,3,5,45,5,0,0,6,11,16,25,5,2,33,11,2,1,19,5,4,1,0,0,0,0,21
'321175B0100',32,14,3,3,0,11,9,1,0,4,0,25,1,1,0,3,10,5,9,2,2,21,6,2,0,12,2,3,0,0,2,0,2,13
'321665B0100',32,14,4,4,2,26,29,3,2,4,2,36,1,0,0,10,16,12,19,7,2,29,6,1,0,16,3,6,0,0,2,0,2,23
'321129B0100',32,14,3,9,1,20,20,2,1,3,4,48,0,3,0,0,11,14,29,7,1,30,11,1,0,14,5,7,0,0,3,1,1,32
'320520C0200',32,14,6,1,1,22,16,3,2,6,2,57,2,0,0,2,16,13,17,4,2,34,11,2,0,21,3,2,0,1,0,4,2,31
'321118C0100',32,14,3,1,0,18,13,1,1,2,3,42,0,1,0,2,6,7,12,4,3,25,8,2,1,11,2,6,0,1,0,0,3,22
'320443B0100',32,14,3,8,4,18,7,4,2,6,1,42,1,3,0,3,9,12,21,5,2,40,5,3,3,19,3,4,1,0,0,2,0,22
'321111C0100',32,14,6,5,4,27,14,5,2,2,10,50,0,1,0,3,18,13,23,4,9,45,7,2,0,23,3,1,1,0,1,3,3,25
'321142B0100',32,14,6,2,0,17,15,4,2,2,3,45,0,0,0,5,9,14,20,3,5,42,10,0,0,17,1,3,0,0,0,0,0,22
'321134C0100',32,14,6,5,0,12,11,2,2,2,4,33,2,0,0,5,13,12,7,0,3,18,6,4,0,8,2,5,1,0,0,0,2,20
'321127B0100',32,14,5,4,1,19,20,4,4,4,1,45,3,3,0,4,11,11,16,7,1,25,11,0,0,15,6,8,1,0,1,0,1,19
'321174B0100',32,14,10,3,1,19,17,2,2,1,1,42,1,1,0,4,15,8,16,3,3,31,4,1,0,17,3,5,2,0,1,0,0,25
'320528C0200',32,14,4,7,1,18,15,2,1,3,5,49,2,3,0,3,22,7,23,6,0,38,6,0,0,16,9,6,1,0,2,0,2,29
