CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,PT,MC,MORENA_PANAL,PES,RSP,FPM,CI1,CNR,NULOS
'060236E0102',6,5,34,27,6,19,4,28,14,35,52,54,1,31,2,2,33,0,13
'060236E0103',6,5,28,37,4,12,3,22,15,30,53,50,7,25,6,2,47,0,13
'060236E0104',6,5,28,33,8,22,1,17,10,35,55,55,4,25,0,3,42,0,17
'060236E0200',6,5,39,34,9,18,7,13,20,26,55,54,3,25,3,5,41,0,17
'060236E0201',6,5,33,30,10,15,4,23,9,28,42,69,4,19,1,4,45,0,10
'060236E0202',6,5,27,40,4,20,2,12,16,18,58,59,3,21,1,3,22,0,13
'060236E0203',6,5,27,42,3,25,4,25,13,22,48,48,3,21,5,7,38,0,7
'060236E0300',6,5,31,40,7,28,3,17,18,30,55,74,5,18,0,3,29,0,7
'060236E0301',6,5,26,32,3,28,2,25,16,26,50,54,3,20,2,6,47,0,14
'060236E0302',6,5,25,35,4,17,7,20,22,22,61,53,4,29,7,7,27,0,17
'060236E0303',6,5,36,29,8,17,3,25,15,21,49,59,2,22,3,2,51,0,16
'060237B0100',6,5,33,39,5,24,3,14,12,32,54,59,5,28,0,5,35,0,19
'060237C0100',6,5,33,34,3,10,9,22,20,28,48,64,3,18,2,6,40,0,9
'060237C0200',6,5,26,39,7,20,3,16,17,19,49,50,3,26,1,2,28,1,15
'060238B0100',6,2,28,37,5,13,4,17,19,27,57,59,2,28,1,1,29,0,12
'060238C0100',6,2,39,29,12,24,2,22,14,26,50,56,2,20,1,0,30,0,18
'060238C0200',6,2,26,36,3,17,3,23,11,22,55,49,3,21,1,2,30,0,19
'060238C0300',6,2,29,28,6,23,7,12,12,24,56,51,5,16,1,4,31,0,14
'060238C0400',6,2,29,26,5,23,2,19,16,19,73,55,2,21,5,4,30,1,10
'060238E0100',6,2,26,39,6,14,3,14,17,23,50,57,3,18,1,3,38,1,9
'060238E0101',6,2,21,43,7,23,2,9,13,26,49,59,2,22,2,4,33,0,19
'060238E0102',6,2,28,27,7,20,2,21,14,28,49,56,2,21,3,3,28,0,8
'060238E0103',6,2,35,42,6,17,3,25,15,28,42,60,2,19,1,5,31,0,14
'060238E0104',6,2,31,34,4,18,8,19,20,27,43,52,2,20,1,2,36,0,14
'060238E0105',6,2,30,51,7,16,4,16,6,24,52,47,0,24,3,2,31,1,5
'060238E0200',6,2,34,30,5,19,1,27,9,20,62,67,2,21,4,2,28,0,5
'060238E0201',6,2,34,30,7,16,3,22,9,20,50,51,2,25,2,5,29,0,11
'060238E0202',6,2,24,35,4,17,2,25,13,33,54,57,2,23,1,2,43,0,16
'060238E0203',6,2,32,26,2,22,3,22,11,30,49,54,5,28,2,4,37,1,17
'060238E0204',6,2,30,35,7,24,2,21,8,27,54,56,2,27,0,6,39,1,10
'060238E0205',6,2,21,46,7,19,3,18,12,29,54,54,6,23,4,3,42,1,12
'060238E0206',6,2,30,37,8,22,3,15,19,29,49,53,1,18,2,3,34,1,16
'060238E0300',6,2,32,30,4,23,6,23,11,21,53,62,7,24,2,2,37,0,9
'060238E0301',6,2,33,37,11,21,9,20,7,33,57,57,7,22,2,2,38,0,13
'060238E0302',6,2,35,38,8,22,2,22,9,24,53,60,2,26,2,2,39,1,15
'060239B0100',6,2,16,25,9,15,3,14,7,14,36,51,4,13,1,1,25,0,11
'060239C0100',6,2,20,20,8,11,0,15,10,12,35,37,4,17,2,2,26,0,8
'060240B0100',6,6,27,45,11,15,5,19,14,32,60,61,3,24,4,3,41,0,13
'060240C0100',6,6,35,33,3,18,1,21,16,21,66,51,4,24,1,5,35,0,14
'060241B0100',6,5,27,32,4,12,5,25,16,37,47,51,4,21,3,3,37,0,18
'060241S0100',6,5,54,58,15,34,9,37,25,34,87,123,11,44,3,6,60,0,21
'060242B0100',6,2,26,32,4,27,6,15,16,19,50,56,4,21,4,1,38,1,11
'060243B0100',6,2,23,27,6,14,2,27,12,20,49,57,2,27,1,4,29,0,13
'060243C0100',6,2,30,38,5,17,3,12,15,18,54,58,4,19,2,4,30,0,16
'060243C0200',6,2,23,34,8,16,3,21,12,19,51,59,1,18,2,2,33,0,16
'060244B0100',6,2,30,39,6,11,3,16,15,25,59,65,3,27,7,6,31,0,17
'060244C0100',6,2,21,38,8,24,3,29,15,33,51,65,1,22,1,6,24,0,13
'060244C0200',6,2,24,29,5,27,0,18,16,20,65,65,2,21,0,4,41,1,17
'060244C0300',6,2,31,34,13,24,8,20,8,19,55,64,2,22,1,1,41,0,12
'060244C0400',6,2,32,33,6,16,3,19,18,26,56,54,4,15,2,2,43,0,10
'060244C0500',6,2,25,32,7,21,10,20,12,25,66,46,2,18,2,7,49,0,12
'060244C0600',6,2,32,33,6,17,2,28,24,22,42,57,5,24,1,4,28,0,10
'060244C0700',6,2,22,42,10,24,8,12,15,18,52,70,5,22,2,2,43,0,10
'060244C0800',6,2,37,41,12,14,2,28,11,17,43,48,4,20,2,2,37,0,15
'060244C0900',6,2,24,29,8,21,2,22,10,25,47,49,1,17,1,8,37,0,9
'060244C1000',6,2,27,34,10,20,2,22,9,23,65,49,4,27,2,4,32,1,11
'060244C1100',6,2,26,42,9,16,6,24,18,27,47,48,4,17,1,3,37,0,9
'060245B0100',6,5,29,36,8,16,3,18,12,38,50,60,7,22,4,4,39,0,12
'060245C0100',6,5,33,31,5,22,3,12,14,29,55,62,6,24,3,2,32,1,12
'060245C0200',6,5,23,27,3,21,7,19,14,26,52,61,4,26,2,3,47,0,14
'060246B0100',6,2,26,25,5,17,3,15,12,19,48,55,8,18,0,3,42,0,11
'060246C0100',6,2,23,30,4,16,3,13,16,23,47,50,2,18,0,5,28,0,9
'060246C0200',6,2,31,32,4,12,8,17,12,18,39,48,5,16,2,4,42,0,17
'060246C0300',6,2,28,38,8,20,7,17,8,25,43,49,2,16,1,3,37,0,16
'060247B0100',6,5,10,12,3,8,2,11,6,13,18,20,0,14,1,2,17,0,4
'060247S0100',6,5,61,61,15,30,4,28,28,48,97,101,10,34,4,2,58,0,21
'060248B0100',6,2,33,31,3,22,5,23,16,28,46,63,4,29,1,3,43,0,10
'060248C0100',6,2,24,39,10,18,5,24,19,34,49,53,7,14,5,3,30,1,12
'060248C0200',6,2,24,35,8,22,4,25,20,21,59,56,6,18,0,2,31,1,10
'060248C0300',6,2,29,38,7,19,4,8,13,19,45,59,3,21,1,4,31,1,6
'060248C0400',6,2,26,34,7,26,4,20,18,22,47,60,4,20,4,2,29,0,8
'060248C0500',6,2,31,36,7,18,6,16,13,25,58,64,2,19,4,3,38,0,15
'060248E0100',6,2,34,27,8,23,4,24,23,37,56,51,2,33,1,2,35,0,10
'060248E0101',6,2,36,40,4,15,4,16,15,21,50,52,4,22,0,2,32,0,11
'060248E0102',6,2,23,24,6,11,13,27,15,25,60,63,5,16,4,4,42,0,7
'060248E0103',6,2,36,33,4,20,4,14,21,21,55,55,1,29,5,3,38,1,14
'060248E0200',6,2,30,40,15,22,3,21,10,33,43,75,4,13,3,5,41,0,10
'060248E0201',6,2,25,43,11,18,6,30,23,37,48,66,5,22,2,1,32,0,13
'060248E0202',6,2,31,43,5,20,7,16,21,30,55,54,3,27,0,4,51,1,17
'060248E0203',6,2,29,44,7,12,3,21,16,24,58,66,7,30,3,1,41,0,18
'060248E0204',6,2,29,33,12,15,3,19,18,27,72,48,4,32,1,2,47,0,15
'060248E0205',6,2,31,34,6,30,5,20,12,36,54,49,7,28,4,4,37,0,17
'060248E0206',6,2,28,45,5,17,2,31,11,25,60,62,4,18,3,2,27,0,20
'060248S0100',6,2,46,68,12,38,6,41,20,36,81,105,5,31,4,3,72,1,22
'060249B0100',6,2,38,27,3,21,8,15,23,26,53,59,0,18,3,3,50,0,11
'060250B0100',6,2,36,36,13,14,5,20,17,29,47,58,4,25,4,2,32,0,10
'060250C0100',6,2,31,39,6,19,2,21,15,22,57,64,2,19,1,5,32,0,14
'060250C0200',6,2,38,35,5,14,3,17,18,26,53,66,7,21,2,4,35,0,12
'060250C0300',6,2,16,45,3,15,2,24,18,27,62,61,3,28,2,3,31,0,15
'060250C0400',6,2,28,38,12,20,4,25,19,21,51,55,1,23,1,2,34,0,15
'060250C0500',6,2,28,30,9,22,1,23,16,17,61,67,2,23,4,4,45,0,9
'060250E0100',6,2,31,38,6,19,4,19,10,26,51,55,4,27,2,2,36,2,17
'060250E0101',6,2,29,39,9,21,9,19,17,18,53,60,2,26,3,7,40,0,20
'060250E0102',6,2,32,31,11,24,6,16,12,33,58,53,2,20,2,6,39,1,12
'060250E0103',6,2,23,32,15,26,3,20,12,33,50,49,8,32,4,4,34,0,12
'060250E0200',6,2,18,33,6,10,3,22,12,16,35,50,2,22,2,8,44,0,11
'060250E0201',6,2,25,30,7,16,2,21,16,20,40,49,1,26,2,5,29,0,12
'060250E0202',6,2,31,30,5,8,5,24,17,17,39,54,6,32,1,3,41,0,21
'060250E0203',6,2,21,33,7,17,2,17,7,26,40,40,2,28,0,1,36,0,12
'060250E0300',6,2,22,34,7,19,6,19,6,27,37,70,5,26,4,2,30,0,9
'060250E0301',6,2,30,34,7,24,2,23,11,23,50,53,3,22,4,3,31,0,12
'060250E0302',6,2,23,34,5,13,0,17,16,31,56,52,6,24,2,4,31,0,20
'060250E0303',6,2,30,27,3,21,4,28,15,28,56,59,3,21,3,0,31,0,12
'060251B0100',6,2,33,38,9,18,9,19,13,21,38,55,6,16,1,8,42,1,8
'060251C0100',6,2,32,36,8,15,6,16,12,22,60,51,6,20,0,3,26,1,14
'060251C0200',6,2,34,29,3,19,2,10,12,25,44,55,5,22,3,1,33,0,13
'060251C0300',6,2,27,40,3,13,2,17,11,35,58,42,0,20,3,5,33,1,12
'060251C0400',6,2,34,23,9,21,3,20,9,22,47,42,1,19,3,4,37,0,14
'060251C0500',6,2,27,31,8,22,0,18,14,25,43,56,2,16,2,3,27,0,12
'060252B0100',6,2,18,21,8,15,2,16,5,26,45,37,4,27,2,2,34,0,16
'060252C0100',6,2,28,41,5,14,3,15,11,11,35,47,3,19,1,3,29,0,5
'060252C0200',6,2,32,26,5,12,4,17,10,19,41,45,3,13,3,2,26,1,5
'060253B0100',6,6,32,35,6,20,4,24,12,29,43,47,1,19,2,0,34,1,15
'060253C0100',6,6,33,39,10,15,5,20,18,33,53,55,7,23,3,3,35,0,13
'060254B0100',6,2,24,23,3,20,2,21,15,21,47,35,0,18,1,4,28,0,12
'060255B0100',6,2,19,20,7,10,0,5,9,18,34,35,2,13,1,1,22,0,6
'060256B0100',6,2,13,19,3,10,3,9,7,16,29,36,1,9,3,3,33,0,6
'060256C0100',6,2,16,18,1,18,0,6,8,15,38,32,1,11,2,0,20,0,6
'060257B0100',6,5,19,23,3,17,2,15,12,15,34,44,3,19,4,1,21,0,12
'060257C0100',6,5,29,36,6,11,3,14,8,29,38,48,1,13,0,4,32,1,14
'060258B0100',6,6,32,37,12,15,1,13,12,27,43,52,3,20,3,3,34,0,15
'060258C0100',6,6,24,35,10,22,1,19,12,25,49,46,2,14,1,5,31,0,16
'060258C0200',6,6,31,35,7,21,1,10,13,33,47,36,3,25,1,3,40,0,11
'060258C0300',6,6,28,28,4,13,3,24,11,21,53,67,9,18,4,2,28,0,14
'060258C0400',6,6,27,32,8,17,6,11,11,25,44,52,5,28,1,2,31,1,14
'060259B0100',6,6,31,30,6,21,5,13,9,16,37,41,3,18,3,4,26,0,9
'060259C0100',6,6,14,29,4,19,4,20,13,14,52,42,0,15,0,2,39,0,12
'060259C0200',6,6,20,24,6,15,2,24,8,20,46,46,3,14,0,3,24,0,12
'060260B0100',6,5,28,33,12,16,3,28,19,27,49,55,1,19,2,4,27,0,14
'060260C0100',6,5,28,32,9,21,5,15,12,28,63,47,4,20,2,2,30,1,15
'060260C0200',6,5,35,32,7,14,4,23,9,24,46,48,1,19,5,6,38,1,10
'060260C0300',6,5,36,33,7,20,5,24,17,20,44,51,3,17,2,1,45,0,8
'060261B0100',6,6,27,23,3,14,3,23,12,24,48,45,1,14,1,3,31,0,11
'060261C0100',6,6,36,25,4,15,4,17,8,24,43,35,4,17,1,2,36,1,16
'060261C0200',6,6,27,28,5,18,4,21,10,18,37,35,3,19,1,0,34,0,9
'060262B0100',6,2,31,34,6,16,1,24,14,24,54,52,4,20,2,2,32,0,11
'060262C0100',6,2,29,30,9,26,3,28,7,21,49,44,6,24,2,6,40,0,17
'060263B0100',6,5,20,30,4,25,6,15,11,22,41,39,2,18,2,1,38,1,18
'060263C0100',6,5,27,31,10,16,3,15,12,22,35,56,3,14,1,3,45,0,14
'060264B0100',6,6,37,35,6,12,6,13,16,21,40,53,4,11,3,3,31,0,7
'060264C0100',6,6,24,20,7,19,9,14,12,27,56,43,1,21,3,3,25,1,9
'060264C0200',6,6,27,30,7,12,1,17,10,23,53,49,4,26,0,1,39,0,8
'060265B0100',6,5,13,27,1,13,5,23,9,22,39,40,3,17,1,3,31,0,15
'060266B0100',6,6,30,31,6,22,6,17,10,20,61,51,4,18,0,1,26,0,15
'060267B0100',6,6,24,32,7,14,2,14,12,23,49,54,4,17,1,2,38,0,11
'060267E0100',6,6,22,33,7,16,2,16,22,32,46,48,1,14,3,3,44,0,10
'060267E0200',6,6,16,24,8,6,3,16,7,21,26,49,5,15,3,4,31,0,10
'060268B0100',6,2,26,35,8,13,2,21,17,25,35,45,3,13,0,2,36,0,8
'060269B0100',6,6,33,38,7,13,2,15,7,22,41,49,6,14,2,1,45,0,10
'060269C0100',6,6,24,29,7,19,2,17,18,17,45,49,0,27,3,4,34,0,9
'060269C0200',6,6,17,30,10,14,3,15,13,26,54,52,1,10,4,2,30,0,13
'060270B0100',6,6,20,26,4,17,1,8,9,20,31,43,1,16,1,6,26,0,10
'060270C0100',6,6,22,24,8,9,4,14,11,19,58,45,6,20,3,0,28,0,5
'060270C0200',6,6,20,25,6,13,5,19,7,14,42,46,1,17,3,5,27,1,12
'060271B0100',6,2,22,30,7,8,4,18,16,16,59,40,1,18,4,3,35,0,19
'060271C0100',6,2,23,25,8,15,3,13,10,24,42,51,3,19,4,4,31,0,13
'060271C0200',6,2,17,27,8,19,2,23,17,15,50,54,4,18,3,3,30,0,15
'060272B0100',6,6,29,33,8,19,0,21,10,13,49,54,3,20,4,3,30,0,11
'060272C0100',6,6,16,36,6,14,4,23,10,27,61,37,5,26,4,4,21,0,12
'060273B0100',6,6,8,10,6,10,2,11,2,11,22,24,3,11,0,5,15,0,5
'060273E0100',6,6,22,30,4,8,0,18,6,16,42,40,1,14,2,4,25,0,9
'060274B0100',6,5,10,8,1,3,1,4,2,4,12,9,0,3,0,0,7,0,2
'060274E0100',6,5,9,15,4,11,2,8,6,7,24,22,3,9,0,2,16,0,5
'060275B0100',6,5,16,13,4,10,3,13,10,14,35,25,2,17,2,2,31,1,5
'060275C0100',6,5,19,24,6,13,2,14,6,15,31,25,2,15,0,0,23,0,8
'060275E0100',6,5,4,4,3,3,2,2,4,3,15,6,0,2,0,0,7,0,3
'060276B0100',6,6,21,28,4,11,1,6,6,24,36,28,1,21,2,1,17,0,9
'060276C0100',6,6,16,20,3,7,6,11,10,11,50,45,0,16,1,6,27,1,7
'060276E0100',6,6,5,1,1,6,1,3,1,5,3,9,2,2,2,0,5,0,1
'060277B0100',6,6,34,38,5,25,1,16,18,14,48,51,0,13,2,3,35,0,11
'060277C0100',6,6,30,24,7,18,1,18,14,23,57,45,7,25,2,5,37,0,10
'060277C0200',6,6,27,23,8,15,4,25,10,26,40,48,4,19,3,3,40,0,15
'060277C0300',6,6,26,34,6,17,1,21,8,23,53,50,4,26,6,1,28,0,10
'060277C0400',6,6,29,27,6,18,3,25,5,32,54,44,1,19,2,4,24,0,18
'060278B0100',6,5,24,28,6,10,4,21,11,21,36,51,3,21,3,2,29,0,3
'060278C0100',6,5,29,29,6,12,5,10,9,18,39,46,2,25,5,2,41,0,9
'060279B0100',6,5,23,29,7,14,2,16,10,15,50,43,2,17,4,6,28,0,16
'060280B0100',6,6,27,38,11,18,3,19,15,19,42,37,3,20,4,4,33,0,10
'060280C0100',6,6,27,24,8,22,3,16,17,20,39,61,7,23,2,6,32,1,15
'060280C0200',6,6,23,30,3,18,7,19,13,25,41,51,4,24,1,6,38,0,7
'060280C0300',6,6,30,32,4,17,2,19,16,25,37,57,3,21,2,3,38,0,11
'060280E0100',6,6,28,43,8,20,2,33,13,33,53,66,9,25,9,1,39,0,11
'060280E0101',6,6,39,36,11,10,2,17,9,32,46,60,5,19,1,2,41,0,15
'060280E0102',6,6,30,32,8,14,9,25,17,29,66,65,4,22,3,0,30,0,12
'060280E0103',6,6,29,44,7,20,6,19,13,19,52,80,4,21,2,4,39,0,13
'060280E0104',6,6,28,28,8,16,6,13,12,25,50,67,8,21,2,6,35,1,10
'060280E0105',6,6,28,42,10,20,3,20,15,26,53,51,5,26,4,5,49,0,12
'060280E0106',6,6,34,32,7,20,4,31,18,27,55,60,3,33,1,4,29,0,13
'060281B0100',6,2,19,32,2,11,6,15,9,18,50,34,4,20,2,1,17,0,3
'060281C0100',6,2,18,31,3,14,3,8,7,17,38,47,7,10,3,5,42,1,9
'060281S0100',6,2,54,69,15,34,10,31,30,37,89,87,3,45,3,3,65,1,22
'060282B0100',6,6,31,49,8,12,8,16,16,20,57,77,6,30,2,1,38,2,12
'060282C0100',6,6,35,33,5,16,4,27,21,29,62,73,6,21,1,2,37,0,14
'060282C0200',6,6,32,36,6,20,7,25,9,31,54,58,7,23,2,1,45,2,17
'060283B0100',6,6,24,38,6,17,5,27,13,23,55,45,2,25,2,0,33,0,15
'060283C0100',6,6,26,25,10,23,8,24,11,17,55,57,7,24,1,4,35,0,10
'060283C0200',6,6,19,34,9,9,4,16,16,23,62,65,7,18,0,2,38,0,17
'060283C0300',6,6,25,34,10,14,1,19,18,10,56,76,7,24,2,2,33,1,12
'060283C0400',6,6,25,38,7,11,6,30,7,27,52,48,3,21,3,0,32,0,14
'060284B0100',6,5,20,20,2,14,3,9,5,14,35,33,3,12,3,3,22,1,10
'060284C0100',6,5,15,28,2,12,2,8,3,21,24,36,5,10,3,1,20,1,6
'060285B0100',6,6,34,31,6,31,4,15,10,29,43,55,2,32,2,1,35,0,16
'060286B0100',6,2,24,38,7,20,5,12,16,25,58,48,2,15,1,2,22,1,14
'060286C0100',6,2,27,24,7,20,2,15,9,23,57,54,6,17,2,2,26,0,10
'060286C0200',6,2,24,36,9,12,5,20,8,24,32,39,1,19,3,7,31,0,12
'060286C0300',6,2,33,36,11,12,1,20,14,19,47,51,3,22,1,3,27,0,8
'060287B0100',6,5,16,35,5,18,5,10,13,23,41,47,3,16,3,1,30,1,12
'060288B0100',6,6,22,31,3,16,2,19,17,19,35,40,4,14,2,2,18,0,10
'060289B0100',6,6,23,18,5,16,0,15,6,16,32,37,4,20,3,6,26,0,9
'060289C0100',6,6,22,20,11,11,4,23,20,18,32,38,4,9,3,0,20,1,7
'060290B0100',6,2,24,39,8,16,4,25,13,21,42,62,5,26,2,4,34,0,16
'060290C0100',6,2,22,42,8,17,4,29,6,27,51,51,4,22,1,1,42,0,14
'060290C0200',6,2,39,35,13,20,4,26,15,17,62,64,7,13,3,1,30,0,16
'060290C0300',6,2,28,40,5,19,2,23,18,25,60,58,3,26,4,3,47,0,11
'060290C0400',6,2,28,49,5,15,2,17,27,21,49,59,1,23,3,5,48,0,19
'060291B0100',6,6,28,33,8,16,4,20,11,32,61,58,2,28,2,6,34,1,13
'060291C0100',6,6,31,39,7,20,5,27,22,20,52,49,4,31,2,1,44,0,17
'060291C0200',6,6,35,26,6,25,3,26,9,19,51,76,3,25,1,3,35,0,11
'060291C0300',6,6,26,39,7,12,4,23,20,19,55,62,5,16,3,5,39,0,13
'060291C0400',6,6,25,47,10,16,4,21,17,30,51,52,4,25,8,2,38,1,12
'060291C0500',6,6,28,28,6,21,5,16,17,31,39,57,2,23,5,4,42,0,20
'060292B0100',6,5,18,38,7,17,1,15,13,14,44,38,6,19,0,0,27,0,5
'060292C0100',6,5,23,20,11,11,6,27,11,24,44,29,2,15,2,2,30,0,4
'060293B0100',6,5,32,39,10,20,3,19,14,24,61,67,3,26,1,2,34,0,17
'060294B0100',6,2,17,27,6,18,2,9,9,13,41,48,3,15,3,3,34,0,8
'060295B0100',6,2,34,36,2,22,3,26,16,27,48,49,5,25,1,2,36,0,7
'060296B0100',6,5,41,36,7,22,1,19,11,24,55,58,3,24,1,4,21,0,14
'060297B0100',6,5,32,29,5,20,6,10,8,8,48,59,5,20,0,1,35,0,7
'060297C0100',6,5,23,24,7,14,2,21,15,29,44,34,2,18,0,4,27,0,11
'060297C0200',6,5,20,33,5,18,4,18,13,16,46,39,1,22,1,2,37,0,2
'060298B0100',6,5,22,26,8,21,5,13,12,20,51,57,5,15,3,3,30,1,13
'060298C0100',6,5,30,33,6,20,3,17,16,27,46,58,4,21,4,2,25,0,12
'060299B0100',6,5,14,19,2,13,2,18,19,24,43,45,2,17,1,3,26,1,11
'060299C0100',6,5,22,28,9,8,3,20,6,17,39,35,5,16,1,2,28,0,8
'060300B0100',6,2,24,43,8,16,2,23,12,26,48,53,3,17,0,4,48,0,10
'060301B0100',6,2,19,25,5,10,4,14,14,8,23,21,2,19,0,3,20,0,8
'060301C0100',6,2,17,19,8,16,1,13,10,15,33,30,0,12,3,0,21,0,5
'060302B0100',6,6,25,31,5,13,3,18,12,19,38,50,1,13,3,2,19,0,13
'060302C0100',6,6,15,32,8,13,3,12,14,16,44,44,3,18,3,1,31,0,5
'060302C0200',6,6,22,18,5,10,0,15,15,21,43,48,3,19,3,1,27,0,8
'060303B0100',6,5,19,24,3,14,2,9,11,12,21,42,2,8,1,2,23,0,10
'060303C0100',6,5,19,17,4,9,0,13,11,9,30,43,1,12,3,2,29,0,9
'060304B0100',6,5,21,34,5,6,4,18,9,15,25,42,3,10,1,2,23,0,12
'060304C0100',6,5,25,27,3,18,3,16,15,26,35,34,4,16,3,3,30,0,13
'060305B0100',6,6,23,28,13,10,8,18,9,15,42,56,10,20,1,3,24,0,10
'060305C0100',6,6,28,31,5,9,2,17,7,20,38,61,6,18,3,1,30,1,11
'060306B0100',6,2,20,28,7,19,4,17,16,25,63,41,1,26,1,5,33,0,9
'060307B0100',6,5,22,16,2,8,1,11,10,16,25,39,1,15,3,1,29,0,9
'060307C0100',6,5,19,16,5,16,0,9,13,13,21,34,3,18,3,2,19,0,7
'060308B0100',6,6,30,26,7,13,3,22,11,18,46,59,4,14,3,2,35,0,7
'060308C0100',6,6,23,34,7,12,1,18,11,17,40,49,3,14,0,4,30,0,7
'060309B0100',6,6,27,32,11,19,0,28,13,25,47,47,6,20,2,7,36,0,12
'060310B0100',6,2,23,27,8,10,3,22,13,26,43,44,3,20,3,4,22,0,5
'060310C0100',6,2,26,25,8,18,4,18,9,23,46,45,4,19,1,7,28,0,12
'060311B0100',6,5,27,35,6,13,5,19,17,18,49,72,3,15,1,6,37,0,14
'060311C0100',6,5,15,25,8,27,2,26,16,30,57,52,2,18,3,1,33,0,13
'060311C0200',6,5,26,26,4,11,5,8,17,22,46,63,9,24,5,4,45,1,15
'060312B0100',6,6,32,29,11,21,5,16,8,21,55,58,2,18,4,2,36,0,12
'060312C0100',6,6,33,32,6,19,5,17,13,30,52,44,4,24,5,4,31,0,12
'060312C0200',6,6,26,28,11,13,2,16,12,27,54,46,2,19,0,6,35,0,9
'060312C0300',6,6,22,41,3,17,6,19,15,26,59,51,5,20,1,3,43,0,9
'060312C0400',6,6,24,26,12,15,4,18,12,23,56,60,2,29,1,3,39,0,13
'060313B0100',6,5,12,26,4,16,1,25,8,15,47,36,1,9,4,4,20,0,4
'060313C0100',6,5,24,21,5,15,2,18,10,12,32,27,3,11,0,0,21,0,12
'060314B0100',6,6,32,34,7,14,1,11,12,19,43,47,6,16,4,3,36,0,10
'060314C0100',6,6,30,26,8,18,2,17,14,32,53,58,5,23,3,4,34,0,14
'060315B0100',6,2,26,33,6,18,5,17,12,26,49,38,3,20,1,3,32,0,19
'060315C0100',6,2,39,34,5,22,2,18,7,24,56,57,2,24,0,3,28,0,6
'060315C0200',6,2,19,45,7,14,5,13,15,26,50,50,6,22,0,5,41,0,7
'060315C0300',6,2,27,43,6,17,1,16,11,24,40,47,4,17,2,2,46,0,18
'060316B0100',6,6,29,44,4,19,7,21,5,24,54,67,5,23,1,5,39,1,15
'060316C0100',6,6,43,37,6,19,6,20,7,16,51,62,4,22,3,4,40,0,12
'060316C0200',6,6,28,38,13,15,6,19,13,25,52,50,4,23,2,3,37,0,24
'060316C0300',6,6,28,40,10,20,3,28,15,27,55,56,4,18,6,2,47,0,14
'060316C0400',6,6,28,30,5,25,3,16,15,37,55,56,3,21,4,5,44,0,9
'060317B0100',6,6,12,22,6,15,3,18,8,21,33,31,0,11,2,4,15,0,8
'060317C0100',6,6,19,19,5,14,1,8,9,12,32,41,2,13,1,2,22,0,4
'060318B0100',6,6,20,25,10,15,3,12,13,17,44,41,3,15,0,4,25,0,11
'060318C0100',6,6,23,27,2,16,4,8,13,19,33,42,3,18,6,4,20,0,11
'060319B0100',6,6,27,27,4,10,7,21,11,20,48,48,2,22,2,1,25,0,6
'060319C0100',6,6,18,28,9,12,3,14,11,16,39,48,1,13,3,1,25,0,12
'060320B0100',6,5,21,17,7,17,1,12,6,7,35,39,3,14,3,1,24,0,5
'060320C0100',6,5,21,17,4,8,6,13,6,13,30,35,3,18,0,2,29,0,13
'060321B0100',6,5,23,42,3,25,4,16,21,33,68,67,3,20,4,5,31,0,13
'060321C0100',6,5,33,47,11,21,8,19,15,31,59,70,3,32,3,5,26,0,12
'060322B0100',6,6,18,28,3,16,1,17,13,13,32,38,2,20,4,3,26,0,15
'060323B0100',6,5,26,14,3,14,4,11,4,14,37,41,4,14,0,1,21,0,5
'060323C0100',6,5,18,17,2,15,3,11,12,18,39,33,2,11,3,0,24,0,13
'060324B0100',6,6,32,28,8,15,6,18,13,30,46,57,3,25,0,1,23,0,11
'060324C0100',6,6,22,30,3,22,2,21,10,24,46,53,3,20,0,5,33,0,14
'060325B0100',6,5,27,33,11,20,2,19,15,23,37,55,5,28,1,1,25,0,5
'060326B0100',6,5,22,24,3,16,2,11,9,14,28,24,1,13,1,0,29,1,7
'060326C0100',6,5,25,15,1,11,3,13,4,14,27,42,7,18,1,3,18,0,7
'060327B0100',6,5,15,25,7,12,3,17,12,9,29,21,0,16,1,3,18,0,5
'060328B0100',6,6,35,42,10,20,3,23,13,29,64,59,3,24,3,2,45,0,18
'060329B0100',6,6,34,36,9,11,5,28,12,25,52,62,5,22,2,2,32,0,12
'060329C0100',6,6,34,39,9,20,2,19,18,21,49,65,4,20,3,2,35,0,10
'060329C0200',6,6,20,36,13,20,9,22,7,27,39,65,2,22,1,5,40,0,12
'060330B0100',6,5,11,9,1,5,0,4,1,6,8,13,0,6,0,0,10,0,1
'060331B0100',6,5,5,16,0,3,2,8,6,9,16,17,0,6,1,0,10,0,1
'060332B0100',6,5,17,16,5,7,1,15,6,15,16,30,0,10,0,2,10,0,7
'060333B0100',6,5,12,11,1,7,0,10,6,11,19,21,0,7,0,2,13,0,6
'060334B0100',6,6,20,35,11,15,1,15,18,27,54,43,3,20,2,2,38,0,16
'060334C0100',6,6,29,34,3,14,0,21,15,25,51,50,6,22,0,4,24,0,16
'060334C0200',6,6,26,35,8,16,3,21,13,13,39,60,1,23,2,2,25,2,11
'060334C0300',6,6,20,25,6,20,2,18,10,24,42,57,7,23,1,2,39,0,13
'060335B0100',6,6,26,35,3,17,6,12,16,16,45,42,2,21,2,6,33,0,13
'060335C0100',6,6,26,32,5,15,1,19,8,20,41,45,3,26,1,3,37,0,12
