CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,MORENA,PT_MORENA,PVEM,MC,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'161404B0100',16,4,16,5,4,22,13,23,11,16,2,23,18,17,8,2,21,0,45,9,2,5
'161404C0100',16,4,17,7,3,16,9,17,9,12,9,16,19,25,11,2,16,0,40,24,0,0
'161405B0100',16,4,18,6,7,17,6,14,10,16,4,18,18,24,5,1,17,0,29,8,0,3
'161405C0100',16,4,15,8,9,16,16,19,4,13,6,23,23,17,5,0,12,2,28,12,0,3
'161406B0100',16,4,9,4,2,7,3,4,2,4,5,8,7,10,3,0,2,0,17,8,0,2
'161406E0100',16,4,12,4,11,12,7,12,3,9,4,15,11,9,4,1,6,0,18,11,0,2
'161407B0100',16,2,10,8,0,11,16,11,4,3,4,11,12,11,5,0,10,1,19,13,0,2
'161408B0100',16,2,14,6,3,14,12,14,3,13,5,19,24,20,8,2,13,3,35,8,0,1
'161409B0100',16,2,21,10,4,13,10,15,6,13,8,23,19,14,9,0,14,2,49,13,0,7
'161409C0100',16,2,17,12,5,18,11,13,6,16,6,23,22,18,3,2,15,3,43,10,0,8
'161410B0100',16,14,27,7,9,32,24,28,12,28,9,24,23,34,11,0,18,3,63,17,2,2
'161411B0100',16,2,18,3,5,10,6,9,10,20,10,19,12,17,6,1,13,1,32,8,0,8
'161411C0100',16,2,5,8,7,16,16,21,8,15,7,21,19,14,5,0,15,1,30,5,1,4
'161412B0100',16,2,19,7,4,10,12,21,3,17,3,13,22,16,10,0,12,1,33,13,0,8
'161412C0100',16,2,19,7,1,13,11,12,2,14,7,22,24,24,2,0,19,2,25,18,0,4
'161413B0100',16,2,13,9,4,21,15,19,9,23,9,19,10,21,14,0,23,1,54,11,0,1
'161413C0100',16,2,17,10,6,19,22,29,5,13,5,20,23,33,8,0,18,0,53,11,0,2
'161414B0100',16,2,13,2,7,24,10,17,4,16,7,12,10,9,10,0,21,2,28,13,0,3
'161414C0100',16,2,15,3,4,15,5,21,4,13,9,18,12,16,6,0,9,0,27,16,0,2
'161415B0100',16,14,18,7,6,23,15,26,5,19,4,11,21,34,6,3,17,1,41,23,1,3
'161416B0100',16,2,9,1,0,3,2,7,3,12,4,3,10,15,2,1,4,0,13,9,0,1
'161417B0100',16,14,21,6,4,16,13,15,18,18,9,19,25,25,16,2,22,1,44,23,0,5
'161417C0100',16,14,22,8,7,21,18,22,14,26,7,33,25,27,6,1,17,1,54,15,0,6
'161418B0100',16,2,11,7,5,7,5,10,3,11,8,13,11,10,2,1,8,1,17,7,1,2
'161418E0100',16,2,4,3,2,2,3,5,3,9,1,5,8,7,3,0,10,0,12,9,0,0
'161419B0100',16,2,16,3,6,11,10,11,5,11,5,18,9,15,4,0,17,1,26,14,1,3
'161419C0100',16,2,10,7,4,10,10,15,2,13,5,19,11,18,5,0,18,3,24,14,1,4
'161420B0100',16,2,19,5,3,15,12,11,7,13,2,15,7,15,3,1,16,1,44,11,0,2
'161421B0100',16,2,21,4,8,14,13,21,11,18,9,16,21,21,11,0,15,0,32,21,1,3
'161421C0100',16,2,26,6,6,23,18,16,7,15,10,20,20,20,8,2,23,0,34,17,1,7
'161421C0200',16,2,29,9,4,23,16,17,2,20,12,23,11,18,3,2,10,1,48,13,1,9
'161422B0100',16,2,10,3,6,15,14,18,4,16,4,21,12,14,9,1,13,1,34,17,0,2
'161423B0100',16,2,16,10,6,13,17,24,6,13,7,28,17,19,6,2,17,3,38,13,0,5
'161424B0100',16,2,12,3,10,14,10,17,6,17,7,23,14,26,10,0,11,4,37,18,0,3
'161424C0100',16,2,21,10,8,15,12,19,5,17,6,21,19,17,5,1,11,1,37,12,0,4
'161425B0100',16,2,26,8,8,15,11,18,8,16,5,25,21,17,7,0,14,1,33,9,0,5
'161425C0100',16,2,22,8,4,13,14,10,1,16,8,20,19,21,5,1,17,1,46,13,0,1
'161426B0100',16,1,15,8,2,11,11,23,9,15,6,20,21,23,12,0,13,2,27,8,1,6
'161426C0100',16,1,17,6,5,21,13,16,8,15,8,15,18,21,4,0,12,4,45,16,1,3
'161427B0100',16,13,19,10,10,19,23,39,10,31,13,31,29,32,11,3,20,1,62,17,1,6
'161427C0100',16,13,21,10,8,28,18,30,10,19,9,39,25,36,12,1,17,2,54,9,1,10
'161427C0200',16,13,39,14,7,29,23,36,4,24,9,21,25,30,8,2,20,1,59,19,0,5
'161428B0100',16,1,13,4,5,16,14,14,8,11,2,23,13,17,9,0,9,1,36,16,0,5
'161428C0100',16,1,10,9,10,14,10,17,3,10,9,21,17,16,6,0,10,4,30,12,1,6
'161428E0100',16,13,25,7,8,13,13,20,9,14,12,32,26,22,5,1,21,2,49,15,0,8
'161429B0100',16,13,22,8,8,19,20,18,7,23,9,24,24,26,9,2,22,0,53,26,0,11
'161430B0100',16,1,15,4,3,11,12,13,4,14,5,18,18,27,8,1,16,3,29,10,0,3
'161430C0100',16,1,14,7,10,13,6,12,9,11,6,18,11,17,5,3,10,1,28,5,1,5
'161431B0100',16,1,24,10,2,10,14,29,6,23,3,21,27,27,9,3,16,0,36,14,1,1
'161431C0100',16,1,25,7,6,19,16,13,8,18,10,22,19,23,9,0,11,0,53,16,0,3
'161432B0100',16,1,17,8,4,15,11,21,11,20,7,28,21,30,11,0,18,3,49,16,1,3
'161432C0100',16,1,21,7,10,24,13,24,5,16,4,33,21,37,7,0,15,4,43,12,0,6
'161433B0100',16,13,32,13,9,28,16,20,11,34,12,29,18,40,10,3,16,2,44,15,0,7
'161433C0100',16,13,28,5,8,29,20,31,13,28,5,32,31,33,17,4,18,3,57,19,1,5
'161434B0100',16,13,28,12,7,24,16,23,8,22,14,24,20,23,10,2,24,1,43,11,0,3
'161434C0100',16,13,28,11,8,14,16,20,12,17,7,17,21,26,11,0,25,3,52,13,0,1
'161434C0200',16,13,20,8,3,25,20,26,10,23,10,26,17,24,10,1,32,1,46,20,1,3
'161434C0300',16,13,24,8,4,28,21,22,12,19,11,29,31,24,7,1,18,1,49,14,0,4
'161435B0100',16,1,19,12,10,18,12,22,7,16,8,36,24,19,5,5,20,1,30,21,0,4
'161435C0100',16,1,16,11,4,12,22,18,8,14,7,33,17,28,11,1,17,4,40,17,0,2
'161435C0200',16,1,21,14,4,15,18,20,6,19,6,20,21,16,9,2,21,2,47,12,1,3
'161436B0100',16,1,17,6,7,9,12,22,8,16,8,18,22,23,13,0,20,0,45,22,0,1
'161436C0100',16,1,13,6,8,19,15,25,14,12,10,21,19,17,6,1,23,5,48,15,0,2
'161436C0200',16,1,26,8,8,23,15,30,7,15,9,22,17,34,11,1,11,1,45,11,1,3
'161437B0100',16,1,17,7,12,14,10,17,5,13,6,13,10,21,10,2,11,1,31,10,0,3
'161437C0100',16,1,12,5,9,11,19,23,6,16,6,15,17,21,10,0,9,1,35,9,0,1
'161438B0100',16,1,17,10,8,20,9,16,3,19,9,27,23,17,19,2,16,3,29,15,0,3
'161439B0100',16,13,22,7,7,19,18,17,7,21,11,25,13,25,11,1,22,1,39,27,0,5
'161440B0100',16,19,19,15,8,21,20,24,7,27,9,30,20,29,12,0,25,2,49,18,0,8
'161440C0100',16,19,22,14,11,21,22,18,6,21,7,24,20,27,20,2,20,1,49,24,0,8
'161440C0200',16,19,33,5,4,19,21,29,9,23,8,21,19,28,12,1,21,3,68,22,0,7
'161441B0100',16,19,26,8,5,14,13,33,6,19,7,24,15,34,12,2,17,1,45,23,0,3
'161441C0100',16,19,25,6,6,12,23,22,7,19,6,16,18,31,11,1,27,1,51,18,0,7
'161442B0100',16,7,15,11,8,20,12,21,11,12,6,23,18,28,5,0,14,1,26,19,0,3
'161442C0100',16,7,17,6,5,13,10,14,7,26,5,17,19,18,8,0,20,2,41,16,0,3
'161443B0100',16,19,13,6,12,24,14,18,10,27,4,30,25,32,13,0,14,1,39,16,0,4
'161443C0100',16,19,24,11,5,19,15,19,9,24,10,30,19,26,10,0,21,1,52,17,0,5
'161444B0100',16,7,20,9,4,20,14,20,9,22,5,21,25,26,11,0,20,2,40,17,1,5
'161444C0100',16,7,22,5,10,18,16,21,7,15,8,28,21,30,10,1,16,1,40,21,0,6
'161444S0100',16,7,35,16,17,43,32,39,18,38,20,52,40,55,27,2,37,1,96,25,0,5
'161445B0100',16,19,19,7,9,20,14,28,8,20,13,34,20,25,12,1,14,2,54,17,0,2
'161445C0100',16,19,18,11,2,12,19,19,8,21,9,37,27,30,14,1,17,4,53,15,0,5
'161445C0200',16,19,21,15,5,27,14,18,6,27,7,32,21,27,17,1,10,4,48,16,0,5
'161445S0100',16,7,32,14,14,31,40,43,20,51,24,42,46,53,16,4,39,4,83,31,1,9
'161445S0200',16,7,43,15,10,39,39,44,18,45,16,46,38,46,26,1,37,2,92,28,0,7
'161445S0300',16,7,45,20,11,45,16,40,12,47,15,44,39,57,18,0,42,1,96,32,1,9
'161446B0100',16,19,24,12,10,24,18,26,12,18,7,36,24,29,16,1,27,3,69,14,0,10
'161446C0100',16,19,22,12,5,15,17,21,5,28,8,24,34,38,15,1,22,1,54,21,0,4
'161446C0200',16,19,27,7,5,20,14,25,13,20,11,28,19,31,12,1,19,7,61,17,0,4
'161447B0100',16,19,25,11,12,26,23,27,13,16,8,27,23,27,9,0,23,2,63,15,0,7
'161447C0100',16,19,20,6,10,23,25,32,16,29,9,21,22,38,17,1,19,5,45,17,1,6
'161448B0100',16,19,22,11,8,18,10,18,6,18,9,20,26,30,16,0,24,1,51,14,1,0
'161448C0100',16,19,21,13,8,21,15,21,8,25,6,20,28,23,10,0,11,5,50,18,2,8
'161448C0200',16,19,29,12,9,24,18,25,6,11,12,18,17,25,7,2,13,1,43,23,0,5
'161448C0300',16,19,23,11,7,21,14,27,9,24,12,15,15,24,12,0,16,1,47,14,0,6
'161449B0100',16,19,23,12,6,25,21,21,7,29,11,26,21,33,9,3,21,1,52,19,0,7
'161449C0100',16,19,25,8,8,19,17,27,5,26,12,35,23,27,15,2,25,0,59,13,1,8
'161449C0200',16,19,24,9,8,27,15,32,6,27,5,30,17,27,10,3,22,3,60,15,2,6
'161449C0300',16,19,21,7,8,14,14,22,11,24,10,29,15,38,8,1,28,5,53,11,1,4
'161450B0100',16,19,22,11,7,17,9,26,10,21,6,21,20,31,11,1,23,2,49,29,2,11
'161450C0100',16,19,21,7,9,17,21,21,13,21,7,40,25,29,6,0,13,2,52,19,0,6
'161450C0200',16,19,21,9,9,20,18,29,10,27,7,22,25,36,6,3,13,3,58,19,2,3
'161451B0100',16,19,26,9,9,22,22,25,6,28,13,31,24,32,11,2,27,2,53,18,1,10
'161451C0100',16,19,32,10,13,21,22,27,10,25,3,34,33,37,15,0,19,4,63,21,0,4
'161452B0100',16,7,10,5,3,17,16,25,7,15,6,20,21,31,8,1,16,1,50,16,0,4
'161452C0100',16,7,17,9,7,22,17,23,6,20,5,23,22,22,13,1,19,1,35,11,0,5
'161452C0200',16,7,24,13,10,14,12,20,5,20,4,24,23,24,8,1,21,2,36,14,0,3
'161453B0100',16,7,26,7,5,17,15,21,10,23,5,16,29,26,12,0,18,0,46,13,0,4
'161453C0100',16,7,19,4,9,21,12,16,12,20,1,23,21,25,6,0,26,0,41,16,0,3
'161454B0100',16,19,20,17,9,19,15,18,10,18,12,30,23,27,13,3,19,3,40,15,0,3
'161454C0100',16,19,15,7,9,17,20,25,14,16,9,28,33,28,7,2,18,4,54,18,0,9
'161455B0100',16,19,20,13,8,22,13,36,13,21,6,30,26,34,12,0,22,3,50,17,0,3
'161455C0100',16,19,33,7,4,21,10,27,7,13,11,39,17,38,9,2,22,2,55,18,1,3
'161455C0200',16,19,24,11,10,29,20,23,12,19,8,29,21,39,11,3,24,3,47,20,1,3
'161456B0100',16,23,33,12,8,25,10,16,6,32,5,35,19,22,13,0,17,1,50,20,2,8
'161456C0100',16,23,23,8,4,16,15,27,14,21,3,34,22,37,9,0,22,3,68,12,0,3
'161456C0200',16,23,22,6,5,33,23,31,7,22,9,28,20,28,9,1,20,4,42,21,0,9
'161457B0100',16,23,28,11,9,16,10,15,13,23,9,27,26,25,7,1,19,1,58,17,0,8
'161457C0100',16,23,23,4,7,26,22,21,8,18,6,26,17,25,15,0,27,4,53,14,0,3
'161458B0100',16,23,24,6,7,23,14,30,10,24,5,29,25,28,16,3,22,0,51,10,0,5
'161458C0100',16,23,33,12,8,16,19,21,8,24,12,23,24,30,9,1,25,2,41,16,0,6
'161458C0200',16,23,20,9,7,15,24,22,10,25,2,31,23,29,13,1,25,4,62,22,0,1
'161458C0300',16,23,22,11,10,32,12,26,8,26,11,28,23,32,9,0,11,1,44,23,0,3
'161459B0100',16,23,29,9,12,24,19,25,12,20,13,30,33,25,2,0,27,3,49,23,0,4
'161459C0100',16,23,17,7,10,18,19,21,7,25,5,20,25,21,11,2,22,3,50,25,0,3
'161459C0200',16,23,26,5,11,15,15,27,9,19,8,25,32,28,11,1,27,0,60,16,2,5
'161459C0300',16,23,20,10,7,24,18,28,10,19,9,31,20,29,8,2,21,1,53,20,0,6
'161459C0400',16,23,25,8,6,22,14,19,7,19,10,26,32,30,7,2,20,1,54,25,0,6
'161460B0100',16,23,23,10,6,19,17,30,15,23,7,22,25,34,10,3,23,3,52,17,1,3
'161460C0100',16,23,21,5,5,18,14,34,10,19,12,28,29,25,9,1,23,0,52,22,0,9
'161460C0200',16,23,33,12,10,18,32,29,6,24,12,27,27,29,11,1,18,2,56,8,1,4
'161461B0100',16,11,16,5,6,14,10,18,5,13,4,14,17,17,3,1,13,1,24,13,0,3
'161461C0100',16,11,14,7,4,16,8,17,4,7,8,16,9,11,9,0,20,2,36,8,0,7
'161462B0100',16,23,19,8,6,23,21,24,15,23,10,31,22,32,10,1,25,1,65,14,0,7
'161462C0100',16,23,27,12,6,26,16,31,4,24,15,31,22,32,16,0,25,3,62,18,0,7
'161463B0100',16,11,15,11,5,13,12,28,10,19,11,16,26,22,9,0,20,4,39,12,1,6
'161463C0100',16,11,15,7,6,21,14,22,2,18,6,12,19,29,7,1,18,4,52,13,0,8
'161464B0100',16,11,13,10,7,12,16,20,8,19,9,22,20,12,10,0,11,2,25,8,1,1
'161464C0100',16,11,25,5,5,12,7,12,4,15,3,11,18,21,9,5,14,1,39,10,1,6
'161465B0100',16,11,18,7,6,17,13,15,8,11,4,15,19,24,9,1,20,0,32,18,0,3
'161465C0100',16,11,22,4,6,11,13,13,2,20,3,23,26,19,9,0,17,2,52,12,0,3
'161466B0100',16,11,13,11,5,15,17,15,6,15,2,22,12,11,7,0,15,2,27,15,1,3
'161466C0100',16,11,21,6,4,12,7,17,6,20,5,17,13,16,5,5,12,1,32,9,1,6
'161467B0100',16,11,21,12,11,18,10,28,13,16,8,29,26,22,10,2,20,1,45,12,1,2
'161467C0100',16,11,14,10,16,22,15,19,10,19,9,27,18,25,4,1,16,2,49,7,0,6
'161467C0200',16,11,24,15,6,25,14,19,5,19,8,23,26,26,11,1,18,4,54,8,0,6
'161468B0100',16,11,16,8,10,10,12,20,4,17,4,19,14,21,7,0,13,1,38,13,0,2
'161469B0100',16,11,12,5,6,14,6,18,5,12,6,24,16,16,15,0,16,2,33,4,0,1
'161469C0100',16,11,16,4,6,13,16,20,2,13,0,18,10,18,12,1,11,1,31,11,0,3
'161470B0100',16,23,27,12,5,18,18,35,10,22,7,22,21,18,9,0,30,1,50,13,0,9
'161470C0100',16,23,24,14,4,16,16,29,9,29,8,30,33,34,9,1,20,2,46,9,0,7
'161470C0200',16,23,29,9,15,22,15,22,10,29,9,33,20,21,9,3,15,3,61,16,0,8
'161470C0300',16,23,22,8,5,26,24,23,4,22,5,24,34,26,12,2,32,2,65,19,1,7
'161470C0400',16,23,23,8,8,21,11,19,7,23,8,39,34,18,10,2,19,0,47,18,0,3
'161470C0500',16,23,11,6,6,30,15,37,9,12,6,25,26,25,11,0,21,5,52,14,0,5
'161470C0600',16,23,18,12,12,16,13,24,7,23,4,33,16,35,9,1,20,4,57,15,1,6
'161470S0100',16,11,37,18,14,33,26,42,15,45,25,40,50,53,17,2,43,6,108,27,0,12
'161471B0100',16,11,16,12,6,18,13,28,2,16,8,19,18,14,9,0,22,0,36,18,1,4
'161471C0100',16,11,20,9,7,18,11,18,6,8,8,25,18,21,11,1,18,1,45,12,0,0
'161471C0200',16,11,24,8,5,20,12,16,11,18,3,18,15,24,10,0,17,2,33,13,0,9
'161472B0100',16,23,17,9,9,22,22,22,11,26,8,24,20,22,6,0,12,2,37,19,0,3
'161472C0100',16,23,22,8,9,13,18,14,7,21,6,20,25,38,12,1,18,1,43,20,0,1
'161473B0100',16,23,15,4,9,32,22,19,7,19,12,22,30,27,14,1,21,4,43,14,0,4
'161473C0100',16,23,26,6,7,24,21,24,6,20,11,24,22,21,12,1,22,1,49,12,0,5
'161473C0200',16,23,24,11,9,20,16,20,11,12,14,32,24,36,8,1,27,2,45,22,0,8
'161474B0100',16,23,18,12,11,29,19,23,8,21,8,18,25,25,8,4,19,3,50,18,0,6
'161474C0100',16,23,22,9,9,19,16,17,8,20,10,27,17,37,12,2,18,1,49,15,1,5
'161474C0200',16,23,23,2,9,32,17,29,8,26,10,34,16,23,14,2,16,2,51,20,0,4
'161474C0300',16,23,17,8,5,21,16,18,5,23,11,29,29,24,14,1,25,3,64,18,0,4
'161474C0400',16,23,21,8,10,18,21,23,10,21,7,28,32,22,7,0,28,3,60,17,1,7
'161475B0100',16,23,24,9,5,26,16,25,12,17,7,23,23,33,5,0,18,2,45,20,0,3
'161475C0100',16,23,19,13,6,19,18,22,6,23,14,29,18,32,8,1,17,1,66,23,1,7
'161475C0200',16,23,25,13,4,27,17,28,5,23,9,21,15,31,12,0,18,4,55,20,0,5
'161477B0100',16,23,21,9,8,29,22,32,8,26,5,24,31,37,10,1,19,3,63,19,0,3
'161477C0100',16,23,23,12,6,17,17,30,9,23,8,28,37,25,7,2,22,5,59,17,1,8
'161477C0200',16,23,20,13,9,26,15,29,6,24,11,38,22,34,13,0,22,2,57,23,0,3
'161477C0300',16,23,23,11,5,21,24,18,18,15,3,24,29,25,9,2,21,3,60,19,1,7
'161478B0100',16,23,23,11,6,25,22,20,7,26,5,34,20,17,10,0,16,1,57,14,1,11
'161478C0100',16,23,21,7,6,22,14,30,16,24,13,27,28,31,13,1,23,2,51,15,0,2
'161478C0200',16,23,35,6,4,12,19,26,5,22,9,24,19,22,12,1,15,0,57,13,1,3
'161478C0300',16,23,20,11,10,17,22,18,10,24,9,17,28,28,12,0,27,4,50,10,0,3
'161479B0100',16,23,21,5,8,20,15,38,9,21,11,28,31,26,12,0,23,0,58,20,0,9
'161479C0100',16,23,23,7,4,15,10,20,18,20,8,29,30,38,12,1,19,6,55,21,0,6
'161479C0200',16,23,31,7,5,19,15,19,10,25,8,30,30,36,20,3,26,1,51,11,0,9
'161480B0100',16,23,29,10,4,18,13,26,10,19,7,23,22,27,12,2,25,6,56,10,0,4
'161480C0100',16,23,23,7,4,18,23,32,6,27,13,33,25,32,13,1,25,3,58,15,0,4
'161480C0200',16,23,30,6,4,25,20,31,10,18,8,28,30,22,10,1,25,1,40,24,0,3
'161481B0100',16,23,28,10,9,19,15,26,6,22,7,24,23,30,17,1,14,1,43,10,2,5
'161481C0100',16,23,15,7,6,18,18,21,6,14,11,17,23,22,12,2,14,1,60,18,1,3
'161482B0100',16,23,27,12,6,13,11,26,7,19,17,31,26,32,12,1,18,3,42,18,1,6
'161482C0100',16,23,19,9,8,26,20,25,6,10,6,28,23,31,8,1,12,1,45,22,0,4
'161483B0100',16,23,23,14,9,22,16,28,5,27,13,38,24,27,8,1,23,6,49,26,1,3
'161483C0100',16,23,27,12,5,24,31,28,6,16,7,29,23,24,17,2,16,4,51,14,0,9
'161483C0200',16,23,19,12,6,24,24,35,6,22,6,36,23,30,9,2,23,2,43,18,0,4
'161484B0100',16,11,17,9,6,8,13,12,4,21,6,21,23,16,7,3,7,0,34,11,0,2
'161484C0100',16,11,13,7,7,9,12,14,10,18,9,10,13,10,11,0,8,0,26,8,0,2
'161485B0100',16,11,23,9,6,27,16,22,8,13,6,13,21,23,8,1,18,0,45,15,0,4
'161485C0100',16,11,24,8,4,21,17,22,7,21,12,29,15,26,12,0,19,1,44,16,0,2
'161486B0100',16,23,23,6,12,22,21,22,9,23,10,33,22,24,4,0,16,0,45,18,0,5
'161486C0100',16,23,21,5,6,21,13,17,5,23,12,19,15,17,13,0,22,2,52,14,2,8
'161487B0100',16,23,25,10,13,25,20,29,8,24,6,25,35,37,10,0,16,4,54,16,2,13
'161487C0100',16,23,25,14,9,24,24,20,13,32,14,30,19,26,10,1,23,0,59,18,0,4
'161488B0100',16,11,15,3,4,7,16,18,6,14,10,16,9,21,6,1,10,1,38,9,0,2
'161488C0100',16,11,18,6,3,14,15,12,0,12,9,5,14,14,8,1,21,2,24,5,0,2
'161489B0100',16,11,17,8,6,22,13,16,12,17,4,29,14,25,14,3,15,1,39,16,1,3
'161489C0100',16,11,13,4,10,29,12,28,7,17,4,18,23,27,7,0,14,1,40,13,0,7
'161490B0100',16,11,21,2,7,8,23,18,5,24,3,21,23,23,3,1,19,1,33,13,0,4
'161490C0100',16,11,12,8,5,9,12,25,11,15,7,14,20,22,4,1,15,1,26,18,0,2
'161490S0100',16,11,45,24,20,40,31,38,18,41,13,59,32,46,19,2,46,2,86,27,0,14
'161491B0100',16,23,24,15,11,14,16,26,8,20,8,17,21,32,3,2,21,0,61,9,0,7
'161491C0100',16,23,19,7,8,20,15,18,9,15,8,25,30,33,9,0,18,0,50,16,0,8
'161492B0100',16,23,14,5,4,22,21,23,8,20,5,17,24,17,8,1,17,5,49,22,0,5
'161492C0100',16,23,23,8,8,25,13,21,7,23,8,28,23,26,14,2,15,1,51,16,0,6
'161493B0100',16,23,26,12,9,18,22,25,13,20,10,30,21,32,11,4,22,0,56,22,0,4
'161493C0100',16,23,18,9,6,25,21,38,10,18,13,38,36,44,12,1,22,1,58,22,0,4
'161494B0100',16,11,9,8,2,10,5,10,6,15,1,13,10,14,7,0,9,0,23,9,0,3
'161495B0100',16,11,21,7,12,13,11,18,6,15,8,23,18,22,4,2,19,0,27,16,0,3
'161496B0100',16,11,22,10,6,15,12,19,7,15,8,18,26,19,6,1,11,3,39,22,2,6
'161496C0100',16,11,20,9,8,16,13,12,10,12,5,28,22,20,10,1,11,3,52,11,0,2
'161496C0200',16,11,17,9,9,19,23,18,7,20,10,28,16,26,11,0,22,2,35,9,0,2
'161497B0100',16,11,23,13,5,28,19,25,11,21,10,18,19,31,10,1,15,2,40,14,0,6
'161497C0100',16,11,25,11,7,16,13,22,11,17,9,36,12,27,9,2,23,1,32,15,0,0
'161498B0100',16,14,20,7,7,22,14,25,9,20,9,26,20,27,13,1,15,2,42,19,1,4
'161498C0100',16,14,19,9,6,23,15,22,5,24,10,24,18,21,11,2,23,2,44,15,0,4
'161499B0100',16,2,12,3,7,10,10,14,6,17,7,17,10,18,8,0,17,0,24,14,0,1
'161499C0100',16,2,14,7,5,12,9,13,6,13,5,8,12,16,6,0,16,2,38,12,0,2
'161500B0100',16,2,18,2,0,19,6,15,6,10,6,10,14,19,3,1,18,0,31,15,0,4
'161500C0100',16,2,22,7,3,15,15,15,6,12,4,16,10,17,17,2,13,0,39,11,0,2
'161501B0100',16,2,21,4,7,15,15,18,6,23,7,19,26,26,12,0,17,2,41,24,1,2
'161501C0100',16,2,18,8,5,18,9,22,5,12,14,25,20,23,6,3,24,1,49,13,1,4
'161502B0100',16,14,30,8,8,22,20,26,6,23,14,25,32,24,10,1,20,3,56,26,1,8
'161503B0100',16,2,21,6,5,17,10,14,8,19,4,16,19,26,11,1,14,2,43,21,0,5
'161503C0100',16,2,22,9,5,18,11,28,9,18,6,15,24,15,8,2,14,2,42,14,1,1
'161504B0100',16,14,14,4,7,26,21,22,7,17,13,25,23,35,10,0,17,2,50,12,0,3
'161504C0100',16,14,23,8,6,22,18,14,8,19,5,30,25,25,7,3,13,3,53,20,0,9
'161505B0100',16,14,15,9,3,22,10,18,6,27,3,36,33,25,11,0,14,1,56,20,0,5
'161506B0100',16,2,23,7,9,22,12,22,8,16,9,24,19,20,10,0,17,2,48,14,0,1
'161506C0100',16,2,19,6,11,19,10,8,8,21,10,25,15,23,7,1,30,3,41,14,0,6
'161507B0100',16,2,18,6,6,24,12,22,7,27,6,24,22,17,10,2,13,3,25,15,0,2
'161507C0100',16,2,19,6,10,14,18,25,3,13,7,20,23,14,11,1,21,4,29,20,0,8
'161508B0100',16,2,21,8,1,26,16,22,12,17,6,27,22,20,7,0,19,0,50,12,0,1
'161508C0100',16,2,19,7,8,15,16,21,12,21,2,22,18,20,13,0,11,1,43,21,1,3
'161509B0100',16,2,12,9,4,13,11,11,7,16,5,16,11,13,5,0,13,1,33,9,0,2
'161509C0100',16,2,11,4,3,14,17,10,5,13,8,15,14,19,6,0,8,2,35,9,0,4
'161510B0100',16,2,9,5,4,9,8,12,4,12,5,15,18,13,6,0,12,0,19,10,0,1
'161511B0100',16,2,22,8,3,8,9,15,5,13,7,15,18,13,3,0,16,1,34,22,1,2
'161511C0100',16,2,17,6,1,12,22,14,6,12,7,20,14,17,6,1,11,2,22,7,1,1
'161512B0100',16,2,26,11,4,9,16,18,9,15,11,16,16,18,10,3,14,1,41,11,0,6
'161512C0100',16,2,22,6,6,15,8,21,4,19,7,20,11,20,6,1,17,2,27,17,0,6
'161513B0100',16,14,25,5,13,20,15,24,3,20,8,29,25,34,13,0,20,4,40,17,0,3
'161514B0100',16,2,11,11,7,21,10,16,11,21,14,29,24,24,7,0,14,2,46,8,1,0
'161515B0100',16,2,17,11,5,12,14,23,5,11,10,15,10,22,4,0,10,3,40,13,0,6
'161516B0100',16,2,16,6,6,11,17,18,4,17,5,15,15,25,3,1,19,2,32,19,0,4
'161517B0100',16,24,26,7,11,20,26,24,10,31,5,23,28,36,17,1,19,0,63,25,1,4
'161517C0100',16,24,22,7,4,30,17,30,11,25,8,33,35,29,12,2,23,5,56,21,0,8
'161517C0200',16,24,12,17,6,24,26,27,12,24,7,32,28,27,10,1,17,1,71,17,0,4
'161517C0300',16,24,24,8,9,26,22,23,14,33,7,29,30,35,16,0,29,4,54,14,0,7
'161517C0400',16,24,25,8,10,14,14,35,9,26,8,32,30,39,10,1,20,0,47,23,0,10
'161518B0100',16,24,27,7,10,24,17,28,15,14,12,23,21,29,8,2,16,1,51,17,1,6
'161518C0100',16,24,25,11,7,25,15,32,11,19,7,29,29,25,11,1,22,2,46,14,0,7
'161518C0200',16,24,27,5,6,22,11,26,8,23,15,28,25,25,7,0,20,0,52,20,0,12
'161519B0100',16,12,18,10,8,25,16,28,4,21,5,24,19,21,10,2,14,3,30,9,0,3
'161519C0100',16,12,20,10,7,13,15,19,8,16,4,24,20,15,10,0,25,3,41,15,1,1
'161519C0200',16,12,22,7,3,18,14,20,8,22,9,20,24,26,10,3,14,1,39,13,0,7
'161520B0100',16,24,27,12,5,16,13,23,5,22,6,24,17,20,11,1,15,5,44,18,0,2
'161520C0100',16,24,27,7,6,20,14,23,5,28,7,36,19,31,12,1,18,2,47,14,0,4
'161520C0200',16,24,30,2,7,18,22,20,14,15,8,21,32,25,8,1,23,4,49,14,1,3
'161521B0100',16,24,31,6,2,18,13,22,7,20,14,27,20,25,6,0,17,2,53,12,1,4
'161521C0100',16,24,22,5,8,26,12,20,9,21,15,22,35,32,11,0,24,0,55,19,0,3
'161521C0200',16,24,24,8,4,22,21,21,10,29,6,26,29,28,4,0,26,2,56,12,0,6
'161522B0100',16,12,19,7,7,14,11,18,6,24,11,23,29,19,15,1,13,3,59,13,0,3
