CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PVEM_PT_MORENA_PANAL,PVEM_PT_MORENA,PVEM_MORENA_PANAL,PVEM_PT_PANAL,PT_MORENA_PANAL,PVEM_PT,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'180183E0102',18,7,21,15,25,7,19,26,12,24,9,0,6,36,4,5,0,0,7,1,24,4,1,2,4,4,11,3,2,2,7,1,1,6,7
'180184B0100',18,7,33,13,20,2,14,24,10,30,9,0,7,29,6,3,0,0,4,1,13,3,2,3,2,0,4,0,1,2,2,4,1,0,10
'180184C0100',18,7,30,11,25,4,14,23,7,21,4,0,10,32,4,8,0,0,1,1,26,5,1,2,2,1,7,2,1,0,7,4,0,2,9
'180184C0200',18,7,29,12,44,8,7,34,8,28,8,2,10,21,10,3,0,0,7,0,19,3,1,2,4,2,9,1,0,0,7,2,0,4,7
'180185B0100',18,7,32,15,41,4,24,36,14,35,11,0,9,43,11,5,0,0,3,3,23,7,2,3,4,4,16,1,1,0,8,2,0,3,7
'180185C0100',18,7,28,12,35,8,17,39,15,39,9,0,7,36,5,12,1,0,12,3,28,4,0,2,4,1,16,1,0,1,17,0,2,4,9
'180186B0100',18,7,36,9,30,8,13,38,18,19,6,0,9,29,7,7,0,0,10,1,17,5,4,2,4,2,13,1,1,2,6,2,1,5,10
'180187B0100',18,7,30,20,29,5,11,37,12,26,4,0,11,25,6,10,0,1,8,1,18,6,3,4,3,4,10,1,1,1,5,2,0,3,5
'180188B0100',18,7,30,7,24,9,9,20,10,16,6,0,3,26,7,4,0,0,6,1,13,3,0,0,2,0,7,4,0,0,4,1,1,0,6
'180188C0100',18,7,23,7,23,7,18,12,10,17,4,1,9,25,2,3,0,0,5,1,21,3,3,1,4,1,12,1,0,1,5,1,1,2,10
'180189B0100',18,7,28,10,24,7,17,29,8,27,4,0,5,34,6,0,0,0,9,2,22,4,0,4,6,0,13,4,0,1,7,4,0,1,14
'180189C0100',18,7,26,10,29,9,15,32,8,21,5,0,9,28,3,3,0,0,11,0,15,7,2,1,2,1,14,2,1,2,8,2,1,7,6
'180190B0100',18,7,30,20,27,6,22,31,10,33,6,1,5,27,12,6,0,0,6,2,36,6,2,2,3,2,19,1,0,0,9,3,1,7,10
'180190C0100',18,7,33,14,29,17,17,30,8,25,9,1,11,32,12,6,0,0,10,1,23,5,3,3,4,0,16,0,0,0,16,4,0,6,6
'180190C0200',18,7,36,12,30,8,20,34,26,34,5,1,9,33,16,8,1,0,6,4,24,7,1,0,6,1,11,3,0,1,10,5,3,4,14
'180190E0100',18,7,19,10,21,8,11,28,5,24,6,0,9,24,8,8,0,0,6,0,18,3,3,2,4,0,12,4,0,2,8,3,1,1,5
'180190S0100',18,7,70,24,67,13,23,66,19,41,13,0,12,61,13,15,0,0,5,3,32,17,2,6,6,2,24,4,2,1,17,5,1,9,15
'180191B0100',18,7,11,4,13,1,5,9,3,9,3,0,2,9,0,3,0,0,3,1,3,3,0,1,1,0,4,0,0,1,1,0,1,3,2
'180192B0100',18,7,25,11,31,14,29,31,14,35,8,0,8,41,8,12,1,0,5,2,18,5,4,3,1,1,20,1,1,1,7,0,1,7,8
'180192C0100',18,7,33,13,29,8,12,34,17,32,6,2,18,21,6,7,0,0,8,2,18,9,2,2,7,1,18,2,1,1,11,5,1,8,11
'180193B0100',18,7,19,4,12,4,4,11,3,4,5,0,3,15,2,2,0,0,2,3,10,2,1,3,0,0,10,2,0,0,4,4,2,1,7
'180194B0100',18,7,15,6,23,2,3,13,6,7,5,0,2,18,6,9,0,0,3,0,14,3,1,1,1,0,6,1,1,1,3,1,0,2,4
'180195B0100',18,7,16,7,20,6,6,25,6,12,8,0,2,25,6,2,0,0,1,0,12,2,0,3,0,0,11,1,2,1,3,1,2,2,7
'180196B0100',18,8,34,20,46,6,20,25,7,31,5,0,8,33,8,9,0,0,11,3,32,5,0,0,1,1,18,1,1,5,9,5,2,3,10
'180196C0100',18,8,35,21,41,10,21,35,11,29,8,0,8,43,7,9,0,0,11,5,17,10,2,4,3,1,12,2,3,2,10,2,4,3,13
'180197B0100',18,8,20,13,25,7,15,25,11,26,12,0,10,30,5,5,0,0,7,0,13,5,0,3,4,1,8,3,0,0,7,1,1,7,9
'180197C0100',18,8,29,13,23,4,15,21,5,19,4,0,6,43,6,6,0,0,8,3,16,8,0,3,4,1,13,0,1,2,7,2,0,5,1
'180198B0100',18,8,15,5,13,3,6,16,7,12,1,0,4,13,4,3,0,0,6,0,15,3,1,2,1,2,5,0,0,0,1,1,2,1,2
'180199B0100',18,8,14,4,18,2,6,14,6,5,2,0,3,12,1,2,0,0,5,0,17,2,0,0,3,2,3,0,2,1,2,2,0,3,3
'180200B0100',18,8,11,3,8,3,4,8,4,10,1,1,4,11,5,0,0,0,2,1,9,6,0,1,2,0,2,1,0,1,2,2,0,1,2
'180201B0100',18,8,14,2,9,2,8,9,3,12,3,0,3,18,3,4,0,0,3,0,11,1,0,1,2,1,8,1,0,0,1,1,0,2,7
'180202B0100',18,8,44,20,38,4,17,34,7,21,10,0,10,38,11,11,0,0,12,2,24,5,5,2,3,2,20,2,0,5,8,4,3,6,17
'180203B0100',18,8,10,4,10,1,10,9,5,8,2,1,3,12,4,0,0,0,3,1,8,4,0,1,0,0,3,2,0,0,1,2,0,0,5
'180203E0100',18,8,21,3,12,5,11,14,4,13,3,0,7,22,4,4,0,0,1,0,5,1,0,3,0,1,7,1,0,0,6,1,2,2,7
'180203E0200',18,8,17,11,12,5,7,17,5,13,2,0,3,14,4,2,0,0,3,1,6,2,1,1,1,1,3,0,0,0,2,1,0,0,0
'180204B0100',18,8,12,5,10,0,3,8,9,11,3,0,4,11,1,1,0,0,3,0,3,2,1,2,2,0,4,2,0,0,6,1,0,0,1
'180205B0100',18,6,8,3,15,0,8,9,4,4,3,0,2,8,6,3,0,0,2,1,4,4,0,1,1,1,5,1,0,1,4,2,1,0,2
'180206B0100',18,6,8,4,9,7,2,8,4,7,3,0,5,7,1,3,0,0,5,1,4,4,2,0,2,0,6,0,0,1,4,1,1,2,2
'180207B0100',18,6,18,6,14,4,8,16,3,12,6,0,4,19,3,3,0,0,0,3,8,3,0,2,0,2,3,1,0,1,4,1,0,4,3
'180208B0100',18,8,20,8,20,5,11,14,8,25,9,0,5,26,3,8,0,0,4,1,11,2,1,1,1,0,8,0,0,2,4,1,1,5,6
'180209B0100',18,6,8,5,11,1,4,13,4,15,1,0,1,9,3,5,0,0,1,2,8,2,1,1,1,0,3,0,0,0,3,1,1,2,1
'180210B0100',18,8,15,14,20,3,15,19,3,12,5,0,5,20,4,3,1,0,4,3,16,5,2,2,3,0,6,2,0,1,3,1,1,1,9
'180211B0100',18,6,8,9,15,3,5,11,5,9,2,0,6,15,3,1,0,0,3,2,6,2,0,0,2,1,8,0,0,1,2,0,2,2,3
'180212B0100',18,8,15,5,10,3,4,8,6,12,5,0,2,14,2,1,1,0,3,0,7,5,1,0,2,1,8,3,0,2,1,0,0,3,2
'180213B0100',18,6,19,6,18,5,5,9,6,8,4,0,3,14,1,4,0,0,2,0,12,1,0,0,1,2,9,1,0,1,4,1,2,2,3
'180214B0100',18,8,14,5,11,4,9,9,6,13,6,0,7,16,2,2,0,0,3,0,13,2,3,2,4,0,8,0,0,0,2,1,0,5,5
'180215B0100',18,3,26,12,40,4,24,31,11,26,5,1,8,33,9,6,0,0,4,1,22,5,1,2,4,1,19,2,1,1,9,1,2,4,10
'180215C0100',18,3,35,12,38,11,16,34,15,20,11,0,14,45,6,10,1,0,14,0,21,7,2,2,7,0,8,2,2,1,5,0,1,3,6
'180215C0200',18,3,29,13,25,13,17,33,21,30,13,0,7,39,6,5,0,0,6,1,15,5,1,3,6,1,14,3,0,0,5,3,2,5,10
'180216B0100',18,5,37,6,34,14,11,34,12,20,9,0,7,26,6,6,0,0,4,2,18,9,4,4,6,5,10,2,3,2,7,4,1,0,9
'180216C0100',18,5,23,14,27,4,15,31,7,20,5,0,8,29,7,7,1,0,11,2,30,4,3,2,3,1,12,1,0,1,4,1,0,6,9
'180216C0200',18,5,19,21,28,7,16,33,11,24,3,0,11,25,11,6,0,0,8,3,29,3,1,0,2,1,17,1,1,0,7,4,0,4,6
'180216C0300',18,5,30,12,33,2,10,36,10,34,8,1,5,27,6,3,0,0,8,1,23,5,0,1,1,1,6,0,0,0,5,2,0,3,10
'180217B0100',18,3,26,10,29,8,21,34,13,27,7,0,8,29,11,4,0,0,4,2,19,4,0,1,2,0,9,3,0,1,5,4,2,2,8
'180217C0100',18,3,34,12,29,2,19,24,11,23,6,0,12,34,4,8,0,0,4,0,15,8,2,2,3,3,10,4,0,3,5,1,1,1,9
'180218B0100',18,3,39,10,23,5,15,32,13,25,9,1,5,27,6,2,2,0,7,0,16,9,6,5,3,0,14,4,0,1,3,2,2,1,15
'180218C0100',18,3,28,11,37,7,11,32,9,31,3,0,9,34,9,4,0,0,7,1,28,7,2,2,2,1,9,3,0,0,8,4,1,3,6
'180218C0200',18,3,28,13,27,8,7,27,6,38,6,0,5,41,10,9,0,0,5,3,20,10,1,1,4,0,10,2,0,2,7,4,2,5,7
'180219B0100',18,7,38,8,33,7,9,23,5,23,9,0,9,29,7,7,0,0,11,3,21,5,0,2,5,1,13,1,0,3,12,5,1,5,12
'180219C0100',18,7,32,16,35,3,17,25,11,21,7,0,2,27,8,8,1,0,10,1,18,9,2,2,3,1,21,0,1,2,3,6,2,5,5
'180220B0100',18,3,31,7,41,3,10,30,11,18,4,1,4,21,8,3,0,0,3,3,27,1,4,1,3,0,15,4,0,2,10,2,1,2,12
'180220C0100',18,3,35,11,25,5,20,28,11,21,9,0,5,30,2,2,0,0,8,2,14,3,3,1,0,2,8,2,0,3,8,2,0,2,8
'180221B0100',18,5,28,14,33,13,13,31,16,35,12,0,10,30,7,5,0,0,9,2,23,5,1,3,2,1,11,1,1,2,10,2,0,2,10
'180222B0100',18,3,28,7,37,7,19,37,12,27,5,0,10,31,8,13,0,0,4,1,24,11,1,4,4,1,32,2,0,2,12,1,4,7,14
'180222S0100',18,3,58,27,54,19,31,60,20,54,11,1,24,74,15,17,0,0,11,3,26,10,2,4,9,2,26,2,1,3,11,3,2,6,14
'180223B0100',18,3,24,15,24,10,9,21,12,20,6,0,8,27,6,7,0,0,3,2,17,3,1,2,0,1,13,2,1,0,11,3,0,4,8
'180223C0100',18,3,17,19,32,9,6,17,4,23,4,1,4,36,3,6,0,0,3,1,22,6,1,4,2,2,7,2,0,0,8,2,1,7,10
'180224B0100',18,3,31,10,31,11,14,34,7,20,5,0,4,32,4,5,0,0,6,4,23,6,0,1,5,2,7,1,0,1,5,1,0,4,7
'180224C0100',18,3,31,14,26,7,10,22,4,20,5,1,7,31,4,3,0,1,2,1,26,1,4,0,5,3,12,0,0,1,9,1,0,1,6
'180225B0100',18,5,25,12,30,2,16,32,16,23,11,1,10,41,4,11,2,0,13,1,27,8,2,5,3,0,15,2,0,0,6,3,0,3,6
'180226B0100',18,5,33,9,42,6,26,35,9,27,7,0,10,40,12,9,0,0,10,3,24,7,3,3,3,0,9,3,0,1,8,2,2,4,7
'180227B0100',18,3,30,10,26,9,13,21,2,28,7,0,6,28,8,4,0,0,2,5,26,2,0,2,6,0,10,3,1,0,8,1,1,4,11
'180228B0100',18,3,27,11,30,7,9,31,9,25,13,1,9,19,6,2,0,0,6,1,28,4,2,3,3,2,12,0,0,0,13,1,2,4,10
'180229B0100',18,5,33,16,35,10,21,42,9,39,8,0,10,29,11,6,0,0,10,6,19,6,2,3,6,4,21,1,0,1,5,2,2,2,7
'180230B0100',18,3,16,10,25,7,14,26,11,12,9,0,8,29,2,4,0,0,6,3,16,4,2,2,5,1,12,2,1,2,13,4,3,2,6
'180230C0100',18,3,25,11,16,8,14,20,10,28,9,0,6,20,6,7,0,0,5,1,23,5,1,4,1,0,14,0,4,0,4,1,2,4,6
'180230C0200',18,3,27,12,27,4,16,28,7,12,6,0,5,25,7,10,0,0,6,1,21,5,1,0,3,0,7,3,0,0,8,1,0,7,8
'180231B0100',18,3,21,9,22,6,10,15,6,11,7,0,4,22,1,5,1,0,6,1,11,2,5,0,3,1,9,1,1,0,4,2,0,3,6
'180231C0100',18,3,23,10,19,9,15,18,9,7,4,0,4,19,3,3,1,0,7,0,20,7,0,3,1,0,11,2,1,1,6,4,2,1,2
'180232B0100',18,7,15,6,18,2,11,17,9,10,3,0,3,15,2,4,0,0,2,0,12,4,1,0,1,0,7,1,0,0,2,1,1,1,5
'180232E0100',18,7,17,5,14,1,6,9,9,13,4,0,3,14,4,4,0,0,3,1,6,4,0,0,0,0,5,0,0,0,3,1,2,2,2
'180233B0100',18,7,15,5,30,6,6,15,2,18,5,0,7,14,3,2,0,0,2,0,12,3,0,3,2,0,6,2,2,1,3,1,2,3,5
'180234B0100',18,7,10,6,16,3,1,12,3,11,5,0,3,11,2,2,0,0,3,0,9,2,0,2,1,0,4,0,0,0,4,2,1,1,3
'180235B0100',18,3,29,6,20,7,7,18,7,19,3,0,7,21,4,2,0,0,5,1,9,3,1,1,4,0,8,0,1,3,4,2,1,1,1
'180236B0100',18,5,35,13,30,9,10,26,9,17,2,0,14,31,7,5,0,0,8,1,24,5,0,0,4,2,12,2,1,4,3,0,1,3,7
'180236C0100',18,5,16,18,29,8,21,19,6,23,6,1,8,28,3,5,0,0,7,1,11,5,0,3,3,3,14,4,0,0,4,3,2,2,7
'180237B0100',18,7,10,3,6,5,4,6,4,6,0,0,1,11,1,5,0,0,1,1,4,2,0,1,0,0,6,3,0,0,4,4,1,1,1
'180238B0100',18,7,14,6,20,4,14,22,4,18,5,0,8,13,5,5,0,0,5,0,7,4,4,1,2,0,6,0,0,0,7,1,0,2,6
'180239B0100',18,9,28,9,21,10,15,25,11,18,5,0,6,27,6,6,0,0,5,5,17,3,2,2,5,3,19,1,1,1,6,3,1,3,17
'180240B0100',18,9,21,6,23,4,11,24,7,20,10,1,8,21,9,7,1,0,5,3,16,5,0,0,8,2,12,0,2,0,6,0,1,4,7
'180241B0100',18,5,27,6,21,4,15,18,10,23,3,0,4,27,7,4,1,0,3,1,17,4,3,1,4,2,9,1,2,0,3,0,0,6,4
'180241C0100',18,5,20,11,24,7,4,16,7,17,7,0,5,24,4,3,0,0,8,4,23,3,3,2,0,1,12,0,0,0,5,0,0,5,11
'180242B0100',18,5,20,8,32,11,8,13,6,19,3,0,10,20,5,2,0,0,4,1,16,4,2,3,0,0,11,2,0,1,8,3,0,7,9
'180242C0100',18,5,17,11,26,10,16,22,6,12,5,0,5,17,8,7,0,0,5,3,18,4,2,3,1,1,10,0,0,1,4,2,0,2,8
'180243B0100',18,5,24,15,30,5,12,29,4,31,6,0,6,34,2,7,1,0,5,1,17,5,3,2,6,1,9,5,0,1,6,1,0,6,5
'180244B0100',18,5,27,6,28,12,9,24,5,27,5,0,11,20,3,9,0,0,5,3,19,3,1,4,8,1,14,1,0,1,2,0,0,4,6
'180244C0100',18,5,23,11,26,7,14,27,8,23,5,0,7,30,8,7,0,1,4,1,19,5,2,2,4,1,10,3,2,1,3,5,3,3,12
'180245B0100',18,7,6,3,9,3,3,14,5,4,3,0,2,4,1,1,0,0,5,1,5,3,0,2,2,0,3,0,0,0,1,1,0,0,2
'180246B0100',18,7,5,0,2,0,2,5,3,4,2,0,0,3,0,4,0,0,4,0,4,0,0,2,0,0,3,0,0,1,1,1,0,0,4
'180246E0100',18,7,8,5,10,2,5,11,5,13,4,0,2,15,3,4,1,0,2,1,7,1,0,0,0,0,4,1,1,1,4,0,0,2,3
'180247B0100',18,9,12,8,24,4,8,12,4,14,4,0,2,14,3,3,0,0,2,2,4,1,0,2,1,0,7,1,0,0,4,3,0,4,9
'180248B0100',18,9,36,14,37,6,16,35,20,25,15,0,9,41,8,9,0,0,7,4,23,5,4,6,2,3,22,0,0,0,16,3,0,3,15
'180248C0100',18,9,35,9,34,7,15,34,20,28,8,0,11,34,9,6,0,0,12,3,17,9,0,2,5,2,20,2,1,2,8,1,2,2,6
'180249B0100',18,9,21,16,25,8,10,30,9,30,9,0,4,34,5,5,0,0,4,3,16,4,1,5,2,2,12,3,0,3,6,1,0,2,6
'180249C0100',18,9,27,5,36,10,14,23,9,22,5,0,4,19,2,10,0,0,2,1,21,4,0,2,1,1,7,2,2,1,7,3,1,3,9
'180250B0100',18,9,14,10,17,4,9,14,4,22,6,0,10,20,6,2,0,0,2,1,13,6,0,1,0,0,6,0,0,4,8,3,0,4,4
'180250C0100',18,9,18,9,18,3,12,16,12,12,4,0,4,20,9,6,0,0,9,1,7,4,1,1,4,0,11,0,0,1,1,2,0,3,5
'180251B0100',18,9,30,15,27,6,17,23,8,26,5,0,5,23,7,2,0,0,7,2,16,8,1,3,2,2,18,2,0,0,4,1,1,4,7
'180252B0100',18,9,28,11,31,6,8,23,5,14,2,0,10,19,8,3,0,0,10,1,27,4,2,2,0,2,7,1,0,1,10,3,1,6,9
'180252C0100',18,9,25,12,29,5,7,25,9,18,6,0,9,22,6,7,0,0,4,1,19,6,0,3,2,0,17,1,0,3,7,3,1,2,5
'180252E0100',18,9,19,4,21,4,9,9,11,17,5,0,2,17,2,4,0,0,2,1,17,3,0,3,2,0,9,2,1,0,2,1,0,0,3
'180253B0100',18,9,36,15,30,9,18,37,5,30,5,0,13,28,6,9,1,0,7,3,21,6,3,2,1,1,10,4,0,4,9,1,2,3,5
'180253C0100',18,9,38,5,31,11,14,24,7,32,12,0,9,40,7,7,0,0,8,0,20,5,2,0,0,2,20,3,2,0,5,1,3,3,15
'180254B0100',18,7,20,7,19,4,6,19,7,21,3,0,4,19,6,5,0,0,4,0,9,3,0,1,1,1,14,2,0,0,5,0,2,3,6
'180254C0100',18,7,26,10,19,3,5,11,4,15,1,0,6,25,3,10,0,0,2,1,16,6,0,1,1,1,7,1,1,1,9,3,2,4,4
'180255B0100',18,9,15,7,11,6,7,17,5,19,4,0,6,18,5,3,0,0,7,2,10,4,0,3,2,1,10,4,0,0,3,1,1,2,5
'180256B0100',18,9,31,12,29,7,20,30,7,22,6,0,6,25,9,7,1,0,3,1,28,6,3,2,3,2,7,3,0,0,6,1,4,3,9
'180257B0100',18,6,30,14,18,3,11,27,23,25,7,0,6,26,10,3,0,0,7,1,24,4,1,4,4,1,10,4,0,0,6,0,1,3,5
'180257C0100',18,6,34,13,40,6,14,14,4,20,4,1,6,31,6,8,0,0,5,2,20,4,1,0,2,2,12,3,1,0,5,0,3,7,7
'180258B0100',18,6,20,13,23,7,18,21,13,19,6,0,9,32,8,9,0,0,8,1,25,4,2,2,0,1,14,0,0,1,6,4,0,2,15
'180258C0100',18,6,31,13,33,7,22,27,15,21,9,0,8,26,9,5,0,0,12,2,22,1,4,1,6,1,13,2,1,3,7,2,1,1,11
'180258C0200',18,6,28,10,38,5,13,32,9,21,15,0,8,36,6,5,2,0,7,1,25,2,1,4,4,1,10,6,0,1,6,1,2,4,1
'180258C0300',18,6,31,6,29,7,13,27,10,19,7,0,12,24,12,3,0,0,3,1,26,7,2,2,3,0,11,2,0,0,8,2,1,2,9
'180260B0100',18,6,28,22,32,9,22,32,13,27,12,0,10,41,10,10,0,0,9,4,25,8,0,3,8,1,17,2,1,2,6,4,2,2,13
'180260E0100',18,6,13,6,10,3,3,8,4,13,3,0,4,12,3,1,1,0,2,0,11,3,1,1,3,0,5,1,1,0,2,0,2,4,5
'180261B0100',18,6,25,18,29,3,14,20,19,28,10,0,7,26,4,2,0,0,10,0,17,6,2,1,3,0,16,5,1,0,7,0,1,3,5
'180262B0100',18,6,34,13,37,6,18,31,12,39,8,0,7,46,9,5,1,0,8,2,31,4,3,3,5,0,12,3,1,1,14,2,1,4,8
'180262E0100',18,6,22,10,22,5,13,27,7,19,8,0,7,25,3,5,0,0,5,0,17,2,0,2,0,0,8,2,0,2,6,1,2,3,6
'180263B0100',18,6,9,3,12,1,2,9,7,8,0,0,4,6,1,1,0,0,1,1,4,2,0,0,1,0,3,1,0,0,2,0,0,0,2
'180264B0100',18,6,24,10,24,4,14,34,10,20,7,0,7,22,4,7,0,0,2,0,21,7,1,4,3,3,20,2,0,3,9,2,0,4,4
'180264E0100',18,6,6,6,7,2,4,8,5,6,2,0,2,8,0,3,0,0,0,0,6,1,1,1,1,0,5,1,1,1,0,1,0,0,0
'180265B0100',18,6,18,7,33,6,17,22,7,14,3,0,9,22,10,5,0,0,7,3,11,3,1,0,5,0,8,1,0,0,8,1,0,1,4
'180266B0100',18,6,29,13,16,6,14,24,9,35,6,1,11,28,9,10,1,0,11,1,22,8,4,1,2,0,20,2,0,1,8,2,1,3,5
'180267B0100',18,6,32,13,40,11,13,29,17,21,5,0,11,36,5,5,1,0,10,2,26,4,1,2,4,1,13,2,0,1,5,4,0,3,12
'180267C0100',18,6,22,17,30,7,17,28,12,34,7,0,6,28,15,7,0,0,8,3,26,5,4,4,3,3,15,2,0,3,11,2,0,7,12
'180267C0200',18,6,35,15,40,8,21,27,10,26,7,0,13,36,5,12,0,0,2,2,21,8,3,3,2,0,20,2,0,1,7,1,0,2,8
'180267E0100',18,6,9,9,19,2,6,15,6,9,5,0,7,16,1,5,0,0,4,1,5,2,5,2,1,1,7,0,1,1,3,0,0,1,4
'180267E0200',18,6,17,4,5,5,7,21,3,18,7,0,4,22,2,3,0,0,4,0,11,5,1,4,2,1,6,0,0,0,5,2,0,1,4
'180267E0300',18,6,20,10,19,3,7,20,9,18,4,0,7,14,6,1,0,0,4,0,11,3,3,2,0,0,7,3,1,1,1,0,1,4,6
'180268B0100',18,6,31,10,21,5,15,33,5,27,5,0,7,21,8,7,0,0,10,1,11,6,0,2,4,0,10,4,0,0,4,0,3,7,7
'180268E0100',18,6,12,5,19,6,9,18,8,17,6,0,4,24,7,4,1,0,3,0,12,3,1,4,0,0,10,1,1,0,9,1,1,1,6
'180268E0200',18,6,40,13,32,8,18,34,8,20,7,1,10,37,11,10,0,0,12,3,19,2,2,2,6,1,14,4,0,2,9,2,2,4,14
'180269B0100',18,6,30,9,29,6,11,26,9,25,8,0,5,35,5,5,0,0,5,3,19,7,3,1,5,0,20,2,0,1,6,0,0,2,9
'180269C0100',18,6,20,11,32,7,15,27,14,26,4,0,5,31,4,10,0,0,7,5,26,9,0,4,2,3,11,2,1,1,9,4,1,4,10
'180270B0100',18,6,25,13,30,9,11,23,6,15,11,0,8,26,5,3,0,0,7,2,12,7,1,2,5,0,14,0,0,1,8,0,1,3,9
'180270C0100',18,6,29,11,26,3,16,28,6,32,7,0,2,27,5,2,0,1,4,1,22,6,3,3,4,1,10,3,0,2,6,2,1,6,10
'180270C0200',18,6,30,11,19,6,13,23,8,18,9,0,11,22,6,6,0,0,6,0,18,5,1,1,2,1,13,2,1,0,5,3,2,1,7
'180270E0100',18,6,18,7,12,4,10,16,7,12,4,0,3,22,4,1,0,0,2,0,10,5,0,1,3,0,8,0,0,1,1,3,0,0,6
'180270E0200',18,6,28,13,15,9,14,25,10,22,7,0,11,37,6,6,0,0,6,1,16,6,3,5,8,1,6,1,0,0,10,3,0,2,4
'180270E0300',18,6,18,10,18,4,7,15,6,13,2,0,2,11,3,3,0,0,3,1,12,6,1,2,2,1,7,0,1,0,7,0,1,1,6
'180271B0100',18,6,16,5,21,4,6,18,8,19,3,0,3,14,7,2,0,0,2,2,20,5,2,1,3,0,9,0,0,1,4,3,1,4,2
'180271E0100',18,6,30,9,31,5,9,20,9,21,8,0,10,22,2,10,0,0,7,0,18,2,3,3,3,0,6,2,0,1,7,0,2,5,12
'180272B0100',18,8,21,10,17,5,17,19,5,17,5,0,4,22,5,6,0,1,7,0,11,0,1,1,1,0,10,1,0,0,1,1,1,2,7
'180272C0100',18,8,21,7,25,4,8,10,7,19,4,1,5,29,3,3,0,0,4,0,16,7,1,3,2,0,14,3,1,1,4,3,1,5,6
'180273B0100',18,8,30,8,37,6,23,31,12,22,5,0,9,38,6,11,1,0,8,3,12,2,3,9,2,0,9,4,1,0,7,3,1,4,10
'180273E0100',18,8,22,6,26,3,11,15,12,21,6,0,7,25,3,1,1,0,5,0,15,4,0,2,4,1,8,3,1,2,6,0,3,4,4
'180274B0100',18,8,24,9,28,4,16,25,6,22,3,0,4,24,3,7,0,0,6,1,21,5,2,3,2,0,10,2,0,1,8,2,3,0,7
'180274E0100',18,8,30,9,27,6,11,24,9,23,8,0,7,29,5,9,0,0,6,5,16,9,3,3,4,1,10,2,1,1,6,6,3,2,9
'180275B0100',18,6,12,7,16,4,6,19,3,16,5,0,7,19,5,2,1,0,4,2,12,3,0,2,1,0,12,0,2,1,4,3,0,3,5
'180275E0100',18,6,21,7,23,2,9,12,11,15,4,1,4,15,3,3,0,0,3,0,15,0,0,0,0,0,10,0,2,0,5,4,0,2,5
'180276B0100',18,6,26,11,37,6,13,22,8,23,7,0,11,28,6,11,1,0,10,2,27,4,0,3,4,2,16,0,0,1,6,2,1,4,6
'180276E0100',18,6,15,3,16,2,6,11,5,10,7,0,5,12,0,3,0,0,3,1,7,1,0,0,2,0,4,1,0,0,1,1,2,1,7
'180276E0200',18,6,16,10,17,5,10,20,3,17,7,0,6,26,4,5,0,0,5,4,16,2,0,2,0,0,9,1,0,1,3,1,1,1,3
'180276E0201',18,6,24,11,22,4,11,24,7,18,4,0,3,16,3,5,0,0,5,1,14,3,1,2,1,1,6,1,0,2,0,3,0,7,3
'180277B0100',18,8,23,15,24,2,6,12,10,19,7,0,5,21,7,1,0,0,6,1,15,1,0,0,3,0,13,1,2,1,6,3,0,4,5
'180277C0100',18,8,13,7,24,7,18,18,8,17,4,0,6,28,5,2,0,0,5,0,16,5,0,3,3,1,14,0,1,2,3,1,2,0,7
'180277E0100',18,8,9,4,6,1,2,3,1,0,0,1,1,1,0,0,0,0,3,0,3,3,1,1,1,0,5,1,0,0,4,1,0,2,1
'180278B0100',18,8,9,3,11,8,5,8,4,8,4,0,8,17,5,2,0,0,1,1,6,2,1,1,0,0,9,2,0,0,2,0,0,2,2
'180278E0100',18,8,16,3,12,0,9,16,4,7,4,0,1,20,4,2,0,0,4,0,9,2,0,1,1,2,5,1,0,0,7,1,0,3,6
'180279B0100',18,1,13,2,9,3,1,13,4,7,1,0,2,7,4,4,0,0,2,0,6,3,0,0,0,0,3,0,0,0,4,0,1,2,3
'180280B0100',18,8,9,1,16,2,9,11,4,11,4,0,3,7,5,2,0,0,3,0,12,1,1,0,0,0,8,0,0,0,1,1,0,3,2
'180281B0100',18,8,25,13,28,11,20,32,15,30,5,0,9,35,7,11,1,0,6,1,29,7,2,2,3,1,14,7,1,2,12,3,2,3,3
'180282B0100',18,1,20,12,29,7,12,18,10,22,7,0,5,30,8,6,1,0,3,0,20,6,1,3,4,2,12,0,1,1,8,2,1,5,12
'180283B0100',18,8,45,11,25,7,12,35,7,27,10,0,7,37,10,6,0,0,8,1,14,5,1,2,3,4,11,0,2,0,8,2,1,5,7
'180284B0100',18,6,5,11,11,3,0,14,3,5,3,0,1,8,1,3,0,0,5,1,8,0,1,0,0,0,4,2,0,1,4,1,1,1,2
'180285B0100',18,6,19,11,24,5,9,22,9,15,4,0,8,22,1,5,0,1,5,2,19,2,1,3,2,1,8,2,1,1,5,1,0,2,7
'180286B0100',18,8,33,13,36,7,12,29,16,26,9,1,14,41,8,2,0,0,4,4,25,7,2,2,2,0,5,3,0,0,9,3,2,3,10
'180286E0100',18,8,10,4,5,3,3,10,5,8,2,0,1,13,1,3,0,0,1,0,11,2,0,0,3,0,3,1,0,0,0,2,0,1,3
